GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD04,HD01_VD05,HD01_VD06
0500000US19077,19077,"Guthrie County, Iowa",8601,5900,527,5373,2701
0500000US19079,19079,"Hamilton County, Iowa",12216,8222,562,7660,3994
0500000US19081,19081,"Hancock County, Iowa",8880,6267,377,5890,2613
0500000US19083,19083,"Hardin County, Iowa",13959,9149,481,8668,4810
0500000US19085,19085,"Harrison County, Iowa",11731,8067,591,7476,3664
0500000US19087,19087,"Henry County, Iowa",16114,10307,665,9642,5807
0500000US19089,19089,"Howard County, Iowa",7401,5255,302,4953,2146
0500000US19091,19091,"Humboldt County, Iowa",7664,5167,270,4897,2497
0500000US19093,19093,"Ida County, Iowa",5606,4058,237,3821,1548
0500000US19095,19095,"Iowa County, Iowa",12985,9682,335,9347,3303
0500000US19097,19097,"Jackson County, Iowa",15812,10716,611,10105,5096
0500000US19099,19099,"Jasper County, Iowa",29589,19741,1003,18738,9848
0500000US19101,19101,"Jefferson County, Iowa",14335,9352,644,8708,4983
0500000US19103,19103,"Johnson County, Iowa",112223,88399,5342,83057,23824
0500000US19105,19105,"Jones County, Iowa",16669,11074,526,10548,5595
0500000US19107,19107,"Keokuk County, Iowa",8230,5596,336,5260,2634
0500000US19109,19109,"Kossuth County, Iowa",12299,8601,468,8133,3698
0500000US19111,19111,"Lee County, Iowa",28746,18333,1311,17022,10413
0500000US19113,19113,"Linn County, Iowa",169020,125045,7766,117279,43975
0500000US19115,19115,"Louisa County, Iowa",8849,6157,335,5822,2692
0500000US19117,19117,"Lucas County, Iowa",7050,4352,240,4112,2698
0500000US19119,19119,"Lyon County, Iowa",8762,6525,344,6181,2237
0500000US19121,19121,"Madison County, Iowa",11881,8749,671,8078,3132
0500000US19123,19123,"Mahaska County, Iowa",17610,12520,807,11713,5090
0500000US19125,19125,"Marion County, Iowa",26081,19075,881,18194,7006
0500000US19127,19127,"Marshall County, Iowa",31810,21465,1241,20224,10345
0500000US19129,19129,"Mills County, Iowa",11777,8059,594,7465,3718
0500000US19131,19131,"Mitchell County, Iowa",8472,5738,281,5457,2734
0500000US19133,19133,"Monona County, Iowa",7380,4644,228,4416,2736
0500000US19135,19135,"Monroe County, Iowa",6377,4020,228,3792,2357
0500000US19137,19137,"Montgomery County, Iowa",8459,5330,456,4874,3129
0500000US19139,19139,"Muscatine County, Iowa",33043,22935,1609,21326,10108
0500000US19141,19141,"O'Brien County, Iowa",11312,8118,297,7821,3194
0500000US19143,19143,"Osceola County, Iowa",5032,3669,242,3427,1363
0500000US19145,19145,"Page County, Iowa",12894,8427,677,7750,4467
0500000US19147,19147,"Palo Alto County, Iowa",7495,5289,428,4861,2206
0500000US19149,19149,"Plymouth County, Iowa",19341,14073,901,13172,5268
0500000US19151,19151,"Pocahontas County, Iowa",5834,4041,231,3810,1793
0500000US19153,19153,"Polk County, Iowa",343863,259658,25358,234300,84205
0500000US19155,19155,"Pottawattamie County, Iowa",73361,51768,3825,47943,21593
0500000US19157,19157,"Poweshiek County, Iowa",15274,11049,714,10335,4225
0500000US19159,19159,"Ringgold County, Iowa",3977,2464,196,2268,1513
0500000US19161,19161,"Sac County, Iowa",8194,5784,285,5499,2410
0500000US19163,19163,"Scott County, Iowa",132233,91233,5814,85419,41000
0500000US19165,19165,"Shelby County, Iowa",9625,6624,523,6101,3001
0500000US19167,19167,"Sioux County, Iowa",26022,20400,1345,19055,5622
0500000US19169,19169,"Story County, Iowa",77402,61383,5161,56222,16019
0500000US19171,19171,"Tama County, Iowa",13849,9300,725,8575,4549
0500000US19173,19173,"Taylor County, Iowa",4948,3391,246,3145,1557
0500000US19175,19175,"Union County, Iowa",9970,6976,614,6362,2994
0500000US19177,19177,"Van Buren County, Iowa",5980,3764,195,3569,2216
0500000US19179,19179,"Wapello County, Iowa",28305,18157,1213,16944,10148
0500000US19181,19181,"Warren County, Iowa",36240,27488,1709,25779,8752
0500000US19183,19183,"Washington County, Iowa",17118,12572,535,12037,4546
0500000US19185,19185,"Wayne County, Iowa",5038,3145,236,2909,1893
0500000US19187,19187,"Webster County, Iowa",30345,20188,1425,18763,10157
0500000US19189,19189,"Winnebago County, Iowa",8659,5937,403,5534,2722
0500000US19191,19191,"Winneshiek County, Iowa",17319,13311,614,12697,4008
0500000US19193,19193,"Woodbury County, Iowa",78328,56608,3132,53476,21720
0500000US19195,19195,"Worth County, Iowa",6122,4345,227,4118,1777
0500000US19197,19197,"Wright County, Iowa",10260,6786,558,6228,3474
0500000US20001,20001,"Allen County, Kansas",10460,6708,408,6300,3752
0500000US20003,20003,"Anderson County, Kansas",6121,4076,203,3873,2045
0500000US20005,20005,"Atchison County, Kansas",13126,8919,628,8291,4207
0500000US20007,20007,"Barber County, Kansas",3924,2744,226,2518,1180
0500000US20009,20009,"Barton County, Kansas",21642,14998,863,14135,6644
0500000US20011,20011,"Bourbon County, Kansas",11634,7427,659,6768,4207
0500000US20013,20013,"Brown County, Kansas",7688,5306,382,4924,2382
0500000US20015,20015,"Butler County, Kansas",50475,34516,1447,33069,15959
0500000US20017,20017,"Chase County, Kansas",2224,1400,103,1297,824
0500000US20019,20019,"Chautauqua County, Kansas",2935,1696,109,1587,1239
0500000US20021,20021,"Cherokee County, Kansas",16584,10157,584,9573,6427
0500000US20023,20023,"Cheyenne County, Kansas",2207,1464,65,1399,743
0500000US20025,20025,"Clark County, Kansas",1689,1108,68,1040,581
0500000US20027,20027,"Clay County, Kansas",6666,4688,186,4502,1978
0500000US20029,20029,"Cloud County, Kansas",7719,5042,407,4635,2677
0500000US20031,20031,"Coffey County, Kansas",6787,4695,274,4421,2092
0500000US20033,20033,"Comanche County, Kansas",1494,1042,82,960,452
0500000US20035,20035,"Cowley County, Kansas",28458,18720,1366,17354,9738
0500000US20037,20037,"Crawford County, Kansas",31535,21110,1131,19979,10425
0500000US20039,20039,"Decatur County, Kansas",2448,1551,105,1446,897
0500000US20041,20041,"Dickinson County, Kansas",15285,10564,760,9804,4721
0500000US20043,20043,"Doniphan County, Kansas",6394,4419,239,4180,1975
0500000US20045,20045,"Douglas County, Kansas",94239,73179,4693,68486,21060
0500000US20047,20047,"Edwards County, Kansas",2381,1607,130,1477,774
0500000US20049,20049,"Elk County, Kansas",2255,1301,148,1153,954
0500000US20051,20051,"Ellis County, Kansas",23303,17766,1030,16736,5537
0500000US20053,20053,"Ellsworth County, Kansas",5464,3384,290,3094,2080
0500000US20055,20055,"Finney County, Kansas",26530,20415,1672,18743,6115
0500000US20057,20057,"Ford County, Kansas",24965,17615,2126,15489,7350
0500000US20059,20059,"Franklin County, Kansas",19871,14093,852,13241,5778
0500000US20061,20061,"Geary County, Kansas",26119,19496,1066,18430,6623
0500000US20063,20063,"Gove County, Kansas",2195,1510,93,1417,685
0500000US20065,20065,"Graham County, Kansas",2119,1425,88,1337,694
0500000US20067,20067,"Grant County, Kansas",5652,4147,407,3740,1505
0500000US20069,20069,"Gray County, Kansas",4456,3350,206,3144,1106
0500000US20071,20071,"Greeley County, Kansas",978,689,15,674,289
0500000US20073,20073,"Greenwood County, Kansas",5147,3232,215,3017,1915
0500000US20075,20075,"Hamilton County, Kansas",1985,1458,70,1388,527
0500000US20077,20077,"Harper County, Kansas",4670,3119,166,2953,1551
0500000US20079,20079,"Harvey County, Kansas",27081,18364,1079,17285,8717
0500000US20081,20081,"Haskell County, Kansas",3081,2295,134,2161,786
0500000US20083,20083,"Hodgeman County, Kansas",1549,1112,97,1015,437
0500000US20085,20085,"Jackson County, Kansas",10367,7365,596,6769,3002
0500000US20087,20087,"Jefferson County, Kansas",14919,10542,750,9792,4377
0500000US20089,20089,"Jewell County, Kansas",2531,1628,143,1485,903
0500000US20091,20091,"Johnson County, Kansas",430981,325682,17488,308194,105299
0500000US20093,20093,"Kearny County, Kansas",2906,2133,88,2045,773
0500000US20095,20095,"Kingman County, Kansas",6256,3871,216,3655,2385
0500000US20097,20097,"Kiowa County, Kansas",2037,1411,86,1325,626
0500000US20099,20099,"Labette County, Kansas",16664,10549,677,9872,6115
0500000US20101,20101,"Lane County, Kansas",1368,960,16,944,408
0500000US20103,20103,"Leavenworth County, Kansas",60604,40450,2764,37686,20154
0500000US20105,20105,"Lincoln County, Kansas",2543,1731,134,1597,812
0500000US20107,20107,"Linn County, Kansas",7676,4519,204,4315,3157
0500000US20109,20109,"Logan County, Kansas",2223,1622,110,1512,601
0500000US20111,20111,"Lyon County, Kansas",26707,19488,853,18635,7219
0500000US20113,20113,"McPherson County, Kansas",23361,16916,1332,15584,6445
0500000US20115,20115,"Marion County, Kansas",10002,6596,694,5902,3406
0500000US20117,20117,"Marshall County, Kansas",7999,5520,381,5139,2479
0500000US20119,20119,"Meade County, Kansas",3395,2357,102,2255,1038
0500000US20121,20121,"Miami County, Kansas",25305,17681,1034,16647,7624
0500000US20123,20123,"Mitchell County, Kansas",5127,3655,182,3473,1472
0500000US20125,20125,"Montgomery County, Kansas",27351,17405,1620,15785,9946
0500000US20127,20127,"Morris County, Kansas",4759,3176,174,3002,1583
0500000US20129,20129,"Morton County, Kansas",2439,1653,103,1550,786
0500000US20131,20131,"Nemaha County, Kansas",7865,5696,267,5429,2169
0500000US20133,20133,"Neosho County, Kansas",12778,8770,555,8215,4008
0500000US20135,20135,"Ness County, Kansas",2564,1698,92,1606,866
0500000US20137,20137,"Norton County, Kansas",4656,2990,136,2854,1666
0500000US20139,20139,"Osage County, Kansas",12636,8369,576,7793,4267
0500000US20141,20141,"Osborne County, Kansas",3109,2090,161,1929,1019
0500000US20143,20143,"Ottawa County, Kansas",4785,3449,160,3289,1336
0500000US20145,20145,"Pawnee County, Kansas",5893,3727,177,3550,2166
0500000US20147,20147,"Phillips County, Kansas",4403,3107,235,2872,1296
0500000US20149,20149,"Pottawatomie County, Kansas",16477,12010,846,11164,4467
0500000US20151,20151,"Pratt County, Kansas",7717,5341,331,5010,2376
0500000US20153,20153,"Rawlins County, Kansas",2157,1453,87,1366,704
0500000US20155,20155,"Reno County, Kansas",50883,33374,2483,30891,17509
0500000US20157,20157,"Republic County, Kansas",4006,2640,208,2432,1366
0500000US20159,20159,"Rice County, Kansas",7953,5620,679,4941,2333
0500000US20161,20161,"Riley County, Kansas",62039,48012,2415,45597,14027
0500000US20163,20163,"Rooks County, Kansas",4151,2838,183,2655,1313
0500000US20165,20165,"Rush County, Kansas",2691,1815,88,1727,876
0500000US20167,20167,"Russell County, Kansas",5715,4003,160,3843,1712
0500000US20169,20169,"Saline County, Kansas",43448,31456,2204,29252,11992
0500000US20171,20171,"Scott County, Kansas",3932,2922,228,2694,1010
0500000US20173,20173,"Sedgwick County, Kansas",383473,265432,15998,249434,118041
0500000US20175,20175,"Seward County, Kansas",16620,12284,716,11568,4336
0500000US20177,20177,"Shawnee County, Kansas",139439,93947,5994,87953,45492
0500000US20179,20179,"Sheridan County, Kansas",1980,1374,60,1314,606
0500000US20181,20181,"Sherman County, Kansas",4734,3305,248,3057,1429
0500000US20183,20183,"Smith County, Kansas",3138,2058,125,1933,1080
0500000US20185,20185,"Stafford County, Kansas",3443,2343,188,2155,1100
0500000US20187,20187,"Stanton County, Kansas",1611,1223,58,1165,388
0500000US20189,20189,"Stevens County, Kansas",4162,3068,274,2794,1094
0500000US20191,20191,"Sumner County, Kansas",18475,12161,570,11591,6314
0500000US20193,20193,"Thomas County, Kansas",6414,4871,271,4600,1543
0500000US20195,20195,"Trego County, Kansas",2367,1679,157,1522,688
0500000US20197,20197,"Wabaunsee County, Kansas",5423,3808,220,3588,1615
0500000US20199,20199,"Wallace County, Kansas",1231,890,47,843,341
0500000US20201,20201,"Washington County, Kansas",4576,3169,226,2943,1407
0500000US20203,20203,"Wichita County, Kansas",1615,1202,82,1120,413
0500000US20205,20205,"Wilson County, Kansas",7293,4604,226,4378,2689
0500000US20207,20207,"Woodson County, Kansas",2632,1729,110,1619,903
0500000US20209,20209,"Wyandotte County, Kansas",118882,77978,6545,71433,40904
0500000US21001,21001,"Adair County, Kentucky",15537,8617,678,7939,6920
0500000US21003,21003,"Allen County, Kentucky",16009,9475,455,9020,6534
0500000US21005,21005,"Anderson County, Kentucky",16894,11482,623,10859,5412
0500000US21007,21007,"Ballard County, Kentucky",6648,3905,271,3634,2743
0500000US21009,21009,"Barren County, Kentucky",33654,20578,1332,19246,13076
0500000US21011,21011,"Bath County, Kentucky",9183,4693,402,4291,4490
0500000US21013,21013,"Bell County, Kentucky",22873,9680,1417,8263,13193
0500000US21015,21015,"Boone County, Kentucky",92145,67508,3877,63631,24637
0500000US21017,21017,"Bourbon County, Kentucky",15856,10065,645,9420,5791
0500000US21019,21019,"Boyd County, Kentucky",39905,21756,1301,20455,18149
0500000US21021,21021,"Boyle County, Kentucky",23784,14578,1079,13499,9206
0500000US21023,21023,"Bracken County, Kentucky",6597,3790,271,3519,2807
0500000US21025,21025,"Breathitt County, Kentucky",11170,4966,445,4521,6204
0500000US21027,21027,"Breckinridge County, Kentucky",15876,8754,514,8240,7122
0500000US21029,21029,"Bullitt County, Kentucky",60203,41293,3232,38061,18910
0500000US21031,21031,"Butler County, Kentucky",10198,5719,378,5341,4479
0500000US21033,21033,"Caldwell County, Kentucky",10353,6057,358,5699,4296
0500000US21035,21035,"Calloway County, Kentucky",31852,20698,878,19820,11154
0500000US21037,21037,"Campbell County, Kentucky",73165,50720,3350,47370,22445
0500000US21039,21039,"Carlisle County, Kentucky",4102,2401,133,2268,1701
0500000US21041,21041,"Carroll County, Kentucky",8420,4891,283,4608,3529
0500000US21043,21043,"Carter County, Kentucky",22080,12071,525,11546,10009
0500000US21045,21045,"Casey County, Kentucky",12714,6828,523,6305,5886
0500000US21047,21047,"Christian County, Kentucky",55208,35705,2303,33402,19503
0500000US21049,21049,"Clark County, Kentucky",28384,17894,1091,16803,10490
0500000US21051,21051,"Clay County, Kentucky",17461,7493,895,6598,9968
0500000US21053,21053,"Clinton County, Kentucky",8114,3849,298,3551,4265
0500000US21055,21055,"Crittenden County, Kentucky",7320,3983,305,3678,3337
0500000US21057,21057,"Cumberland County, Kentucky",5558,2814,187,2627,2744
0500000US21059,21059,"Daviess County, Kentucky",76330,47984,3531,44453,28346
0500000US21061,21061,"Edmonson County, Kentucky",9992,5474,368,5106,4518
0500000US21063,21063,"Elliott County, Kentucky",6442,3075,192,2883,3367
0500000US21065,21065,"Estill County, Kentucky",11608,5615,360,5255,5993
0500000US21067,21067,"Fayette County, Kentucky",246175,178864,11803,167061,67311
0500000US21069,21069,"Fleming County, Kentucky",11396,6565,524,6041,4831
0500000US21071,21071,"Floyd County, Kentucky",31497,13933,1020,12913,17564
0500000US21073,21073,"Franklin County, Kentucky",40219,25535,1806,23729,14684
0500000US21075,21075,"Fulton County, Kentucky",5306,2817,277,2540,2489
0500000US21077,21077,"Gallatin County, Kentucky",6541,4133,160,3973,2408
0500000US21079,21079,"Garrard County, Kentucky",13543,8270,342,7928,5273
0500000US21081,21081,"Grant County, Kentucky",18649,11624,705,10919,7025
0500000US21083,21083,"Graves County, Kentucky",29286,17134,946,16188,12152
0500000US21085,21085,"Grayson County, Kentucky",20415,11415,792,10623,9000
0500000US21087,21087,"Green County, Kentucky",9084,5253,413,4840,3831
0500000US21089,21089,"Greenup County, Kentucky",29426,15307,902,14405,14119
0500000US21091,21091,"Hancock County, Kentucky",6717,4077,180,3897,2640
0500000US21093,21093,"Hardin County, Kentucky",83100,55274,4697,50577,27826
0500000US21095,21095,"Harlan County, Kentucky",22940,9009,1414,7595,13931
0500000US21097,21097,"Harrison County, Kentucky",14813,8549,563,7986,6264
0500000US21099,21099,"Hart County, Kentucky",14406,7936,609,7327,6470
0500000US21101,21101,"Henderson County, Kentucky",36665,22903,1671,21232,13762
0500000US21103,21103,"Henry County, Kentucky",12132,7685,576,7109,4447
0500000US21105,21105,"Hickman County, Kentucky",3855,2141,291,1850,1714
0500000US21107,21107,"Hopkins County, Kentucky",37057,21719,1550,20169,15338
0500000US21109,21109,"Jackson County, Kentucky",10676,4766,296,4470,5910
0500000US21111,21111,"Jefferson County, Kentucky",597548,397268,31669,365599,200280
0500000US21113,21113,"Jessamine County, Kentucky",38674,26434,1758,24676,12240
0500000US21115,21115,"Johnson County, Kentucky",18584,8446,722,7724,10138
0500000US21117,21117,"Kenton County, Kentucky",126093,87358,5101,82257,38735
0500000US21119,21119,"Knott County, Kentucky",13102,5906,466,5440,7196
0500000US21121,21121,"Knox County, Kentucky",25019,10958,748,10210,14061
0500000US21123,21123,"Larue County, Kentucky",11363,6219,585,5634,5144
0500000US21125,21125,"Laurel County, Kentucky",46768,25057,1425,23632,21711
0500000US21127,21127,"Lawrence County, Kentucky",12569,6274,300,5974,6295
0500000US21129,21129,"Lee County, Kentucky",6352,2858,272,2586,3494
0500000US21131,21131,"Leslie County, Kentucky",8971,3699,487,3212,5272
0500000US21133,21133,"Letcher County, Kentucky",19326,8635,939,7696,10691
0500000US21135,21135,"Lewis County, Kentucky",10987,5356,537,4819,5631
0500000US21137,21137,"Lincoln County, Kentucky",19452,10905,766,10139,8547
0500000US21139,21139,"Livingston County, Kentucky",7713,4187,413,3774,3526
0500000US21141,21141,"Logan County, Kentucky",21112,12225,1000,11225,8887
0500000US21143,21143,"Lyon County, Kentucky",7369,4025,285,3740,3344
0500000US21145,21145,"McCracken County, Kentucky",52679,32398,2852,29546,20281
0500000US21147,21147,"McCreary County, Kentucky",14537,5943,557,5386,8594
0500000US21149,21149,"McLean County, Kentucky",7523,4375,197,4178,3148
0500000US21151,21151,"Madison County, Kentucky",69455,46121,3301,42820,23334
0500000US21153,21153,"Magoffin County, Kentucky",10407,4379,320,4059,6028
0500000US21155,21155,"Marion County, Kentucky",15624,9243,715,8528,6381
0500000US21157,21157,"Marshall County, Kentucky",25682,14910,1010,13900,10772
0500000US21159,21159,"Martin County, Kentucky",10342,3669,394,3275,6673
0500000US21161,21161,"Mason County, Kentucky",13741,8223,690,7533,5518
0500000US21163,21163,"Meade County, Kentucky",22312,13786,692,13094,8526
0500000US21165,21165,"Menifee County, Kentucky",5121,2410,145,2265,2711
0500000US21167,21167,"Mercer County, Kentucky",17098,10305,495,9810,6793
0500000US21169,21169,"Metcalfe County, Kentucky",8007,4453,296,4157,3554
0500000US21171,21171,"Monroe County, Kentucky",8592,4718,347,4371,3874
0500000US21173,21173,"Montgomery County, Kentucky",21165,12102,686,11416,9063
0500000US21175,21175,"Morgan County, Kentucky",11109,5679,326,5353,5430
0500000US21177,21177,"Muhlenberg County, Kentucky",25450,13297,910,12387,12153
0500000US21179,21179,"Nelson County, Kentucky",34357,22484,1931,20553,11873
0500000US21181,21181,"Nicholas County, Kentucky",5651,3428,152,3276,2223
0500000US21183,21183,"Ohio County, Kentucky",18647,10175,706,9469,8472
0500000US21185,21185,"Oldham County, Kentucky",47003,31882,1972,29910,15121
0500000US21187,21187,"Owen County, Kentucky",8436,5155,336,4819,3281
0500000US21189,21189,"Owsley County, Kentucky",3883,1383,200,1183,2500
0500000US21191,21191,"Pendleton County, Kentucky",11710,7174,482,6692,4536
0500000US21193,21193,"Perry County, Kentucky",22848,11042,868,10174,11806
0500000US21195,21195,"Pike County, Kentucky",52027,24044,4198,19846,27983
0500000US21197,21197,"Powell County, Kentucky",9758,4565,362,4203,5193
0500000US21199,21199,"Pulaski County, Kentucky",50918,28282,1489,26793,22636
0500000US21201,21201,"Robertson County, Kentucky",1815,814,35,779,1001
0500000US21203,21203,"Rockcastle County, Kentucky",13545,6969,405,6564,6576
0500000US21205,21205,"Rowan County, Kentucky",19333,10626,854,9772,8707
0500000US21207,21207,"Russell County, Kentucky",14194,6825,529,6296,7369
0500000US21209,21209,"Scott County, Kentucky",37457,27074,1449,25625,10383
0500000US21211,21211,"Shelby County, Kentucky",34062,22718,1656,21062,11344
0500000US21213,21213,"Simpson County, Kentucky",13784,8320,349,7971,5464
0500000US21215,21215,"Spencer County, Kentucky",13618,9268,938,8330,4350
0500000US21217,21217,"Taylor County, Kentucky",20227,12131,1168,10963,8096
0500000US21219,21219,"Todd County, Kentucky",9408,5314,374,4940,4094
0500000US21221,21221,"Trigg County, Kentucky",11460,6245,694,5551,5215
0500000US21223,21223,"Trimble County, Kentucky",6994,4402,302,4100,2592
0500000US21225,21225,"Union County, Kentucky",12274,6740,382,6358,5534
0500000US21227,21227,"Warren County, Kentucky",93288,64851,5216,59635,28437
0500000US21229,21229,"Washington County, Kentucky",9496,5910,508,5402,3586
0500000US21231,21231,"Wayne County, Kentucky",16731,7924,456,7468,8807
0500000US21233,21233,"Webster County, Kentucky",10734,5827,380,5447,4907
0500000US21235,21235,"Whitley County, Kentucky",27981,14655,1016,13639,13326
0500000US21237,21237,"Wolfe County, Kentucky",5733,2148,173,1975,3585
0500000US21239,21239,"Woodford County, Kentucky",19950,13963,736,13227,5987
0500000US22001,22001,"Acadia Parish, Louisiana",47290,27900,1878,26022,19390
0500000US22003,22003,"Allen Parish, Louisiana",20575,10697,1007,9690,9878
0500000US22005,22005,"Ascension Parish, Louisiana",84297,59292,4205,55087,25005
0500000US22007,22007,"Assumption Parish, Louisiana",18401,10569,949,9620,7832
0500000US22009,22009,"Avoyelles Parish, Louisiana",32679,17046,1010,16036,15633
0500000US22011,22011,"Beauregard Parish, Louisiana",28089,16280,1247,15033,11809
0500000US22013,22013,"Bienville Parish, Louisiana",11216,5873,449,5424,5343
0500000US22015,22015,"Bossier Parish, Louisiana",94096,65098,4790,60308,28998
0500000US22017,22017,"Caddo Parish, Louisiana",199940,122565,10586,111979,77375
0500000US22019,22019,"Calcasieu Parish, Louisiana",151705,96775,8296,88479,54930
0500000US22021,22021,"Caldwell Parish, Louisiana",7950,4710,209,4501,3240
0500000US22023,22023,"Cameron Parish, Louisiana",5255,3393,129,3264,1862
0500000US22025,22025,"Catahoula Parish, Louisiana",8189,4322,368,3954,3867
0500000US22027,22027,"Claiborne Parish, Louisiana",13954,6765,489,6276,7189
0500000US22029,22029,"Concordia Parish, Louisiana",16036,8236,545,7691,7800
0500000US22031,22031,"De Soto Parish, Louisiana",21188,11988,1078,10910,9200
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",352690,240915,20176,220739,111775
0500000US22035,22035,"East Carroll Parish, Louisiana",5864,2702,172,2530,3162
0500000US22037,22037,"East Feliciana Parish, Louisiana",16490,8527,770,7757,7963
0500000US22039,22039,"Evangeline Parish, Louisiana",25717,13158,1136,12022,12559
0500000US22041,22041,"Franklin Parish, Louisiana",15818,8685,469,8216,7133
0500000US22043,22043,"Grant Parish, Louisiana",17927,9365,881,8484,8562
0500000US22045,22045,"Iberia Parish, Louisiana",56427,35744,2757,32987,20683
0500000US22047,22047,"Iberville Parish, Louisiana",26871,15252,908,14344,11619
0500000US22049,22049,"Jackson Parish, Louisiana",12895,6824,418,6406,6071
0500000US22051,22051,"Jefferson Parish, Louisiana",349281,228470,18635,209835,120811
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",24121,13867,1103,12764,10254
0500000US22055,22055,"Lafayette Parish, Louisiana",179128,127052,9556,117496,52076
0500000US22057,22057,"Lafourche Parish, Louisiana",76416,47706,4064,43642,28710
0500000US22059,22059,"LaSalle Parish, Louisiana",11784,6519,346,6173,5265
0500000US22061,22061,"Lincoln Parish, Louisiana",38559,24516,1792,22724,14043
0500000US22063,22063,"Livingston Parish, Louisiana",100545,66658,4812,61846,33887
0500000US22065,22065,"Madison Parish, Louisiana",9340,4770,331,4439,4570
0500000US22067,22067,"Morehouse Parish, Louisiana",21341,11097,896,10201,10244
0500000US22069,22069,"Natchitoches Parish, Louisiana",30899,17668,1533,16135,13231
0500000US22071,22071,"Orleans Parish, Louisiana",299971,189268,17405,171863,110703
0500000US22073,22073,"Ouachita Parish, Louisiana",119453,72096,5531,66565,47357
0500000US22075,22075,"Plaquemines Parish, Louisiana",17971,11274,1107,10167,6697
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",17806,10650,671,9979,7156
0500000US22079,22079,"Rapides Parish, Louisiana",102621,59627,5036,54591,42994
0500000US22081,22081,"Red River Parish, Louisiana",6965,3524,271,3253,3441
0500000US22083,22083,"Richland Parish, Louisiana",16161,9555,718,8837,6606
0500000US22085,22085,"Sabine Parish, Louisiana",19077,10295,970,9325,8782
0500000US22087,22087,"St. Bernard Parish, Louisiana",31380,19489,1617,17872,11891
0500000US22089,22089,"St. Charles Parish, Louisiana",40522,27152,1795,25357,13370
0500000US22091,22091,"St. Helena Parish, Louisiana",8652,4527,213,4314,4125
0500000US22093,22093,"St. James Parish, Louisiana",17040,10389,745,9644,6651
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",34464,22012,1572,20440,12452
0500000US22097,22097,"St. Landry Parish, Louisiana",63337,34339,3863,30476,28998
0500000US22099,22099,"St. Martin Parish, Louisiana",40937,26379,2362,24017,14558
0500000US22101,22101,"St. Mary Parish, Louisiana",41970,24947,1580,23367,17023
0500000US22103,22103,"St. Tammany Parish, Louisiana",186637,123604,9387,114217,63033
0500000US22105,22105,"Tangipahoa Parish, Louisiana",96438,60217,3917,56300,36221
0500000US22107,22107,"Tensas Parish, Louisiana",3952,2041,90,1951,1911
0500000US22109,22109,"Terrebonne Parish, Louisiana",86725,53501,4412,49089,33224
0500000US22111,22111,"Union Parish, Louisiana",18080,9178,872,8306,8902
0500000US22113,22113,"Vermilion Parish, Louisiana",44873,28062,2300,25762,16811
0500000US22115,22115,"Vernon Parish, Louisiana",39735,25597,1484,24113,14138
0500000US22117,22117,"Washington Parish, Louisiana",36605,18009,1476,16533,18596
0500000US22119,22119,"Webster Parish, Louisiana",32397,18016,1378,16638,14381
0500000US22121,22121,"West Baton Rouge Parish, Louisiana",19016,12710,1188,11522,6306
0500000US22123,22123,"West Carroll Parish, Louisiana",9060,4864,299,4565,4196
0500000US22125,22125,"West Feliciana Parish, Louisiana",13181,5756,353,5403,7425
0500000US22127,22127,"Winn Parish, Louisiana",12030,5856,329,5527,6174
0500000US23001,23001,"Androscoggin County, Maine",86084,58765,3415,55350,27319
0500000US23003,23003,"Aroostook County, Maine",58873,35507,1801,33706,23366
0500000US23005,23005,"Cumberland County, Maine",233795,168330,9629,158701,65465
0500000US23007,23007,"Franklin County, Maine",25436,16561,987,15574,8875
0500000US23009,23009,"Hancock County, Maine",46178,31738,1658,30080,14440
0500000US23011,23011,"Kennebec County, Maine",99847,65479,3808,61671,34368
0500000US23013,23013,"Knox County, Maine",33117,22728,1155,21573,10389
0500000US23015,23015,"Lincoln County, Maine",28939,18462,1014,17448,10477
0500000US23017,23017,"Oxford County, Maine",47311,28939,1965,26974,18372
0500000US23019,23019,"Penobscot County, Maine",127862,84004,5416,78588,43858
0500000US23021,23021,"Piscataquis County, Maine",14525,8099,383,7716,6426
0500000US23023,23023,"Sagadahoc County, Maine",28757,19677,1059,18618,9080
0500000US23025,23025,"Somerset County, Maine",42474,25891,1289,24602,16583
0500000US23027,23027,"Waldo County, Maine",32006,20862,1387,19475,11144
0500000US23029,23029,"Washington County, Maine",26957,16242,942,15300,10715
0500000US23031,23031,"York County, Maine",163058,114459,5570,108889,48599
0500000US24001,24001,"Allegany County, Maryland",62518,34875,2486,32389,27643
0500000US24003,24003,"Anne Arundel County, Maryland",438144,318190,29767,288423,119954
0500000US24005,24005,"Baltimore County, Maryland",660509,448273,42366,405907,212236
0500000US24009,24009,"Calvert County, Maryland",70264,50315,3255,47060,19949
0500000US24011,24011,"Caroline County, Maryland",25691,17141,1129,16012,8550
0500000US24013,24013,"Carroll County, Maryland",133815,95785,6523,89262,38030
0500000US24015,24015,"Cecil County, Maryland",80156,53182,3628,49554,26974
0500000US24017,24017,"Charles County, Maryland",117360,82703,7434,75269,34657
0500000US24019,24019,"Dorchester County, Maryland",26529,17295,1317,15978,9234
