GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
0500000US17117,17117,"Macoupin County, Illinois",39547,92,9523,511,21771,909,4926,556,3327,300,35328,537,7860,559,20040,853,4296,520,3132,310,2316,481,873,312,872,302,433,200,138,85,1380,354,494,163,694,303,135,102,57,54,428,209,204,111,162,106,62,71,0,154,95,140,92,140,3,7,0,154,0,154
0500000US17119,17119,"Madison County, Illinois",214780,77,59960,1815,113332,2408,26019,1508,15469,825,182381,2145,43478,1874,103449,2159,21173,1239,14281,864,20748,1983,10048,1257,6265,1092,3502,634,933,254,6626,920,4465,755,1382,415,702,307,77,72,4807,945,1878,410,2109,763,642,209,178,102,218,135,91,112,127,72,0,154,0,154
0500000US17121,17121,"Marion County, Illinois",32110,114,7427,520,17261,729,4525,538,2897,283,27318,672,5461,516,15759,781,3332,409,2766,283,3371,625,1513,392,1039,376,737,186,82,48,969,334,317,148,237,140,381,225,34,38,452,244,136,79,226,205,75,69,15,19,0,154,0,154,0,154,0,154,0,154
0500000US17133,17133,"Monroe County, Illinois",25731,54,6107,495,15456,715,2127,365,2041,288,22578,629,5119,522,14117,767,1739,360,1603,250,1484,512,457,227,623,330,287,175,117,74,517,311,124,149,187,141,70,62,136,123,1138,443,393,241,529,282,31,51,185,181,14,22,14,22,0,154,0,154,0,154
0500000US17135,17135,"Montgomery County, Illinois",24872,51,6142,372,13624,488,3144,353,1962,210,22149,474,5000,398,12909,525,2501,317,1739,257,1052,313,354,191,256,152,235,109,207,138,1168,261,618,200,179,103,355,131,16,27,503,253,170,111,280,205,53,62,0,154,0,154,0,154,0,154,0,154,0,154
0500000US17137,17137,"Morgan County, Illinois",29358,165,8366,530,14590,848,4081,496,2321,320,22981,685,5219,507,12895,808,2992,431,1875,252,3544,587,1492,323,1130,324,636,234,286,188,2201,365,1415,342,291,156,359,157,136,132,574,238,240,164,240,150,70,58,24,38,58,62,0,154,34,56,24,27,0,154
0500000US17141,17141,"Ogle County, Illinois",43857,159,11650,649,23930,986,5372,653,2905,370,37958,792,9285,641,21644,871,4277,559,2752,372,2683,503,852,338,1263,399,496,195,72,50,2186,574,960,334,662,327,483,286,81,99,957,415,522,297,346,268,89,77,0,154,73,68,31,51,15,19,27,44,0,154
0500000US17143,17143,"Peoria County, Illinois",144726,109,46623,1426,69667,1797,18878,1222,9558,646,120312,1355,32609,1722,64001,1710,14819,1085,8883,633,15033,1372,8114,986,3454,695,2990,483,475,194,5650,791,4284,712,714,256,542,191,110,67,2932,583,1372,404,970,314,500,276,90,57,799,281,244,155,528,225,27,44,0,154
0500000US17145,17145,"Perry County, Illinois",19042,93,5872,410,9080,605,2603,371,1487,277,15407,486,3934,429,8331,563,1783,315,1359,249,1478,395,656,243,333,175,388,188,101,75,2045,312,1262,251,350,155,410,207,23,37,83,83,6,12,51,75,22,37,4,7,29,34,14,17,15,30,0,154,0,154
0500000US17157,17157,"Randolph County, Illinois",27240,10,7676,433,14128,714,3440,447,1996,242,23210,558,5848,461,12872,634,2677,376,1813,237,1373,337,407,173,483,259,363,159,120,85,2428,530,1275,225,737,385,358,144,58,56,229,129,146,109,36,56,42,44,5,9,0,154,0,154,0,154,0,154,0,154
0500000US17161,17161,"Rock Island County, Illinois",119102,143,33466,930,59865,1548,16657,1101,9114,591,100197,1789,24365,1422,54477,1605,13139,996,8216,556,12087,1598,5537,1074,3435,639,2490,549,625,211,3466,582,1942,300,855,463,494,196,175,128,2907,642,1500,460,838,353,491,193,78,78,445,258,122,100,260,223,43,44,20,33
0500000US17163,17163,"St. Clair County, Illinois",204693,143,65287,1730,97762,2331,26536,1375,15108,897,172772,2311,50265,2013,87401,2060,21643,1225,13463,868,18606,1927,9400,1250,4892,970,3203,548,1111,329,5325,837,2719,593,1446,472,955,398,205,120,6999,1144,2634,538,3535,911,563,186,267,145,991,373,269,161,488,223,172,133,62,87
0500000US17165,17165,"Saline County, Illinois",21448,123,4848,537,11698,792,3047,395,1855,285,19273,372,3953,565,11147,759,2470,372,1703,276,1359,318,487,184,410,169,407,205,55,63,642,178,284,109,139,102,131,96,88,65,170,109,124,95,2,6,39,47,5,8,4,8,0,154,0,154,0,154,4,8
0500000US17167,17167,"Sangamon County, Illinois",155482,135,47323,1654,75386,2046,22084,1453,10689,705,131259,1672,36221,1733,68250,1951,17192,1227,9596,705,16462,1375,7407,834,4897,792,3441,585,717,252,4985,641,2542,506,1162,348,1027,352,254,162,2171,423,962,298,729,234,379,165,101,63,605,221,191,111,348,185,45,55,21,37
0500000US17173,17173,"Shelby County, Illinois",18032,46,3941,364,10751,612,1902,344,1438,257,16319,399,3459,371,9988,649,1633,324,1239,246,1077,308,265,128,440,211,189,110,183,118,494,192,188,133,225,148,65,50,16,16,97,86,29,40,53,77,15,24,0,154,45,70,0,154,45,70,0,154,0,154
0500000US17177,17177,"Stephenson County, Illinois",38148,200,9849,668,20502,963,4913,608,2884,347,32672,653,7462,633,18625,886,3881,577,2704,340,3846,632,1639,382,1293,442,766,247,148,79,888,336,327,184,366,203,181,123,14,23,697,241,376,187,218,139,85,68,18,31,45,72,45,72,0,154,0,154,0,154
0500000US17179,17179,"Tazewell County, Illinois",105589,77,24090,1123,61883,1762,12508,1076,7108,601,90665,1455,18979,1103,55762,1656,9472,916,6452,557,8413,1202,2980,712,3518,682,1696,464,219,127,4659,684,1473,387,1836,463,955,288,395,190,1736,686,633,398,695,344,366,147,42,47,116,76,25,28,72,61,19,31,0,154
0500000US17183,17183,"Vermilion County, Illinois",65324,88,17425,757,33217,1470,9262,920,5420,459,57449,916,13809,948,31027,1375,7619,892,4994,427,5329,832,2528,557,1265,315,1247,381,289,122,1268,460,687,326,347,228,162,98,72,73,1161,296,367,182,512,246,217,123,65,64,117,84,34,41,66,57,17,30,0,154
0500000US17195,17195,"Whiteside County, Illinois",47957,82,11937,654,25549,1031,6842,677,3629,328,41665,806,9628,688,23508,942,5248,560,3281,341,3942,659,1420,405,1231,384,990,307,301,143,1362,414,621,312,299,146,442,239,0,154,960,297,244,113,511,230,162,112,43,50,28,42,24,41,0,154,0,154,4,7
0500000US17197,17197,"Will County, Illinois",496423,52,143867,2915,287478,3602,42059,2062,23019,1167,430063,3562,117406,2827,258349,3892,34039,1897,20269,1147,29174,2404,12076,1578,12169,1554,3815,590,1114,308,28334,2567,11350,1650,12642,1404,3146,646,1196,373,6904,990,2271,468,3532,791,852,292,249,165,1948,628,764,430,786,343,207,191,191,117
0500000US17199,17199,"Williamson County, Illinois",52369,139,11480,783,28442,1313,8507,909,3940,389,42902,1164,8363,809,24567,1166,6344,803,3628,335,4453,908,1653,471,1443,416,1214,376,143,120,3349,866,1092,468,1666,528,465,244,126,93,1606,370,372,195,707,282,484,229,43,68,59,70,0,154,59,70,0,154,0,154
0500000US17201,17201,"Winnebago County, Illinois",232639,48,67427,1767,118712,2793,30597,1645,15903,1105,197755,2258,53669,2121,105503,2759,24026,1444,14557,1080,23206,1839,9177,1178,8039,952,4924,760,1066,257,5489,972,2304,559,2358,546,719,258,108,108,5437,874,2085,493,2391,497,871,312,90,91,752,431,192,128,421,320,57,49,82,120
0500000US17203,17203,"Woodford County, Illinois",30025,82,7175,601,17505,874,2842,400,2503,274,26187,524,5946,599,15800,795,2211,293,2230,278,1412,371,361,178,724,327,223,114,104,95,1958,431,819,193,694,276,324,196,121,89,362,176,36,37,194,125,84,89,48,56,106,138,13,23,93,138,0,154,0,154
0500000US18001,18001,"Adams County, Indiana",25217,101,6282,564,14622,731,2784,469,1529,257,22038,666,5339,503,13317,744,2016,342,1366,253,2331,582,720,320,844,323,632,292,135,68,571,193,214,130,249,151,80,79,28,43,208,144,9,11,143,135,56,54,0,151,69,75,0,151,69,75,0,151,0,151
0500000US18003,18003,"Allen County, Indiana",267946,57,73719,1699,141775,2505,36304,1659,16148,1226,229374,2174,57397,1660,128770,2474,29453,1523,13754,1076,27519,1784,12112,1042,8172,916,5218,706,2017,583,4948,696,2427,524,1649,460,770,267,102,75,5038,830,1562,462,2431,553,787,268,258,156,1067,405,221,126,753,352,76,77,17,28
0500000US18005,18005,"Bartholomew County, Indiana",58335,107,12145,783,33936,1344,8680,985,3574,447,49793,984,9424,796,30449,1247,6592,765,3328,426,5834,896,1831,416,2338,532,1504,473,161,96,1713,515,706,310,647,310,328,170,32,38,690,300,134,82,281,175,237,156,38,61,305,178,50,60,221,154,19,31,15,25
0500000US18011,18011,"Boone County, Indiana",41038,92,8418,453,25762,750,4527,509,2331,383,36444,673,6681,577,23997,805,3603,486,2163,362,2383,489,1047,405,791,271,521,193,24,37,1168,322,396,180,459,226,283,144,30,28,940,341,238,167,499,233,109,91,94,81,103,76,56,69,16,20,11,21,20,34
0500000US18017,18017,"Cass County, Indiana",31533,126,6907,621,18875,733,3607,384,2144,388,27149,567,5040,498,17149,739,2985,357,1975,360,2525,490,1063,354,1011,393,413,164,38,39,1553,395,752,302,503,284,171,129,127,143,297,225,43,39,212,217,38,63,4,8,9,18,9,18,0,151,0,151,0,151
0500000US18019,18019,"Clark County, Indiana",82711,170,19945,1000,43314,1498,13898,1068,5554,567,69363,1525,15039,1047,38955,1519,10508,1008,4861,566,6278,1052,2283,547,1732,498,1838,567,425,169,3012,746,1067,348,1154,485,606,260,185,133,3462,822,1363,521,1249,428,767,267,83,86,596,484,193,190,224,177,179,138,0,151
0500000US18021,18021,"Clay County, Indiana",21324,152,4208,490,12627,826,2788,481,1701,354,19339,430,3881,490,11596,774,2314,461,1548,332,1187,368,226,145,521,303,313,190,127,83,580,230,76,89,360,202,118,77,26,37,177,89,25,31,126,87,26,33,0,151,41,53,0,151,24,40,17,31,0,151
0500000US18023,18023,"Clinton County, Indiana",26394,81,6060,494,15238,835,3160,460,1936,251,22629,533,4653,515,13856,717,2381,378,1739,251,2425,452,994,270,822,289,458,171,151,76,943,246,243,121,414,186,266,129,20,32,348,166,143,104,124,117,55,52,26,41,49,52,27,45,22,28,0,151,0,151
0500000US18027,18027,"Daviess County, Indiana",22920,39,5648,636,12551,933,3075,542,1646,225,20191,588,4741,516,11728,853,2319,530,1403,217,1653,358,586,337,637,304,322,203,108,77,567,264,188,139,97,94,236,124,46,45,405,324,103,99,89,109,162,239,51,61,104,179,30,53,0,151,36,61,38,66
0500000US18029,18029,"Dearborn County, Indiana",39081,218,9129,639,23385,903,4316,565,2251,303,34100,819,6981,623,21936,973,3207,520,1976,302,2763,630,1063,356,998,460,550,241,152,112,743,402,484,313,91,95,112,104,56,60,1437,445,601,287,360,155,409,207,67,81,38,46,0,151,0,151,38,46,0,151
0500000US18031,18031,"Decatur County, Indiana",19580,135,4463,493,11166,731,2566,411,1385,238,17038,554,3755,532,10312,705,1712,299,1259,228,1683,368,344,142,653,276,629,237,57,55,496,224,252,147,102,117,97,71,45,52,346,228,95,63,99,108,128,187,24,36,17,32,17,32,0,151,0,151,0,151
0500000US18033,18033,"DeKalb County, Indiana",32525,72,7334,583,18334,985,4583,648,2274,278,28475,645,5996,618,16959,943,3531,585,1989,263,2292,475,613,225,871,318,723,236,85,72,1111,364,385,232,273,153,253,151,200,132,571,291,327,238,168,130,76,68,0,151,76,76,13,21,63,73,0,151,0,151
0500000US18035,18035,"Delaware County, Indiana",96303,161,33111,1063,44785,1727,12315,1123,6092,461,71748,1524,17388,1280,39484,1488,9457,867,5419,450,15751,1499,9536,1200,3653,821,2090,530,472,148,6741,786,5331,643,760,321,552,249,98,71,1680,405,734,255,642,282,216,119,88,72,383,189,122,106,246,152,0,151,15,25
0500000US18037,18037,"Dubois County, Indiana",32379,70,7585,563,19157,883,3514,521,2123,316,29724,459,6505,580,18199,878,2968,528,2052,312,1587,444,583,246,659,294,307,128,38,38,665,286,288,180,136,112,220,170,21,34,365,166,196,151,138,114,19,30,12,21,38,47,13,22,25,41,0,151,0,151
0500000US18039,18039,"Elkhart County, Indiana",149156,116,39122,1494,82200,2287,19797,1498,8037,724,122283,2204,28384,1597,72268,2249,14542,1316,7089,719,18628,1833,6583,829,7326,1323,4048,774,671,212,3625,820,1727,508,1214,396,663,295,21,35,3504,764,1783,512,1123,394,430,244,168,100,1116,476,645,345,269,204,114,103,88,122
0500000US18041,18041,"Fayette County, Indiana",19749,40,3950,403,11291,746,3038,493,1470,271,17348,453,3342,398,10101,735,2533,462,1372,241,1731,411,455,171,952,334,270,159,54,67,497,192,132,104,136,126,185,121,44,43,129,111,0,151,90,106,39,40,0,151,44,58,21,35,12,47,11,19,0,151
0500000US18043,18043,"Floyd County, Indiana",58158,154,15069,757,31390,1142,8023,766,3676,404,51518,1100,12218,897,29467,1279,6442,709,3391,389,2906,655,1207,354,763,367,848,241,88,78,1758,406,820,295,291,147,540,215,107,86,1975,689,824,349,868,392,193,120,90,66,1,33,0,151,1,33,0,151,0,151
0500000US18047,18047,"Franklin County, Indiana",18317,*****,5182,488,10232,646,1850,366,1053,239,16986,408,4791,521,9625,670,1529,366,1041,239,472,217,191,134,181,131,100,93,0,151,571,256,141,88,340,233,78,70,12,20,288,202,59,68,86,84,143,121,0,151,0,151,0,151,0,151,0,151,0,151
0500000US18049,18049,"Fulton County, Indiana",16311,83,2967,367,9405,781,2360,462,1579,286,14503,397,2420,369,8812,706,1853,385,1418,298,1091,339,353,174,310,230,287,132,141,101,372,166,45,41,140,104,167,137,20,35,270,151,74,58,143,137,53,61,0,151,75,74,75,74,0,151,0,151,0,151
0500000US18051,18051,"Gibson County, Indiana",26399,88,6001,568,14883,891,3445,544,2070,293,23581,548,5099,547,13501,882,3048,519,1933,293,1649,430,290,166,1028,358,194,103,137,102,850,304,491,258,264,174,95,85,0,151,319,165,121,106,90,79,108,88,0,151,0,151,0,151,0,151,0,151,0,151
0500000US18053,18053,"Grant County, Indiana",57289,152,16377,722,28690,1202,8245,727,3977,504,48108,899,12040,849,25825,1104,6539,682,3704,475,5434,728,2195,434,2125,490,947,294,167,104,1554,389,727,238,355,215,404,207,68,59,1909,391,1287,287,303,194,303,149,16,26,284,128,128,81,82,73,52,53,22,35
0500000US18055,18055,"Greene County, Indiana",26612,174,5753,622,15264,800,3606,495,1989,282,23049,719,4554,663,14160,831,2541,435,1794,291,1980,512,612,259,501,239,726,252,141,85,1057,361,413,227,348,176,252,174,44,34,355,252,153,154,134,108,58,83,10,14,171,144,21,37,121,137,29,35,0,151
0500000US18057,18057,"Hamilton County, Indiana",188086,142,44292,1409,117600,2298,19028,1556,7166,634,157653,2050,34667,1369,102385,2156,14001,1277,6600,619,11892,1243,3058,589,6302,944,2308,546,224,112,11855,1353,4554,895,4838,1027,2352,603,111,57,5843,836,1611,378,3778,700,270,141,184,119,843,290,402,218,297,162,97,108,47,43
0500000US18059,18059,"Hancock County, Indiana",50977,101,10184,671,32714,1139,5619,679,2460,313,43813,971,7929,738,29448,1139,4207,539,2229,319,3972,764,1576,500,1575,458,649,270,172,96,2349,548,486,254,1217,472,587,243,59,46,752,362,185,116,396,334,171,119,0,151,91,81,8,12,78,74,5,9,0,151
0500000US18061,18061,"Harrison County, Indiana",29513,59,6265,546,18252,914,3340,605,1656,254,26528,604,5524,534,16779,897,2626,501,1599,254,2072,566,561,186,1075,436,410,198,26,46,367,171,73,60,130,93,133,116,31,51,514,275,107,96,236,188,171,144,0,151,32,64,0,151,32,64,0,151,0,151
0500000US18063,18063,"Hendricks County, Indiana",102114,98,23388,1396,63687,1965,10467,1065,4572,461,86111,1420,17339,1276,56283,1779,8369,957,4120,491,6392,1199,2600,705,2948,703,769,282,75,69,6853,880,2432,542,3128,792,1054,289,239,119,2511,572,840,346,1258,374,275,181,138,115,247,170,177,159,70,60,0,151,0,151
0500000US18065,18065,"Henry County, Indiana",38949,89,8614,621,22233,977,5219,577,2883,360,33008,773,6335,634,19893,1019,4189,493,2591,331,2969,566,848,269,1315,418,568,203,238,141,2156,379,996,265,675,244,431,198,54,50,803,393,435,191,337,254,31,50,0,151,13,23,0,151,13,23,0,151,0,151
0500000US18067,18067,"Howard County, Indiana",66839,176,15449,984,37744,1415,9322,872,4324,485,55640,1056,11556,900,33318,1297,6981,789,3785,491,8356,1031,3098,690,3321,674,1636,356,301,118,2017,449,609,235,648,240,578,241,182,205,771,260,179,106,409,200,127,75,56,40,55,83,7,13,48,81,0,151,0,151
0500000US18069,18069,"Huntington County, Indiana",30492,75,6735,515,17901,691,3735,480,2121,283,27471,480,5719,510,16788,651,3024,433,1940,278,2069,466,570,216,826,298,578,236,95,98,607,217,289,154,182,109,72,59,64,55,328,135,157,101,105,90,44,43,22,31,17,30,0,151,0,151,17,30,0,151
0500000US18071,18071,"Jackson County, Indiana",33201,89,5760,560,21013,996,4219,647,2209,274,28015,761,4566,574,18460,972,3021,503,1968,270,3694,752,857,360,1934,598,777,310,126,67,927,289,237,131,362,204,229,143,99,70,379,181,76,54,166,132,121,99,16,29,186,161,24,39,91,106,71,119,0,151
0500000US18073,18073,"Jasper County, Indiana",25401,122,6147,473,15130,680,2407,452,1717,243,21155,673,4336,419,13634,734,1689,330,1496,256,2397,644,951,421,838,406,443,196,165,165,1379,372,537,212,572,241,214,150,56,54,364,131,260,109,43,41,61,73,0,151,106,76,63,60,43,53,0,151,0,151
0500000US18075,18075,"Jay County, Indiana",16768,88,3649,390,9402,583,2174,318,1543,252,14724,465,2917,430,8593,535,1754,313,1460,235,1263,426,495,243,467,269,301,135,0,151,495,214,212,134,179,130,92,52,12,21,286,220,25,46,163,192,27,35,71,88,0,151,0,151,0,151,0,151,0,151
0500000US18077,18077,"Jefferson County, Indiana",26331,88,6900,476,13565,874,3925,532,1941,288,22802,579,5490,582,12525,811,2920,551,1867,279,2215,488,739,339,691,293,747,244,38,46,789,218,392,145,230,136,131,82,36,41,498,225,269,143,102,103,127,118,0,151,27,35,10,18,17,29,0,151,0,151
0500000US18079,18079,"Jennings County, Indiana",21914,85,3693,561,13446,770,3154,553,1621,306,17901,878,2954,551,11303,888,2322,452,1322,284,2500,640,447,190,1277,502,561,226,215,154,1092,489,252,197,588,358,209,142,43,49,386,284,40,59,243,223,62,73,41,51,35,46,0,151,35,46,0,151,0,151
0500000US18081,18081,"Johnson County, Indiana",104593,257,24535,1229,61116,1937,12658,1160,6284,660,83644,1620,16030,1326,52866,1910,9180,954,5568,623,8182,1179,3075,693,3406,716,1459,349,242,157,9786,1280,4220,680,3359,991,1820,512,387,242,2841,601,1152,293,1449,513,175,109,65,66,140,93,58,62,36,43,24,38,22,37
0500000US18083,18083,"Knox County, Indiana",31426,168,8907,676,16561,912,3435,495,2523,317,25603,821,5981,637,14762,1020,2626,460,2234,304,3456,765,1037,360,1445,579,748,256,226,123,1921,405,1599,369,261,212,42,56,19,32,416,156,290,115,88,92,19,32,19,21,30,45,0,151,5,10,0,151,25,44
0500000US18085,18085,"Kosciusko County, Indiana",59409,101,13194,857,35276,1277,7546,705,3393,357,50915,914,10310,716,31520,1213,5909,615,3176,332,5000,757,1702,424,2147,585,1043,261,108,66,1900,563,603,236,927,409,261,151,109,88,1241,329,388,185,592,247,261,123,0,151,353,186,191,139,90,67,72,85,0,151
0500000US18087,18087,"LaGrange County, Indiana",26727,75,5969,527,17278,778,2152,465,1328,228,23774,590,5239,471,15783,790,1479,340,1273,217,1372,381,228,125,811,302,283,181,50,45,1061,340,282,191,533,237,246,160,0,151,505,256,205,156,151,139,144,129,5,10,15,21,15,21,0,151,0,151,0,151
0500000US18089,18089,"Lake County, Indiana",384367,38,122616,2597,181514,3899,50243,2218,29994,1199,333098,2900,100151,2944,164559,3539,40713,2069,27675,1166,31098,2080,12329,1111,10773,1371,6460,940,1536,352,4655,978,2434,618,1429,629,611,225,181,138,14562,1757,7341,1339,4370,800,2249,503,602,271,954,326,361,182,383,235,210,138,0,151
0500000US18091,18091,"LaPorte County, Indiana",88669,127,25235,1074,45148,1666,11951,921,6335,446,75062,1344,18578,1071,41531,1587,9254,757,5699,434,7670,1098,3574,646,1997,479,1605,427,494,171,3935,561,2310,375,799,333,762,217,64,57,1843,464,735,279,737,302,293,169,78,70,159,109,38,44,84,85,37,41,0,151
0500000US18093,18093,"Lawrence County, Indiana",37094,165,6648,602,21729,1138,5751,680,2966,431,32300,855,5272,490,19597,1154,4668,630,2763,414,3770,784,1111,324,1735,570,791,279,133,95,541,252,172,128,165,118,178,134,26,30,435,218,93,68,184,154,114,73,44,63,48,73,0,151,48,73,0,151,0,151
0500000US18095,18095,"Madison County, Indiana",106578,123,28365,1111,52692,1868,17336,1209,8185,673,88710,1218,21040,1058,47623,1688,12534,1068,7513,640,11080,917,4305,608,3154,571,3216,489,405,176,4459,721,2251,473,1026,291,964,267,218,163,2153,617,692,328,872,358,540,281,49,48,176,121,77,84,17,22,82,77,0,151
0500000US18097,18097,"Marion County, Indiana",677020,298,224559,3216,299611,4424,111131,2829,41719,1341,539369,3590,158074,3561,259777,4404,84684,2717,36834,1244,93801,3574,44586,2363,26686,2419,19047,1465,3482,636,22980,1657,12240,1154,4959,927,4756,667,1025,239,16268,1479,7559,1064,6020,1010,2334,542,355,151,4602,953,2100,572,2169,558,310,142,23,31
0500000US18099,18099,"Marshall County, Indiana",36465,131,8108,585,21702,904,4232,483,2423,331,30911,870,5986,619,19729,1002,3027,483,2169,286,3199,799,1076,496,1324,433,675,286,124,102,1636,519,698,283,428,248,380,240,130,98,447,178,142,105,202,129,103,82,0,151,272,143,206,132,19,28,47,53,0,151
0500000US18103,18103,"Miami County, Indiana",29748,192,7577,763,15408,944,4664,620,2099,287,25490,764,6103,774,14195,847,3299,553,1893,267,2141,547,702,296,635,343,663,261,141,114,1823,584,646,270,485,255,627,232,65,66,294,167,126,102,93,84,75,86,0,151,0,151,0,151,0,151,0,151,0,151
0500000US18105,18105,"Monroe County, Indiana",108617,110,50792,1274,42025,1537,11490,961,4310,557,70205,2027,21141,1711,36863,1459,8424,803,3777,528,20045,1874,14579,1587,2852,600,2185,497,429,196,9652,1431,8378,1271,730,299,459,191,85,67,6785,903,4959,795,1418,408,389,210,19,32,1930,501,1735,494,162,136,33,57,0,151
0500000US18107,18107,"Montgomery County, Indiana",30346,144,6868,464,17583,812,3768,533,2127,275,25488,612,5063,475,15668,812,2773,460,1984,264,3170,618,1033,271,1153,408,882,265,102,92,1278,375,565,221,586,266,86,68,41,41,410,223,207,154,176,152,27,33,0,151,0,151,0,151,0,151,0,151,0,151
0500000US18109,18109,"Morgan County, Indiana",55198,103,11766,917,33381,1224,6712,732,3339,466,48706,1100,10253,945,29975,1154,5369,623,3109,446,4098,925,858,311,2229,682,901,325,110,70,2004,580,507,216,1038,477,425,176,34,34,390,214,148,122,139,124,17,27,86,84,0,151,0,151,0,151,0,151,0,151
0500000US18113,18113,"Noble County, Indiana",36756,163,8167,614,21824,902,4730,633,2035,271,31239,820,6272,644,19754,943,3368,481,1845,286,3343,621,1197,323,1106,350,877,311,163,86,1430,459,532,270,649,302,227,127,22,31,737,382,166,123,308,275,258,177,5,8,7,13,0,151,7,13,0,151,0,151
0500000US18127,18127,"Porter County, Indiana",127132,73,33699,1357,70689,1981,15052,1264,7692,604,109795,1579,26103,1411,64862,1753,11933,1142,6897,602,9403,1355,3831,846,3474,820,1675,470,423,210,3983,777,1658,506,1269,454,857,303,199,170,3424,818,1937,664,764,265,550,214,173,91,527,217,170,147,320,166,37,43,0,151
0500000US18129,18129,"Posey County, Indiana",21546,150,4686,390,13073,748,2517,499,1270,197,19226,505,3905,418,12217,722,1928,384,1176,191,1245,390,504,226,491,268,206,119,44,61,816,327,270,149,281,201,215,155,50,57,259,164,7,13,84,71,168,144,0,151,0,151,0,151,0,151,0,151,0,151
0500000US18133,18133,"Putnam County, Indiana",30394,59,8583,573,15904,857,4372,623,1535,277,26218,670,6725,669,14737,804,3298,530,1458,266,1769,514,636,301,673,307,460,222,0,151,1891,367,1007,216,326,165,513,270,45,53,493,206,192,140,168,112,101,77,32,52,23,38,23,38,0,151,0,151,0,151
0500000US18135,18135,"Randolph County, Indiana",21137,52,4292,447,11726,838,3287,488,1832,225,18442,563,3100,406,10989,837,2622,425,1731,214,1422,402,656,268,433,204,303,133,30,35,785,309,413,205,110,59,196,127,66,69,435,264,104,85,172,157,154,117,5,8,53,60,19,32,22,35,12,24,0,151
0500000US18137,18137,"Ripley County, Indiana",21429,99,4594,469,12951,622,2166,346,1718,251,18653,433,3659,450,11473,532,1911,330,1610,250,1647,440,503,190,980,356,112,90,52,59,602,200,281,144,204,138,67,54,50,54,466,171,144,96,240,142,76,49,6,10,61,78,7,13,54,77,0,151,0,151
0500000US18141,18141,"St. Joseph County, Indiana",209587,120,66746,1596,102303,2219,27201,1154,13337,794,177497,2083,49283,1900,93833,2256,22226,1061,12155,765,19024,1669,9040,1150,5461,754,3717,597,806,199,3624,601,1888,477,1007,348,602,200,127,59,8603,1083,6032,761,1759,476,627,284,185,116,839,313,503,225,243,156,29,42,64,82
0500000US18143,18143,"Scott County, Indiana",18840,91,3711,477,10856,795,3112,572,1161,245,15351,612,2482,416,9992,783,1933,418,944,265,2392,586,943,335,523,292,784,356,142,143,788,356,223,182,245,271,245,183,75,124,309,192,63,61,96,122,150,131,0,151,0,151,0,151,0,151,0,151,0,151
0500000US18145,18145,"Shelby County, Indiana",34892,201,7261,508,21045,1017,4388,654,2198,311,29924,713,5824,518,18609,887,3486,554,2005,281,3314,721,930,307,1630,540,603,258,151,118,1231,355,405,168,558,258,242,113,26,31,364,174,91,86,222,185,35,53,16,30,59,66,11,19,26,45,22,46,0,151
0500000US18147,18147,"Spencer County, Indiana",16506,48,2887,296,11146,618,1736,414,737,186,15081,393,2366,348,10648,642,1464,374,603,167,763,266,267,172,238,178,154,92,104,48,427,260,144,164,158,122,118,96,7,13,207,147,95,102,89,84,0,151,23,40,28,34,15,25,13,24,0,151,0,151
0500000US18149,18149,"Starke County, Indiana",18803,61,4008,453,10161,675,2793,460,1841,341,16189,478,3310,451,9134,646,2069,401,1676,334,1167,396,314,146,452,254,370,161,31,54,845,222,187,93,359,168,222,128,77,58,556,223,151,95,216,162,132,117,57,77,46,50,46,50,0,151,0,151,0,151
0500000US18151,18151,"Steuben County, Indiana",26909,47,5871,686,16311,986,3437,542,1290,225,21362,870,3268,682,14389,830,2522,459,1183,209,3141,711,1645,576,848,498,573,231,75,61,1201,416,286,120,739,375,176,131,0,151,1166,397,633,315,335,175,166,130,32,53,39,50,39,50,0,151,0,151,0,151
0500000US18153,18153,"Sullivan County, Indiana",17728,*****,4318,532,8827,769,3252,567,1331,202,15149,498,3224,437,8115,787,2687,527,1123,193,957,257,267,134,313,150,264,149,113,69,1217,384,537,249,368,197,232,127,80,84,349,272,234,250,31,38,69,59,15,27,56,66,56,66,0,151,0,151,0,151
