GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
0500000US22073,22073,"Ouachita Parish, Louisiana",-,**
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",-,**
0500000US22079,22079,"Rapides Parish, Louisiana",39448,8033
0500000US22083,22083,"Richland Parish, Louisiana",-,**
0500000US22085,22085,"Sabine Parish, Louisiana",12604,5566
0500000US22087,22087,"St. Bernard Parish, Louisiana",-,**
0500000US22089,22089,"St. Charles Parish, Louisiana",-,**
0500000US22093,22093,"St. James Parish, Louisiana",-,**
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",-,**
0500000US22099,22099,"St. Martin Parish, Louisiana",-,**
0500000US22103,22103,"St. Tammany Parish, Louisiana",-,**
0500000US22105,22105,"Tangipahoa Parish, Louisiana",-,**
0500000US22109,22109,"Terrebonne Parish, Louisiana",22050,15650
0500000US22111,22111,"Union Parish, Louisiana",-,**
0500000US22113,22113,"Vermilion Parish, Louisiana",-,**
0500000US22115,22115,"Vernon Parish, Louisiana",21250,6422
0500000US22117,22117,"Washington Parish, Louisiana",-,**
0500000US22119,22119,"Webster Parish, Louisiana",-,**
0500000US22121,22121,"West Baton Rouge Parish, Louisiana",-,**
0500000US23007,23007,"Franklin County, Maine",-,**
0500000US23013,23013,"Knox County, Maine",-,**
0500000US23019,23019,"Penobscot County, Maine",10589,986
0500000US23023,23023,"Sagadahoc County, Maine",-,**
0500000US23025,23025,"Somerset County, Maine",6477,1991
0500000US23029,23029,"Washington County, Maine",13333,4711
0500000US24001,24001,"Allegany County, Maryland",-,**
0500000US24005,24005,"Baltimore County, Maryland",32472,18426
0500000US24009,24009,"Calvert County, Maryland",-,**
0500000US24011,24011,"Caroline County, Maryland",-,**
0500000US24013,24013,"Carroll County, Maryland",-,**
0500000US24015,24015,"Cecil County, Maryland",38409,31438
0500000US24017,24017,"Charles County, Maryland",63118,28769
0500000US24019,24019,"Dorchester County, Maryland",-,**
0500000US24021,24021,"Frederick County, Maryland",60057,40876
0500000US24023,24023,"Garrett County, Maryland",-,**
0500000US24027,24027,"Howard County, Maryland",70406,54276
0500000US24029,24029,"Kent County, Maryland",-,**
0500000US24031,24031,"Montgomery County, Maryland",60714,22065
0500000US24035,24035,"Queen Anne's County, Maryland",-,**
0500000US24037,24037,"St. Mary's County, Maryland",35919,4257
0500000US24039,24039,"Somerset County, Maryland",-,**
0500000US24041,24041,"Talbot County, Maryland",-,**
0500000US24043,24043,"Washington County, Maryland",-,**
0500000US24045,24045,"Wicomico County, Maryland",-,**
0500000US24047,24047,"Worcester County, Maryland","2,500-",***
0500000US25001,25001,"Barnstable County, Massachusetts",-,**
0500000US25003,25003,"Berkshire County, Massachusetts",13214,5073
0500000US25009,25009,"Essex County, Massachusetts",11579,6710
0500000US25011,25011,"Franklin County, Massachusetts",-,**
0500000US25013,25013,"Hampden County, Massachusetts",11284,6586
0500000US25015,25015,"Hampshire County, Massachusetts","2,500-",***
0500000US25021,25021,"Norfolk County, Massachusetts",-,**
0500000US25025,25025,"Suffolk County, Massachusetts",15918,2942
0500000US26005,26005,"Allegan County, Michigan",48250,26909
0500000US26007,26007,"Alpena County, Michigan",-,**
0500000US26009,26009,"Antrim County, Michigan",-,**
0500000US26015,26015,"Barry County, Michigan",30250,26113
0500000US26021,26021,"Berrien County, Michigan",8397,5136
0500000US26023,26023,"Branch County, Michigan",23333,16835
0500000US26027,26027,"Cass County, Michigan",28393,12126
0500000US26029,26029,"Charlevoix County, Michigan",43250,21092
0500000US26033,26033,"Chippewa County, Michigan",23929,14940
0500000US26037,26037,"Clinton County, Michigan",41023,35153
0500000US26041,26041,"Delta County, Michigan",50921,15709
0500000US26043,26043,"Dickinson County, Michigan",-,**
0500000US26045,26045,"Eaton County, Michigan",-,**
0500000US26049,26049,"Genesee County, Michigan",23073,13794
0500000US26057,26057,"Gratiot County, Michigan",-,**
0500000US26059,26059,"Hillsdale County, Michigan",-,**
0500000US26061,26061,"Houghton County, Michigan",-,**
0500000US26063,26063,"Huron County, Michigan",-,**
0500000US26067,26067,"Ionia County, Michigan",61193,366
0500000US26075,26075,"Jackson County, Michigan",-,**
0500000US26081,26081,"Kent County, Michigan",11942,3130
0500000US26089,26089,"Leelanau County, Michigan",33833,9283
0500000US26091,26091,"Lenawee County, Michigan",40417,12718
0500000US26099,26099,"Macomb County, Michigan",32449,15116
0500000US26105,26105,"Mason County, Michigan",23438,22224
0500000US26109,26109,"Menominee County, Michigan",15000,13381
0500000US26111,26111,"Midland County, Michigan",-,**
0500000US26117,26117,"Montcalm County, Michigan",10516,1786
0500000US26125,26125,"Oakland County, Michigan",35833,16200
0500000US26129,26129,"Ogemaw County, Michigan",-,**
0500000US26133,26133,"Osceola County, Michigan",-,**
0500000US26137,26137,"Otsego County, Michigan",-,**
0500000US26139,26139,"Ottawa County, Michigan",29773,8588
0500000US26143,26143,"Roscommon County, Michigan",-,**
0500000US26147,26147,"St. Clair County, Michigan",30116,25251
0500000US26151,26151,"Sanilac County, Michigan",-,**
0500000US26155,26155,"Shiawassee County, Michigan",-,**
0500000US26157,26157,"Tuscola County, Michigan",9018,3473
0500000US26159,26159,"Van Buren County, Michigan",27639,7763
0500000US26161,26161,"Washtenaw County, Michigan",33412,3642
0500000US26163,26163,"Wayne County, Michigan",20775,8177
0500000US26165,26165,"Wexford County, Michigan",-,**
0500000US27003,27003,"Anoka County, Minnesota",51063,34101
0500000US27005,27005,"Becker County, Minnesota",20625,9634
0500000US27007,27007,"Beltrami County, Minnesota",14247,4347
0500000US27009,27009,"Benton County, Minnesota",43231,40174
0500000US27013,27013,"Blue Earth County, Minnesota",-,**
0500000US27015,27015,"Brown County, Minnesota",-,**
0500000US27017,27017,"Carlton County, Minnesota",11327,9062
0500000US27019,27019,"Carver County, Minnesota",-,**
0500000US27021,27021,"Cass County, Minnesota",22464,7299
0500000US27025,27025,"Chisago County, Minnesota",-,**
0500000US27027,27027,"Clay County, Minnesota",-,**
0500000US27035,27035,"Crow Wing County, Minnesota",8859,535
0500000US27037,27037,"Dakota County, Minnesota",45851,11790
0500000US27041,27041,"Douglas County, Minnesota",-,**
0500000US27045,27045,"Fillmore County, Minnesota",-,**
0500000US27053,27053,"Hennepin County, Minnesota",24479,9014
0500000US27059,27059,"Isanti County, Minnesota",-,**
0500000US27061,27061,"Itasca County, Minnesota",20275,9961
0500000US27067,27067,"Kandiyohi County, Minnesota",-,**
0500000US27079,27079,"Le Sueur County, Minnesota",-,**
0500000US27083,27083,"Lyon County, Minnesota",-,**
0500000US27085,27085,"McLeod County, Minnesota",-,**
0500000US27091,27091,"Martin County, Minnesota",-,**
0500000US27097,27097,"Morrison County, Minnesota",-,**
0500000US27103,27103,"Nicollet County, Minnesota",-,**
0500000US27105,27105,"Nobles County, Minnesota",-,**
0500000US27111,27111,"Otter Tail County, Minnesota",3942,938
0500000US27115,27115,"Pine County, Minnesota",22115,2115
0500000US27131,27131,"Rice County, Minnesota",-,**
0500000US27137,27137,"St. Louis County, Minnesota",16571,3018
0500000US27139,27139,"Scott County, Minnesota",44893,42236
0500000US27141,27141,"Sherburne County, Minnesota",-,**
0500000US27147,27147,"Steele County, Minnesota",-,**
0500000US27153,27153,"Todd County, Minnesota","2,500-",***
0500000US27157,27157,"Wabasha County, Minnesota",-,**
0500000US27163,27163,"Washington County, Minnesota",150946,116505
0500000US27171,27171,"Wright County, Minnesota",40900,15913
0500000US28001,28001,"Adams County, Mississippi",-,**
0500000US28003,28003,"Alcorn County, Mississippi",-,**
0500000US28011,28011,"Bolivar County, Mississippi",-,**
0500000US28025,28025,"Clay County, Mississippi",-,**
0500000US28027,28027,"Coahoma County, Mississippi",-,**
0500000US28029,28029,"Copiah County, Mississippi",-,**
0500000US28031,28031,"Covington County, Mississippi",-,**
0500000US28033,28033,"DeSoto County, Mississippi",101639,1359
0500000US28035,28035,"Forrest County, Mississippi",-,**
0500000US28039,28039,"George County, Mississippi",-,**
0500000US28043,28043,"Grenada County, Mississippi",-,**
0500000US28045,28045,"Hancock County, Mississippi",-,**
0500000US28047,28047,"Harrison County, Mississippi",90470,64341
0500000US28051,28051,"Holmes County, Mississippi",-,**
0500000US28057,28057,"Itawamba County, Mississippi",-,**
0500000US28059,28059,"Jackson County, Mississippi",-,**
0500000US28067,28067,"Jones County, Mississippi",-,**
0500000US28071,28071,"Lafayette County, Mississippi",-,**
0500000US28073,28073,"Lamar County, Mississippi",-,**
0500000US28075,28075,"Lauderdale County, Mississippi",-,**
0500000US28079,28079,"Leake County, Mississippi",-,**
0500000US28081,28081,"Lee County, Mississippi",26528,4847
0500000US28083,28083,"Leflore County, Mississippi",-,**
0500000US28085,28085,"Lincoln County, Mississippi",90350,87586
0500000US28087,28087,"Lowndes County, Mississippi",-,**
0500000US28089,28089,"Madison County, Mississippi",-,**
0500000US28091,28091,"Marion County, Mississippi",-,**
0500000US28093,28093,"Marshall County, Mississippi",-,**
0500000US28095,28095,"Monroe County, Mississippi","2,500-",***
0500000US28099,28099,"Neshoba County, Mississippi",15813,12360
0500000US28101,28101,"Newton County, Mississippi",-,**
0500000US28105,28105,"Oktibbeha County, Mississippi",32617,24486
0500000US28107,28107,"Panola County, Mississippi",-,**
0500000US28109,28109,"Pearl River County, Mississippi",-,**
0500000US28113,28113,"Pike County, Mississippi",-,**
0500000US28115,28115,"Pontotoc County, Mississippi",-,**
0500000US28117,28117,"Prentiss County, Mississippi",-,**
0500000US28121,28121,"Rankin County, Mississippi",-,**
0500000US28123,28123,"Scott County, Mississippi",-,**
0500000US28127,28127,"Simpson County, Mississippi",-,**
0500000US28133,28133,"Sunflower County, Mississippi",-,**
0500000US28137,28137,"Tate County, Mississippi",-,**
0500000US28139,28139,"Tippah County, Mississippi",-,**
0500000US28145,28145,"Union County, Mississippi",-,**
0500000US28149,28149,"Warren County, Mississippi",-,**
0500000US28151,28151,"Washington County, Mississippi",-,**
0500000US28153,28153,"Wayne County, Mississippi",-,**
0500000US28163,28163,"Yazoo County, Mississippi",-,**
0500000US29001,29001,"Adair County, Missouri",-,**
0500000US29007,29007,"Audrain County, Missouri",-,**
0500000US29019,29019,"Boone County, Missouri",42662,41022
0500000US29023,29023,"Butler County, Missouri",-,**
0500000US29027,29027,"Callaway County, Missouri",-,**
0500000US29029,29029,"Camden County, Missouri",-,**
0500000US29037,29037,"Cass County, Missouri",-,**
0500000US29043,29043,"Christian County, Missouri",59583,50291
0500000US29049,29049,"Clinton County, Missouri",31167,637
0500000US29051,29051,"Cole County, Missouri",-,**
0500000US29055,29055,"Crawford County, Missouri",-,**
0500000US29077,29077,"Greene County, Missouri",36908,5445
0500000US29083,29083,"Henry County, Missouri",48583,664
0500000US29091,29091,"Howell County, Missouri",-,**
0500000US29095,29095,"Jackson County, Missouri",27596,16242
0500000US29097,29097,"Jasper County, Missouri",19750,9390
0500000US29099,29099,"Jefferson County, Missouri",-,**
0500000US29105,29105,"Laclede County, Missouri",-,**
0500000US29107,29107,"Lafayette County, Missouri",-,**
0500000US29109,29109,"Lawrence County, Missouri",-,**
0500000US29113,29113,"Lincoln County, Missouri",53750,34807
0500000US29119,29119,"McDonald County, Missouri",-,**
0500000US29127,29127,"Marion County, Missouri",-,**
0500000US29141,29141,"Morgan County, Missouri",-,**
0500000US29147,29147,"Nodaway County, Missouri",-,**
0500000US29161,29161,"Phelps County, Missouri",-,**
0500000US29169,29169,"Pulaski County, Missouri",48333,48357
0500000US29175,29175,"Randolph County, Missouri",-,**
0500000US29177,29177,"Ray County, Missouri",-,**
0500000US29183,29183,"St. Charles County, Missouri",37610,31213
0500000US29187,29187,"St. Francois County, Missouri",-,**
0500000US29189,29189,"St. Louis County, Missouri",28839,13981
0500000US29195,29195,"Saline County, Missouri",-,**
0500000US29201,29201,"Scott County, Missouri",30363,24803
0500000US29209,29209,"Stone County, Missouri",-,**
0500000US29213,29213,"Taney County, Missouri",-,**
0500000US29215,29215,"Texas County, Missouri",-,**
0500000US29217,29217,"Vernon County, Missouri",18317,10345
0500000US29219,29219,"Warren County, Missouri","2,500-",***
0500000US29221,29221,"Washington County, Missouri",-,**
0500000US29225,29225,"Webster County, Missouri",41190,14319
0500000US30013,30013,"Cascade County, Montana",9643,4715
0500000US30031,30031,"Gallatin County, Montana",26186,12723
0500000US30047,30047,"Lake County, Montana",16822,6001
0500000US30049,30049,"Lewis and Clark County, Montana",23091,1603
0500000US30081,30081,"Ravalli County, Montana",32898,10355
0500000US30093,30093,"Silver Bow County, Montana",25940,12271
0500000US30111,30111,"Yellowstone County, Montana",22683,15441
0500000US31001,31001,"Adams County, Nebraska",-,**
0500000US31019,31019,"Buffalo County, Nebraska",-,**
0500000US31025,31025,"Cass County, Nebraska",-,**
0500000US31043,31043,"Dakota County, Nebraska",-,**
0500000US31047,31047,"Dawson County, Nebraska",-,**
0500000US31053,31053,"Dodge County, Nebraska",-,**
0500000US31067,31067,"Gage County, Nebraska",8875,842
0500000US31079,31079,"Hall County, Nebraska",-,**
0500000US31119,31119,"Madison County, Nebraska",43042,35083
0500000US31141,31141,"Platte County, Nebraska",-,**
0500000US31153,31153,"Sarpy County, Nebraska",-,**
0500000US31155,31155,"Saunders County, Nebraska",-,**
0500000US31157,31157,"Scotts Bluff County, Nebraska",29688,2223
0500000US32003,32003,"Clark County, Nevada",42846,9982
0500000US32005,32005,"Douglas County, Nevada",31538,8514
0500000US32007,32007,"Elko County, Nevada",21310,8438
0500000US32019,32019,"Lyon County, Nevada",19323,10632
0500000US32023,32023,"Nye County, Nevada",16975,16314
0500000US32031,32031,"Washoe County, Nevada",25341,11462
0500000US32510,32510,"Carson City, Nevada",30357,21050
0500000US33001,33001,"Belknap County, New Hampshire",-,**
0500000US33003,33003,"Carroll County, New Hampshire",-,**
0500000US33005,33005,"Cheshire County, New Hampshire",90665,4400
0500000US33007,33007,"Coos County, New Hampshire","2,500-",***
0500000US33009,33009,"Grafton County, New Hampshire",35754,13587
0500000US33011,33011,"Hillsborough County, New Hampshire",71076,17965
0500000US33013,33013,"Merrimack County, New Hampshire",-,**
0500000US33015,33015,"Rockingham County, New Hampshire",71061,51186
0500000US33017,33017,"Strafford County, New Hampshire",32826,21677
0500000US33019,33019,"Sullivan County, New Hampshire",-,**
0500000US34003,34003,"Bergen County, New Jersey",29314,25294
0500000US34005,34005,"Burlington County, New Jersey",52895,51067
0500000US34009,34009,"Cape May County, New Jersey",10735,5100
0500000US34013,34013,"Essex County, New Jersey",33527,28582
0500000US34015,34015,"Gloucester County, New Jersey",-,**
0500000US34019,34019,"Hunterdon County, New Jersey",-,**
0500000US34025,34025,"Monmouth County, New Jersey",26641,10137
0500000US34029,34029,"Ocean County, New Jersey",31693,22878
0500000US34031,34031,"Passaic County, New Jersey",-,**
0500000US34033,34033,"Salem County, New Jersey",-,**
0500000US34035,34035,"Somerset County, New Jersey",-,**
0500000US34037,34037,"Sussex County, New Jersey",-,**
0500000US34041,34041,"Warren County, New Jersey",-,**
0500000US35001,35001,"Bernalillo County, New Mexico",27660,4188
0500000US35005,35005,"Chaves County, New Mexico",-,**
0500000US35006,35006,"Cibola County, New Mexico",12953,3371
0500000US35009,35009,"Curry County, New Mexico",127069,962
0500000US35013,35013,"Dona Ana County, New Mexico",26016,13974
0500000US35015,35015,"Eddy County, New Mexico","2,500-",***
0500000US35017,35017,"Grant County, New Mexico",40199,9452
0500000US35025,35025,"Lea County, New Mexico","2,500-",***
0500000US35029,35029,"Luna County, New Mexico",9306,1884
0500000US35031,35031,"McKinley County, New Mexico",15454,3464
0500000US35035,35035,"Otero County, New Mexico",12426,5008
0500000US35039,35039,"Rio Arriba County, New Mexico",26618,7636
0500000US35043,35043,"Sandoval County, New Mexico",15857,2774
0500000US35045,35045,"San Juan County, New Mexico",12589,4101
0500000US35049,35049,"Santa Fe County, New Mexico",31111,25450
0500000US35055,35055,"Taos County, New Mexico",16250,3675
0500000US35061,35061,"Valencia County, New Mexico",25913,13705
0500000US36007,36007,"Broome County, New York",10957,1562
0500000US36009,36009,"Cattaraugus County, New York",21607,17278
0500000US36011,36011,"Cayuga County, New York",20625,19936
0500000US36013,36013,"Chautauqua County, New York",58542,18653
0500000US36015,36015,"Chemung County, New York",8347,2588
0500000US36017,36017,"Chenango County, New York",36000,17799
0500000US36019,36019,"Clinton County, New York",-,**
0500000US36021,36021,"Columbia County, New York",-,**
0500000US36025,36025,"Delaware County, New York",31159,490
0500000US36029,36029,"Erie County, New York",11455,5395
0500000US36031,36031,"Essex County, New York",-,**
0500000US36033,36033,"Franklin County, New York",20500,7424
0500000US36035,36035,"Fulton County, New York",20873,13822
0500000US36037,36037,"Genesee County, New York",12011,5549
0500000US36039,36039,"Greene County, New York",-,**
0500000US36043,36043,"Herkimer County, New York","2,500-",***
0500000US36045,36045,"Jefferson County, New York",28703,2885
0500000US36047,36047,"Kings County, New York",18750,6147
0500000US36049,36049,"Lewis County, New York",9583,2116
0500000US36051,36051,"Livingston County, New York",-,**
0500000US36057,36057,"Montgomery County, New York",-,**
0500000US36059,36059,"Nassau County, New York",25461,15740
0500000US36061,36061,"New York County, New York",47500,23167
0500000US36063,36063,"Niagara County, New York",60382,54210
0500000US36065,36065,"Oneida County, New York",9450,6028
0500000US36067,36067,"Onondaga County, New York",18571,6253
0500000US36069,36069,"Ontario County, New York",4643,2064
0500000US36071,36071,"Orange County, New York",20000,15909
0500000US36073,36073,"Orleans County, New York","2,500-",***
0500000US36079,36079,"Putnam County, New York",-,**
0500000US36081,36081,"Queens County, New York",22143,13414
0500000US36085,36085,"Richmond County, New York",9464,7482
0500000US36087,36087,"Rockland County, New York",-,**
0500000US36093,36093,"Schenectady County, New York",8939,4264
0500000US36095,36095,"Schoharie County, New York",-,**
0500000US36099,36099,"Seneca County, New York",-,**
0500000US36103,36103,"Suffolk County, New York",16571,6968
0500000US36105,36105,"Sullivan County, New York",-,**
0500000US36115,36115,"Washington County, New York",-,**
0500000US36117,36117,"Wayne County, New York",-,**
0500000US36121,36121,"Wyoming County, New York",-,**
0500000US36123,36123,"Yates County, New York",45694,38586
0500000US37001,37001,"Alamance County, North Carolina",-,**
0500000US37007,37007,"Anson County, North Carolina",-,**
0500000US37009,37009,"Ashe County, North Carolina",-,**
0500000US37013,37013,"Beaufort County, North Carolina",-,**
0500000US37019,37019,"Brunswick County, North Carolina",13750,5642
0500000US37025,37025,"Cabarrus County, North Carolina",-,**
0500000US37027,37027,"Caldwell County, North Carolina",-,**
0500000US37031,37031,"Carteret County, North Carolina",15932,6264
0500000US37033,37033,"Caswell County, North Carolina",-,**
0500000US37035,37035,"Catawba County, North Carolina",-,**
0500000US37037,37037,"Chatham County, North Carolina",-,**
0500000US37045,37045,"Cleveland County, North Carolina","2,500-",***
0500000US37047,37047,"Columbus County, North Carolina",14750,6464
0500000US37051,37051,"Cumberland County, North Carolina",22592,6858
0500000US37053,37053,"Currituck County, North Carolina",-,**
0500000US37055,37055,"Dare County, North Carolina",60662,35931
0500000US37059,37059,"Davie County, North Carolina",-,**
0500000US37061,37061,"Duplin County, North Carolina",-,**
0500000US37065,37065,"Edgecombe County, North Carolina",40139,16615
0500000US37067,37067,"Forsyth County, North Carolina",41719,33384
0500000US37069,37069,"Franklin County, North Carolina",-,**
0500000US37071,37071,"Gaston County, North Carolina","2,500-",***
0500000US37077,37077,"Granville County, North Carolina",-,**
0500000US37079,37079,"Greene County, North Carolina",-,**
0500000US37081,37081,"Guilford County, North Carolina",20938,9175
0500000US37083,37083,"Halifax County, North Carolina",12865,12229
0500000US37085,37085,"Harnett County, North Carolina",11181,9971
0500000US37087,37087,"Haywood County, North Carolina",-,**
0500000US37089,37089,"Henderson County, North Carolina",-,**
0500000US37091,37091,"Hertford County, North Carolina",10368,2872
0500000US37093,37093,"Hoke County, North Carolina",18198,15931
0500000US37105,37105,"Lee County, North Carolina",-,**
0500000US37107,37107,"Lenoir County, North Carolina",-,**
0500000US37113,37113,"Macon County, North Carolina",-,**
0500000US37115,37115,"Madison County, North Carolina",-,**
0500000US37119,37119,"Mecklenburg County, North Carolina",38384,34171
0500000US37123,37123,"Montgomery County, North Carolina",-,**
0500000US37127,37127,"Nash County, North Carolina",9524,5902
0500000US37129,37129,"New Hanover County, North Carolina",23031,22696
0500000US37131,37131,"Northampton County, North Carolina",-,**
0500000US37135,37135,"Orange County, North Carolina",-,**
0500000US37139,37139,"Pasquotank County, North Carolina",-,**
0500000US37141,37141,"Pender County, North Carolina",-,**
0500000US37147,37147,"Pitt County, North Carolina",36424,574
0500000US37153,37153,"Richmond County, North Carolina",-,**
0500000US37155,37155,"Robeson County, North Carolina",14764,2930
0500000US37157,37157,"Rockingham County, North Carolina",31797,1868
0500000US37159,37159,"Rowan County, North Carolina",8854,354
0500000US37161,37161,"Rutherford County, North Carolina",-,**
0500000US37163,37163,"Sampson County, North Carolina",9770,3373
0500000US37167,37167,"Stanly County, North Carolina",-,**
0500000US37169,37169,"Stokes County, North Carolina",-,**
0500000US37171,37171,"Surry County, North Carolina",-,**
0500000US37175,37175,"Transylvania County, North Carolina",-,**
0500000US37179,37179,"Union County, North Carolina",-,**
0500000US37181,37181,"Vance County, North Carolina",-,**
0500000US37183,37183,"Wake County, North Carolina",23169,9082
0500000US37189,37189,"Watauga County, North Carolina",-,**
0500000US37191,37191,"Wayne County, North Carolina",-,**
0500000US37193,37193,"Wilkes County, North Carolina",-,**
0500000US37195,37195,"Wilson County, North Carolina",-,**
0500000US37197,37197,"Yadkin County, North Carolina",-,**
0500000US38015,38015,"Burleigh County, North Dakota",27006,11116
0500000US38017,38017,"Cass County, North Dakota",13323,5963
0500000US38035,38035,"Grand Forks County, North Dakota",17604,12271
0500000US38059,38059,"Morton County, North Dakota",7449,7110
0500000US38089,38089,"Stark County, North Dakota",-,**
0500000US39001,39001,"Adams County, Ohio",-,**
0500000US39003,39003,"Allen County, Ohio",9115,8990
0500000US39005,39005,"Ashland County, Ohio",-,**
0500000US39007,39007,"Ashtabula County, Ohio",62297,21879
0500000US39011,39011,"Auglaize County, Ohio",-,**
0500000US39013,39013,"Belmont County, Ohio","2,500-",***
0500000US39015,39015,"Brown County, Ohio",-,**
0500000US39017,39017,"Butler County, Ohio",22158,7046
0500000US39019,39019,"Carroll County, Ohio",-,**
0500000US39021,39021,"Champaign County, Ohio",-,**
0500000US39023,39023,"Clark County, Ohio",18370,8364
0500000US39025,39025,"Clermont County, Ohio",-,**
0500000US39027,39027,"Clinton County, Ohio",-,**
0500000US39029,39029,"Columbiana County, Ohio",14423,6107
0500000US39031,39031,"Coshocton County, Ohio",-,**
0500000US39033,39033,"Crawford County, Ohio",-,**
0500000US39035,39035,"Cuyahoga County, Ohio",12097,6039
0500000US39037,39037,"Darke County, Ohio",-,**
0500000US39039,39039,"Defiance County, Ohio",-,**
0500000US39041,39041,"Delaware County, Ohio",80174,68936
0500000US39043,39043,"Erie County, Ohio",-,**
0500000US39045,39045,"Fairfield County, Ohio","2,500-",***
0500000US39047,39047,"Fayette County, Ohio",-,**
0500000US39049,39049,"Franklin County, Ohio",24938,19772
0500000US39051,39051,"Fulton County, Ohio",-,**
0500000US39053,39053,"Gallia County, Ohio",-,**
0500000US39055,39055,"Geauga County, Ohio",-,**
0500000US39057,39057,"Greene County, Ohio",23550,9276
0500000US39059,39059,"Guernsey County, Ohio",-,**
0500000US39061,39061,"Hamilton County, Ohio",34250,9799
0500000US39063,39063,"Hancock County, Ohio",-,**
0500000US39065,39065,"Hardin County, Ohio",-,**
0500000US39069,39069,"Henry County, Ohio",-,**
0500000US39071,39071,"Highland County, Ohio",-,**
0500000US39073,39073,"Hocking County, Ohio",-,**
0500000US39075,39075,"Holmes County, Ohio",-,**
0500000US39077,39077,"Huron County, Ohio",-,**
0500000US39079,39079,"Jackson County, Ohio",-,**
0500000US39081,39081,"Jefferson County, Ohio",-,**
0500000US39083,39083,"Knox County, Ohio",-,**
0500000US39089,39089,"Licking County, Ohio",10000,2127
0500000US39091,39091,"Logan County, Ohio",-,**
0500000US39095,39095,"Lucas County, Ohio",6580,1534
0500000US39097,39097,"Madison County, Ohio",-,**
0500000US39101,39101,"Marion County, Ohio",-,**
0500000US39105,39105,"Meigs County, Ohio",-,**
0500000US39107,39107,"Mercer County, Ohio",-,**
0500000US39113,39113,"Montgomery County, Ohio",24388,14334
0500000US39117,39117,"Morrow County, Ohio",-,**
0500000US39119,39119,"Muskingum County, Ohio",-,**
0500000US39123,39123,"Ottawa County, Ohio","2,500-",***
0500000US39127,39127,"Perry County, Ohio",-,**
0500000US39129,39129,"Pickaway County, Ohio",-,**
0500000US39133,39133,"Portage County, Ohio",-,**
0500000US39135,39135,"Preble County, Ohio",35357,28547
0500000US39137,39137,"Putnam County, Ohio",-,**
0500000US39139,39139,"Richland County, Ohio",27159,11890
0500000US39141,39141,"Ross County, Ohio",27500,24956
0500000US39143,39143,"Sandusky County, Ohio",-,**
0500000US39147,39147,"Seneca County, Ohio",-,**
0500000US39149,39149,"Shelby County, Ohio",-,**
0500000US39153,39153,"Summit County, Ohio",29333,14674
0500000US39157,39157,"Tuscarawas County, Ohio",-,**
0500000US39159,39159,"Union County, Ohio",-,**
0500000US39161,39161,"Van Wert County, Ohio",-,**
0500000US39165,39165,"Warren County, Ohio",23661,12970
0500000US39167,39167,"Washington County, Ohio",-,**
0500000US39169,39169,"Wayne County, Ohio",14219,12814
0500000US39171,39171,"Williams County, Ohio",-,**
0500000US39173,39173,"Wood County, Ohio",-,**
0500000US39175,39175,"Wyandot County, Ohio",-,**
0500000US40001,40001,"Adair County, Oklahoma",13780,4561
0500000US40009,40009,"Beckham County, Oklahoma",-,**
0500000US40013,40013,"Bryan County, Oklahoma",10694,4184
0500000US40015,40015,"Caddo County, Oklahoma",14821,7956
0500000US40017,40017,"Canadian County, Oklahoma",15313,12769
0500000US40019,40019,"Carter County, Oklahoma",15125,11373
0500000US40021,40021,"Cherokee County, Oklahoma",21045,4310
0500000US40027,40027,"Cleveland County, Oklahoma",29093,3997
0500000US40031,40031,"Comanche County, Oklahoma",14038,10513
0500000US40037,40037,"Creek County, Oklahoma",22125,17925
0500000US40041,40041,"Delaware County, Oklahoma",13030,4857
0500000US40049,40049,"Garvin County, Oklahoma",21853,21286
0500000US40065,40065,"Jackson County, Oklahoma",-,**
0500000US40071,40071,"Kay County, Oklahoma",25107,19207
0500000US40079,40079,"Le Flore County, Oklahoma",13250,3366
0500000US40081,40081,"Lincoln County, Oklahoma",15469,6164
0500000US40087,40087,"McClain County, Oklahoma",27969,19924
0500000US40089,40089,"McCurtain County, Oklahoma",9866,5798
0500000US40097,40097,"Mayes County, Oklahoma",11716,6404
0500000US40101,40101,"Muskogee County, Oklahoma",21088,6227
0500000US40109,40109,"Oklahoma County, Oklahoma",28042,5946
0500000US40111,40111,"Okmulgee County, Oklahoma",20938,11929
0500000US40113,40113,"Osage County, Oklahoma",21128,16971
0500000US40115,40115,"Ottawa County, Oklahoma",19286,4559
0500000US40119,40119,"Payne County, Oklahoma",14417,10155
0500000US40121,40121,"Pittsburg County, Oklahoma",12412,11740
0500000US40123,40123,"Pontotoc County, Oklahoma",17349,11276
0500000US40125,40125,"Pottawatomie County, Oklahoma",15946,5215
0500000US40133,40133,"Seminole County, Oklahoma",19044,7198
0500000US40135,40135,"Sequoyah County, Oklahoma",27614,17001
0500000US40137,40137,"Stephens County, Oklahoma",14113,5732
0500000US40143,40143,"Tulsa County, Oklahoma",27284,2732
0500000US40145,40145,"Wagoner County, Oklahoma",40614,22739
0500000US40147,40147,"Washington County, Oklahoma",12230,8322
0500000US41003,41003,"Benton County, Oregon",52692,44371
0500000US41005,41005,"Clackamas County, Oregon",62692,45517
0500000US41007,41007,"Clatsop County, Oregon",18750,15161
