GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD14,HD02_VD14,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22
0500000US13119,13119,"Franklin County, Georgia",17638,5010,22803,7079,17250,14195,9483,13704,20337,6930,36775,7890,36550,4023,-,**,13409,4955,12397,4522,19792,10081,11092,960,35714,38857,17188,67938,-,**
0500000US13121,13121,"Fulton County, Georgia",41942,989,46351,1820,41741,1425,44471,2243,21448,2468,72399,4349,72689,4618,71215,14872,38241,1395,35489,1149,40784,1435,16880,1049,64707,3563,65131,3011,46406,12081
0500000US13123,13123,"Gilmer County, Georgia",19775,4890,27838,4941,14334,11473,18309,16473,13661,7440,49405,8459,49750,10008,-,**,16670,2229,12894,6472,18226,17393,12179,2508,17787,3557,17787,3557,-,**
0500000US13127,13127,"Glynn County, Georgia",27624,3194,30540,4475,27135,5928,28893,4708,17882,3753,58805,8986,58228,13491,62386,78186,25460,3279,24598,2575,30747,9076,20774,6167,34032,17745,32782,18874,58824,43848
0500000US13129,13129,"Gordon County, Georgia",21795,2503,27162,4400,28623,5480,30967,4666,14438,7132,25464,4977,25464,4977,-,**,16953,3160,14944,2498,19355,3391,11691,1812,29464,10744,31938,15630,26525,19937
0500000US13131,13131,"Grady County, Georgia",19320,2667,21425,1550,20772,1742,21298,1877,16208,4362,34688,15510,34688,15510,-,**,16476,3834,16703,3764,21776,9143,12083,2163,9563,42949,9563,42949,-,**
0500000US13135,13135,"Gwinnett County, Georgia",42293,1241,47514,1899,43045,2870,44591,2642,24534,10223,65874,6234,66676,6794,45121,12059,37734,1947,34096,1572,39058,2003,21727,1748,68362,9333,68614,10034,53587,84665
0500000US13137,13137,"Habersham County, Georgia",22314,5649,31677,9130,31413,9223,32154,7785,18125,12552,38583,40274,38333,42235,-,**,19535,3501,18562,2454,26470,6915,14747,2745,27078,33412,26687,24388,56023,20017
0500000US13139,13139,"Hall County, Georgia",33268,2224,41184,4016,36145,5323,40777,4483,20086,7196,62079,13505,62327,13300,40577,106020,24580,3060,22045,2573,26982,8477,16149,4176,57721,13405,59044,12900,56094,69897
0500000US13143,13143,"Haralson County, Georgia",19175,2601,23475,4973,22875,2912,23908,5660,19423,2462,74537,56956,74537,56956,-,**,15385,4787,13653,2592,19630,15586,12800,2734,80314,50984,80314,50984,-,**
0500000US13145,13145,"Harris County, Georgia",20494,7070,25296,10611,21961,10720,26719,12103,11491,1507,41164,19847,42026,3039,-,**,18125,7195,14848,6365,50795,44326,11931,974,85688,66036,85688,66036,-,**
0500000US13147,13147,"Hart County, Georgia",18979,5011,21458,13254,19892,11754,21548,14703,14720,14121,40918,26371,41309,15860,-,**,16395,4682,15272,4074,20472,10915,13913,3868,60833,45057,60833,45057,-,**
0500000US13151,13151,"Henry County, Georgia",39159,2276,45397,6150,41155,4329,44139,6305,29276,5420,60829,12188,60810,17180,60850,21995,35117,3717,32411,2444,38372,4926,24250,2933,56920,9068,60111,9216,-,**
0500000US13153,13153,"Houston County, Georgia",29417,2670,40111,5770,37632,4859,38623,5400,28322,8064,50842,8732,50316,9123,74881,47611,20991,3345,18179,3741,18904,4823,17237,4692,43803,9597,47723,11215,27155,24689
0500000US13157,13157,"Jackson County, Georgia",19112,4509,23239,6441,20488,5267,25380,10515,9624,1760,34140,61464,34805,74198,-,**,15238,3538,14422,2932,12500,18130,14527,2365,34583,19389,34074,19688,-,**
0500000US13169,13169,"Jones County, Georgia",18713,6032,20145,7611,11789,11640,7142,9091,46382,46836,28447,38784,28447,38784,-,**,17213,9894,16289,4872,35199,21551,12427,3345,36133,33242,35664,42306,-,**
0500000US13175,13175,"Laurens County, Georgia",18541,2722,23646,3897,21907,4239,26280,6003,11182,3929,48833,11857,49500,22975,11071,43541,16423,1729,15985,1891,18024,2816,13981,2163,50188,61371,52610,32526,13889,683
0500000US13177,13177,"Lee County, Georgia",36974,11207,40546,7038,35813,17853,39722,17905,26387,2343,41964,20502,41765,26811,-,**,26176,21328,25282,7692,60102,55116,17969,17627,59289,37205,67679,25910,-,**
0500000US13179,13179,"Liberty County, Georgia",28876,2716,37396,10611,37893,8115,38633,6600,22045,11201,30863,18751,31429,20592,-,**,22320,5689,20649,5438,23519,6691,14668,3801,62781,43405,62959,38033,-,**
0500000US13185,13185,"Lowndes County, Georgia",25081,2814,29435,6197,27435,5503,30279,7253,14449,4519,37925,13627,37995,14049,29625,42790,19576,2550,17655,2665,20692,4078,14383,2026,30013,5719,30013,5719,-,**
0500000US13187,13187,"Lumpkin County, Georgia",23273,2820,23974,2214,22933,5943,23759,4967,16467,4502,25625,2191,25625,2191,-,**,21171,6537,18244,6571,12625,21077,19118,4274,53232,28717,58393,91831,52927,42818
0500000US13189,13189,"McDuffie County, Georgia",21319,2400,25625,6291,25226,6526,24358,5251,38317,20161,28606,17663,29519,30080,-,**,11760,1658,11285,1156,11608,1730,10931,2361,52936,29264,52936,29264,-,**
0500000US13195,13195,"Madison County, Georgia",20213,5734,26055,5100,26399,4886,32674,16455,20926,8145,25259,17598,26595,22130,-,**,13806,3787,13025,2662,21847,20152,12308,1324,42311,29312,42311,29312,-,**
0500000US13199,13199,"Meriwether County, Georgia",20000,5657,26351,6891,22561,10534,24939,8215,10517,15414,46103,29185,45294,27802,125808,180058,16763,3254,15159,2415,16832,3872,14066,3228,42935,25152,42935,25152,-,**
0500000US13205,13205,"Mitchell County, Georgia",15166,3716,16686,4180,15808,3835,16136,3372,9773,3827,49479,35405,62802,49906,-,**,11979,3970,11430,3225,11696,9217,11398,2539,38032,37725,38537,32496,-,**
0500000US13207,13207,"Monroe County, Georgia",23936,11047,27415,15742,25994,13655,27500,13453,14344,6094,40387,27917,40387,27917,-,**,20347,12046,16797,7728,30167,9699,9488,3111,98510,38041,98510,38041,-,**
0500000US13213,13213,"Murray County, Georgia",20784,3592,26446,3793,25818,4928,25465,7661,26100,846,31017,19261,30436,23747,-,**,14482,4255,13325,3048,20907,6891,11462,1248,75005,38235,75079,32136,-,**
0500000US13215,13215,"Muscogee County, Georgia",24971,1708,31066,3358,28884,2334,28926,2534,28421,10048,45750,10660,47878,11134,21597,6516,21554,1631,20097,1760,23207,3108,18168,1592,54455,15285,65408,19947,32083,13552
0500000US13217,13217,"Newton County, Georgia",30429,3178,38239,6257,32201,7859,35740,7844,15854,3183,55974,15863,55397,22047,-,**,25639,5117,24005,4996,36824,6437,15753,2908,35625,20312,48300,32892,28735,4560
0500000US13219,13219,"Oconee County, Georgia",30152,6069,34934,15209,29207,6243,42841,30257,26536,2714,42090,17309,42090,17309,-,**,27621,14346,19298,3669,30972,24108,14569,6315,36010,62367,36010,62367,-,**
0500000US13223,13223,"Paulding County, Georgia",39842,2662,44881,6024,43424,6642,45422,7670,17476,3030,51113,21079,51037,23735,-,**,31688,8330,26577,5820,38167,9162,16164,7000,55647,28352,56317,24979,-,**
0500000US13225,13225,"Peach County, Georgia",19918,3938,21322,5334,20000,5640,19909,5682,20260,24804,37181,9169,37181,9169,-,**,16379,6214,17098,9590,27425,9898,15273,4881,14144,2546,14144,2546,-,**
0500000US13227,13227,"Pickens County, Georgia",22165,6995,31803,2590,31365,3482,32577,8368,28895,4898,35324,15095,36389,27896,32044,17722,17494,2266,16862,2111,17299,2845,15847,4272,68068,47168,70078,23173,46000,10807
0500000US13233,13233,"Polk County, Georgia",27570,3362,40026,7257,38347,11251,39703,10569,23281,18950,72443,53090,72443,53090,-,**,20647,4350,19647,5527,25952,10231,12372,2421,27151,2981,26360,7460,43427,31690
0500000US13237,13237,"Putnam County, Georgia",25384,6889,29518,9194,28147,5256,28246,8742,27112,17291,47050,32556,46650,46779,47857,53464,16285,5495,14292,2931,14301,3222,14266,9686,83475,44895,83475,44895,-,**
0500000US13245,13245,"Richmond County, Georgia",26348,1198,30335,3334,28561,2075,29577,2813,21150,5084,46795,6931,48399,4060,22697,8526,22763,2132,21768,1877,25662,1739,17600,2672,36372,5854,35531,5370,53333,20360
0500000US13247,13247,"Rockdale County, Georgia",31221,3017,40319,5514,40102,5175,40772,3646,29646,8521,42155,19206,42799,18880,27072,27499,27080,2874,24658,3316,28059,6339,19440,3161,56732,7559,56321,2671,90661,65461
0500000US13255,13255,"Spalding County, Georgia",24110,2907,35929,7044,30929,7307,33259,8600,25625,23042,41579,4118,41685,6472,40391,2106,17920,4148,16406,3171,22123,4033,12386,2993,35855,21742,36513,18488,14537,62525
0500000US13257,13257,"Stephens County, Georgia",13779,2616,14840,5672,12385,3535,14566,5570,11006,1032,30870,15825,30543,20881,-,**,12360,2769,11959,1622,15173,4257,10871,1091,43045,30241,43045,30241,-,**
0500000US13261,13261,"Sumter County, Georgia",25011,5636,32355,3670,29543,6729,27807,7841,34113,12093,34861,12333,40012,13275,-,**,17648,6237,14452,5114,14861,7302,13946,7830,21998,33337,21793,40352,-,**
0500000US13267,13267,"Tattnall County, Georgia",23026,5521,31250,11296,23177,17067,23669,18304,12337,28032,75055,33064,75109,28650,-,**,18306,4314,14321,6054,23301,11539,11799,2983,80094,104644,80724,68624,33000,10265
0500000US13275,13275,"Thomas County, Georgia",18953,4066,26597,6835,21352,6319,22276,7375,13454,7205,44792,19963,44792,19963,-,**,14667,3420,13357,2269,13943,3965,12905,2669,37446,50023,51313,66557,26433,42278
0500000US13277,13277,"Tift County, Georgia",22361,4399,29410,5441,30193,5901,32304,5268,10625,14943,26939,20808,26939,20808,-,**,17931,4643,16399,3440,16674,9043,15750,4911,55880,19093,55880,19093,-,**
0500000US13279,13279,"Toombs County, Georgia",15464,3308,23289,4763,22752,4834,24421,11584,13403,14332,38350,52006,32000,76606,-,**,13591,1876,13257,2350,11306,6717,13952,1554,14819,58848,43098,60434,-,**
0500000US13285,13285,"Troup County, Georgia",23620,1791,37848,11015,25970,9101,33025,12967,23031,10933,41527,4629,41527,4629,-,**,18418,4051,16985,2625,18108,5631,16155,2910,37475,9141,37425,8989,45156,38470
0500000US13291,13291,"Union County, Georgia",24085,4226,28931,5587,25476,7430,29227,23170,19850,13948,34732,35447,34732,35447,-,**,19596,3701,18338,2451,30034,16012,16351,4292,31587,8501,31462,787,58125,74941
0500000US13293,13293,"Upson County, Georgia",19801,6811,24365,8414,23291,6719,25268,11307,12050,5168,31937,5694,32130,6366,19509,56260,14126,6491,12273,1809,12049,20136,12333,1530,28707,30135,28707,30135,-,**
0500000US13295,13295,"Walker County, Georgia",22033,4073,31065,3486,30415,4001,31250,4424,18125,15628,35417,8839,35679,8694,31083,61928,16157,2954,14369,1532,14681,5627,13986,2216,44223,34482,44223,34482,-,**
0500000US13297,13297,"Walton County, Georgia",28019,3024,39264,8165,37809,10207,39059,7325,16397,13534,57685,45486,59120,45823,-,**,15227,3089,13556,2224,14639,2945,12146,2662,48487,18216,48114,10740,-,**
0500000US13299,13299,"Ware County, Georgia",16549,2748,23017,5932,19707,7954,21097,10436,18564,7311,45752,16010,46028,17322,-,**,13667,3538,13271,3162,12136,3846,14614,4100,28217,16150,28893,9499,"2,500-",***
0500000US13303,13303,"Washington County, Georgia",16555,3595,15372,6436,11542,3434,17135,11243,8108,2289,51013,17361,51263,10545,-,**,17414,3753,17313,4782,20107,9246,16094,5099,27688,24811,22500,19238,-,**
0500000US13305,13305,"Wayne County, Georgia",17048,3959,22283,19829,26406,18618,35260,19819,18111,19244,7201,35203,35598,34312,-,**,14420,3855,12589,3652,16409,9176,10212,3180,24970,40300,24970,40300,-,**
0500000US13311,13311,"White County, Georgia",20723,3904,26667,8592,28718,8808,26875,8660,44083,75440,19722,22948,18241,4951,61481,5575,18533,4309,15485,5979,20625,4746,11030,2929,31218,650,30995,889,34323,84861
0500000US13313,13313,"Whitfield County, Georgia",24395,2928,30537,3191,28388,4121,30469,2818,12684,6763,44956,9664,44956,9664,-,**,15200,2552,14316,2690,18074,7805,11892,1512,56307,85950,56307,85950,-,**
0500000US13321,13321,"Worth County, Georgia",18750,5473,20995,7888,18047,10068,20435,10192,14024,17343,41135,888,40905,1585,-,**,16841,4637,15386,5315,19352,5661,12765,6058,40179,48679,40179,48679,-,**
0500000US15001,15001,"Hawaii County, Hawaii",33130,2444,38715,3582,32828,3671,34188,4470,27870,10977,64890,6971,65521,7258,50192,24025,26576,3488,20704,2606,25113,3517,16627,2996,54068,10075,55948,11280,42813,19892
0500000US15003,15003,"Honolulu County, Hawaii",38452,1312,45200,2430,40414,1737,42480,2199,32029,4850,69027,3672,69298,4011,56667,27067,31215,1272,26621,1575,32796,2267,19549,1943,67387,4810,67049,5125,71484,9628
0500000US15007,15007,"Kauai County, Hawaii",34908,2812,45985,6833,39605,8481,41122,7501,35489,7419,71250,27971,71827,29532,51250,82919,26350,6075,17721,4802,29000,13393,14609,3038,75167,26354,74118,29995,85711,31559
0500000US15009,15009,"Maui County, Hawaii",39316,3471,46444,4128,36108,3482,37342,6247,21588,7258,63794,5512,63839,5548,26833,138604,33460,5018,25544,3344,35177,6866,16572,4106,58147,5815,58031,5493,90771,133303
0500000US16001,16001,"Ada County, Idaho",33769,1415,38012,2750,32118,1793,32993,2370,27524,6187,56337,4752,56277,4965,58098,18878,30254,1306,26339,1951,30707,1636,20860,1594,52563,5719,53232,5802,33188,19650
0500000US16005,16005,"Bannock County, Idaho",24507,2811,30996,2255,30548,2908,31598,2377,23482,5460,34063,14422,34283,15773,29286,109265,19524,2808,16822,2103,16215,5136,16980,1702,29804,17314,29555,14405,52500,10183
0500000US16011,16011,"Bingham County, Idaho",23088,4149,26058,1273,25399,3806,26830,1959,13860,2228,31146,16474,31875,16535,27120,35605,17956,4535,16815,4013,20132,16018,13199,3502,70781,36135,97963,24372,53088,49982
0500000US16013,16013,"Blaine County, Idaho",33625,15547,33500,16625,27477,14363,32667,17182,25485,10053,85000,69054,85000,69054,-,**,37750,23366,27394,6080,40125,22733,16518,12527,55060,7781,55170,7661,-,**
0500000US16017,16017,"Bonner County, Idaho",25966,2580,28687,2919,26300,3776,27080,3893,21154,10685,51625,27640,47308,23593,70000,32839,22573,2901,19573,4452,22212,4535,13750,4460,44180,21783,44805,27254,38000,100358
0500000US16019,16019,"Bonneville County, Idaho",24770,1834,30551,3679,26107,3857,26823,6120,17300,7310,41500,14678,39919,14442,150977,16770,21197,3427,19215,2250,24624,5943,14955,1751,39066,8229,39066,8229,-,**
0500000US16027,16027,"Canyon County, Idaho",24991,2017,33391,2909,26592,2960,27162,3599,22025,8506,50735,3145,50721,3097,51125,63668,18851,1807,17514,1866,21962,5061,14823,1488,43036,8662,46350,9621,29896,15476
0500000US16031,16031,"Cassia County, Idaho",19926,6224,26028,7638,25970,7197,27265,24611,14049,3369,55164,78546,17153,61076,175105,237357,16801,5595,15938,4063,19167,12395,14409,3018,-,**,-,**,-,**
0500000US16039,16039,"Elmore County, Idaho",31142,2120,32261,5985,31729,3275,31782,4557,26797,13677,41569,6262,41569,7080,116250,295988,25513,4747,23060,4033,26932,9683,16384,2413,85170,40125,85867,38543,-,**
0500000US16051,16051,"Jefferson County, Idaho",25543,3562,27041,6810,25408,6057,26786,7957,17381,11977,47794,113036,48603,257273,-,**,23780,5071,20663,7146,22270,4768,14834,9143,54833,7618,55156,5939,-,**
0500000US16053,16053,"Jerome County, Idaho",20726,2910,37556,15741,23789,19679,35833,21942,20820,9367,45298,19897,39583,10642,58988,29502,14973,4978,14063,3420,19519,16806,11763,1573,27147,38737,27147,38737,-,**
0500000US16055,16055,"Kootenai County, Idaho",25384,1566,29772,3220,26601,4039,28640,3648,20664,3267,37237,9756,37083,9918,40625,33836,22161,1721,20478,1522,23629,3463,17819,1998,35625,11723,34918,13892,38594,19036
0500000US16057,16057,"Latah County, Idaho",19973,2868,21425,2726,20390,5910,19279,7984,32750,9576,24386,4559,24343,4562,-,**,17816,2591,16983,2817,17111,4324,16728,3509,20389,11720,19955,9154,56538,233408
0500000US16065,16065,"Madison County, Idaho",25770,3292,28588,6325,20461,2772,21461,3738,18699,2812,36512,5457,36512,5457,-,**,23919,4994,18667,5445,24349,5428,12400,2506,29310,12635,29203,11835,-,**
0500000US16069,16069,"Nez Perce County, Idaho",27874,3378,32380,6559,30000,7234,36198,5403,20987,4520,40417,12381,42135,13279,34732,2159,22550,4466,17156,2884,17322,6025,16904,3525,45791,22332,45995,21522,37083,30151
0500000US16075,16075,"Payette County, Idaho",21127,3856,21850,11364,20542,12673,20020,17004,21638,7168,57083,30779,50792,47243,85375,10378,19327,7773,18446,6865,32768,17110,15603,3511,29911,20574,38854,15976,-,**
0500000US16083,16083,"Twin Falls County, Idaho",28316,1794,32038,5858,31229,1553,32031,8004,25491,18854,52027,18838,50980,21594,90447,46674,19847,5292,16571,1785,23591,5900,14606,1719,35992,5321,35891,5863,57656,60742
0500000US17001,17001,"Adams County, Illinois",22432,2105,28852,2314,26475,5834,27477,5629,19493,12577,42083,16446,36594,17950,65507,25783,20135,2176,18617,3216,25313,4880,15767,1388,33780,24169,33293,23617,-,**
0500000US17007,17007,"Boone County, Illinois",30638,6626,36782,6420,33929,5831,36362,4398,20486,5963,77168,29564,64654,31815,-,**,22029,3519,19837,3762,30601,7911,15296,1567,68839,4554,68951,15665,67216,10085
0500000US17011,17011,"Bureau County, Illinois",21915,2306,30317,2356,28133,4775,30408,2530,20455,8004,52857,7216,52500,7359,65357,69794,16916,2344,16076,2000,18926,6930,14305,1209,33272,10543,27059,10996,85417,112029
0500000US17019,17019,"Champaign County, Illinois",24823,1304,28462,3600,26129,3389,25616,3343,35072,10698,34688,8155,34384,8192,60313,37318,22264,1501,21844,1668,21526,1959,22661,3046,24580,6881,24386,7767,24763,59013
0500000US17021,17021,"Christian County, Illinois",21031,1776,25165,3096,23608,3500,24226,3729,21719,6627,53929,6492,54345,11466,-,**,18709,2481,17717,2820,23199,4158,14816,1996,26659,13371,26659,13371,-,**
0500000US17027,17027,"Clinton County, Illinois",28354,4175,40792,3902,36641,7263,40417,5818,24250,16336,52071,17540,60160,18567,"2,500-",***,19640,4363,17793,3462,24951,4577,14691,1531,54167,24408,54250,23901,32292,115762
0500000US17029,17029,"Coles County, Illinois",15652,2137,18783,4239,16979,5312,15223,7240,21293,10385,20794,5643,20361,6474,48068,35308,13987,1809,14439,1973,12969,2652,17248,2369,11026,4698,11026,4698,-,**
0500000US17031,17031,"Cook County, Illinois",35924,506,42738,885,37895,1199,43048,1013,21428,1047,71901,2693,73312,2481,51131,11464,30974,531,28208,702,38702,875,18173,416,59737,2678,61906,2413,41709,6668
0500000US17037,17037,"DeKalb County, Illinois",28747,3047,33265,2865,32652,2639,33551,3545,27778,9467,34677,6927,35093,6787,21934,60453,24698,3153,22922,4004,25429,6146,21650,2371,29890,7108,29561,7150,-,**
0500000US17043,17043,"DuPage County, Illinois",45822,1222,52640,1622,50029,1790,52631,1604,30060,2346,72809,7795,74832,9171,62546,22076,40632,1206,36216,1295,45161,1574,23072,1209,74031,4158,75196,3353,53952,30996
0500000US17049,17049,"Effingham County, Illinois",24921,2827,30519,2007,28391,4892,30910,6386,25610,9988,32381,28764,45122,29801,-,**,20456,4241,18425,3208,24222,3909,15636,1642,34598,21833,40913,36129,33073,16338
0500000US17051,17051,"Fayette County, Illinois",20242,6345,30313,5150,26765,6741,30909,2607,11935,1754,47940,21991,48264,25505,-,**,14561,2122,13992,2034,11556,1901,14764,2322,38313,41359,38313,41359,-,**
0500000US17055,17055,"Franklin County, Illinois",17241,1442,24555,3835,23405,4037,25515,4014,19708,5542,30313,8940,31328,9188,27679,18059,15227,1118,14586,1084,15266,3216,14431,1214,30625,19347,22480,22603,36488,18093
0500000US17057,17057,"Fulton County, Illinois",22780,2305,32338,6913,29087,6578,33591,6753,25461,2777,45313,7253,45536,7613,-,**,18009,2231,17018,1944,22163,6650,15929,1821,27083,6137,29083,6018,16563,3558
0500000US17063,17063,"Grundy County, Illinois",39565,3489,45719,4515,41763,3037,45583,5787,30368,3987,83631,10496,83631,10496,-,**,30938,7439,27298,4520,42428,4408,20922,4402,63816,33963,63816,33963,-,**
0500000US17073,17073,"Henry County, Illinois",24454,2663,30167,3099,27837,3101,29022,4110,22083,5464,47468,12740,48542,15037,-,**,17454,2779,16812,1140,22120,10619,16343,715,36855,35947,48173,40269,36063,9080
0500000US17075,17075,"Iroquois County, Illinois",25558,1860,27324,5558,26428,1606,26558,1486,22463,14517,38676,4551,38691,4520,34792,204559,20517,4947,17832,4624,19545,10402,16897,2990,39970,17911,45714,21332,31607,4706
0500000US17077,17077,"Jackson County, Illinois",15293,1671,14660,2641,13071,3458,11800,3081,25184,6870,16888,5097,16854,5021,-,**,15696,1916,14522,2060,11611,1953,20170,3458,21853,12014,21138,10999,68750,66731
0500000US17081,17081,"Jefferson County, Illinois",24128,3164,28809,3777,25968,2573,27410,3169,15688,6535,46383,8456,45944,5944,91898,86857,17117,3640,14679,2233,18750,13241,14158,1679,37437,10422,41652,9229,27589,28992
0500000US17083,17083,"Jersey County, Illinois",25547,6548,31460,8969,30681,4548,32277,16754,18365,7501,37788,17964,36458,23353,-,**,19437,4098,18242,3794,23804,15699,17388,4051,46625,19592,46625,41496,61250,61803
0500000US17085,17085,"Jo Daviess County, Illinois",28575,2354,32143,10745,35208,12274,38373,9096,21417,9319,30234,16430,29785,20684,36417,852,22614,6052,18880,4033,28939,5908,15963,2234,38203,46213,39609,60232,26477,25309
0500000US17089,17089,"Kane County, Illinois",41253,1261,50120,2894,45211,3570,47419,3483,32612,4128,80439,4922,81796,5595,41938,26944,31933,2150,27127,2374,39105,2587,20002,1225,63816,16232,67368,20088,56154,18305
0500000US17091,17091,"Kankakee County, Illinois",28263,2479,34203,3848,32382,3473,34435,7779,25946,4344,55685,22584,56845,14998,36667,9786,21288,4083,18053,2632,25719,6128,16036,1567,49131,19149,49649,21561,34063,34804
0500000US17093,17093,"Kendall County, Illinois",44287,3384,51261,5630,48367,5780,49950,5306,29938,20997,56455,17163,56455,17163,-,**,37411,4746,32018,6444,39181,4595,21370,1480,99173,27172,97945,30427,125460,120259
0500000US17095,17095,"Knox County, Illinois",19367,1849,26025,3587,21891,5268,21450,7264,22935,7039,42585,14168,43466,15399,38036,18351,17228,1136,16811,849,16811,1901,16810,1067,48000,32487,50625,22467,18056,6530
0500000US17097,17097,"Lake County, Illinois",43804,1426,52643,1735,48224,3403,51021,1897,32989,3949,81243,5552,83071,6060,54306,25428,35559,2113,30739,1887,41161,2716,22101,1344,73594,3157,74409,3952,60972,15254
0500000US17099,17099,"LaSalle County, Illinois",24988,1925,33103,4137,30111,3933,35327,6671,19754,2990,46892,15850,47448,18121,36019,8101,18453,1798,16839,1521,17789,4808,16434,1215,54038,21357,56550,24103,48170,12831
0500000US17103,17103,"Lee County, Illinois",27439,4508,34764,5269,31777,3740,33197,4155,22100,4173,49500,33937,49632,37733,-,**,21155,1979,20184,2910,21287,5428,18813,4046,75939,52013,75463,51973,100284,133271
0500000US17105,17105,"Livingston County, Illinois",29580,5015,31918,6933,24112,9463,21118,15671,27838,7723,58952,54580,58528,52653,-,**,23970,3868,23190,3698,31951,5972,18355,1861,81717,23793,83138,13562,-,**
0500000US17107,17107,"Logan County, Illinois",28077,3405,41395,4248,40052,9767,41658,4959,28365,3902,59632,27945,72637,34255,-,**,22798,3805,21013,1946,26989,3889,17283,1938,65288,21420,65302,23928,54911,53059
0500000US17109,17109,"McDonough County, Illinois",14913,1933,16863,4903,11798,5719,11236,6843,14226,7222,27443,7410,26894,7800,-,**,13506,1750,13309,2053,6950,8277,17621,3104,14307,14460,14307,14460,-,**
0500000US17111,17111,"McHenry County, Illinois",41400,2163,49635,2536,44229,3734,46552,2570,25978,9296,76462,9028,77963,10852,72672,10247,31513,2125,30019,2295,40477,2769,21245,1611,61016,17916,65901,15340,16902,32239
0500000US17113,17113,"McLean County, Illinois",30471,1639,34939,3498,32015,3393,31968,4002,32522,8901,39974,9605,40903,9274,21806,13370,26775,1673,27838,2178,32341,2193,21169,1452,23645,3375,22822,3654,108073,59033
0500000US17115,17115,"Macon County, Illinois",24625,1694,35629,3660,31217,4175,34691,4095,22435,2195,59531,9020,61406,10558,33125,3897,19013,1659,17593,1644,21362,4258,16179,1489,38030,5435,37842,5988,65000,86127
0500000US17117,17117,"Macoupin County, Illinois",26313,3390,35311,4101,31927,4456,36824,8334,29744,6181,50833,19617,54023,13946,29044,5104,21222,2568,20379,2518,24586,6523,17970,1907,35417,19164,35655,17694,31667,54491
0500000US17119,17119,"Madison County, Illinois",28523,1819,35666,2407,32370,1949,35664,3157,23715,4428,48050,10477,49073,10100,31703,4631,23371,1623,20662,1698,27119,3123,17339,1244,34596,2409,34558,3124,35370,5370
0500000US17121,17121,"Marion County, Illinois",19932,2924,24609,3994,23239,3164,24019,3694,18219,5894,55060,17329,54602,26934,129049,128682,16114,1396,15115,1404,13895,5218,15310,1247,26090,14336,24955,19330,26902,26539
0500000US17133,17133,"Monroe County, Illinois",27206,5739,35357,6780,30636,10490,36017,3793,20795,6559,79713,32915,90410,37128,-,**,23245,2779,21941,4399,36821,18949,17166,3151,73015,54281,73015,54281,-,**
0500000US17135,17135,"Montgomery County, Illinois",18203,2297,24932,7041,21373,4521,26313,10938,17745,3024,42639,12265,43611,14520,-,**,15400,1676,14751,1630,16987,4982,14322,1488,32604,6732,32604,6732,-,**
0500000US17137,17137,"Morgan County, Illinois",21560,2842,26133,5035,25518,4422,25412,8811,25777,5947,36291,17350,36148,17251,52898,61579,18826,3161,17204,2540,19583,14399,16771,3089,26538,25219,35134,25354,-,**
0500000US17141,17141,"Ogle County, Illinois",28203,3352,35129,6496,29840,5462,36724,7016,22716,5271,50000,5682,51293,7171,24706,15272,24550,2095,23477,2314,29375,5999,18963,3339,55313,22681,46083,20838,-,**
0500000US17143,17143,"Peoria County, Illinois",30323,1719,37785,2360,33392,4173,36718,4076,26156,2677,50927,3745,50974,3677,48250,51930,24030,1449,22257,2125,27011,2415,18316,957,44982,15882,48750,15254,39967,15318
0500000US17145,17145,"Perry County, Illinois",21226,2193,29472,7752,26875,8475,31429,17710,21516,3510,33750,14691,31616,8852,39917,36319,17809,4729,15941,3753,20615,7309,14718,1422,67105,83868,67105,83868,-,**
0500000US17157,17157,"Randolph County, Illinois",22131,3080,27209,5697,26168,3316,27943,7466,20482,9310,72520,55146,72837,45381,-,**,18814,1782,18676,1783,27067,5351,17058,1465,43750,43559,43750,43559,-,**
0500000US17161,17161,"Rock Island County, Illinois",26038,1454,32352,2670,28511,3462,29814,4329,25577,4879,49744,6765,49588,6135,73646,41477,22353,1681,20940,1526,23523,2903,19765,1627,50139,14347,47264,12667,64018,56700
0500000US17163,17163,"St. Clair County, Illinois",27383,1523,36079,3313,31639,1735,32423,3638,26023,2770,58331,5841,58473,5447,49868,48850,22752,1306,21308,1270,26895,1839,17010,1296,58715,12910,59298,11888,38929,34630
0500000US17165,17165,"Saline County, Illinois",16519,2782,23195,4426,23008,7455,25238,10947,19071,8696,28816,12680,32962,16885,27697,11999,14073,2042,13971,2052,12172,7152,14196,1747,53264,64703,53264,64703,-,**
0500000US17167,17167,"Sangamon County, Illinois",31241,1471,34425,3355,30855,2957,31180,3324,29387,4346,46436,5700,45792,6564,85868,33400,29508,2219,26735,1558,31775,1908,22053,1108,56776,13846,58095,13334,43897,9248
