GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39
0500000US08013,08013,"Boulder County, Colorado",28098,360,14189,311,7359,834,0,189,7359,834,222,171,296,248,2564,881,1931,770,922,502,1424,656,6830,950,2566,945,4264,1036,1483,767,1246,651,623,499,452,411,317,310,143,182,13909,198,5223,855,0,189,5223,855,543,498,1279,654,1204,462,884,445,849,499,464,423,8686,886,5122,1228,3564,899,2392,712,515,312,389,330,141,180,43,74,84,100
0500000US08031,08031,"Denver County, Colorado",137058,747,70155,601,32413,2261,0,189,32413,2261,204,244,7535,1744,7217,1663,9261,1628,5896,1362,2300,739,37742,2369,16738,1749,21004,2144,9722,1580,6041,1463,3366,1081,1412,566,367,266,96,111,66903,664,22346,1745,0,189,22346,1745,811,488,5096,1240,4729,1182,8141,1251,2362,809,1207,676,44557,1909,27375,2129,17182,1665,9331,1450,4319,1037,1672,568,1358,610,322,229,180,201
0500000US08035,08035,"Douglas County, Colorado",15993,220,7754,118,4454,707,0,189,4454,707,219,297,514,366,254,317,1234,608,979,454,1254,624,3300,698,1588,453,1712,636,765,437,416,376,223,232,283,257,0,189,25,47,8239,183,3498,771,0,189,3498,771,149,192,637,425,439,370,992,509,566,341,715,417,4741,801,2567,839,2174,883,1228,724,459,278,224,209,131,125,132,184,0,189
0500000US08041,08041,"El Paso County, Colorado",67142,528,33331,358,17109,1571,0,189,17109,1571,844,569,3710,1262,3802,1049,5477,1233,2253,758,1023,449,16222,1614,6766,1185,9456,1467,4811,1112,1275,671,1609,717,778,372,491,431,492,389,33811,466,11988,1697,0,189,11988,1697,674,508,1299,645,3591,1052,3614,1190,1528,491,1282,602,21823,1733,12892,1510,8931,1468,5015,1120,2316,863,961,564,587,405,52,85,0,189
0500000US08059,08059,"Jefferson County, Colorado",57275,526,27938,351,15007,1253,0,189,15007,1253,435,329,1110,555,2504,804,5079,984,2364,672,3515,758,12931,1334,6295,888,6636,1304,2409,836,2590,951,614,399,772,571,46,74,205,194,29337,453,10911,1366,0,189,10911,1366,181,176,1925,700,1525,538,4567,846,1469,724,1244,478,18426,1451,10093,1579,8333,1646,3761,1044,1955,779,1734,750,650,367,97,94,136,164
0500000US08069,08069,"Larimer County, Colorado",23130,296,11711,233,5487,1067,0,189,5487,1067,227,267,883,596,681,517,1818,823,994,438,884,506,6224,1095,2106,658,4118,848,2372,707,1125,508,62,109,95,112,0,189,464,550,11419,197,2693,695,0,189,2693,695,27,43,674,423,567,350,833,435,358,258,234,189,8726,726,3702,909,5024,1059,2712,749,1242,463,483,290,310,241,277,272,0,189
0500000US08101,08101,"Pueblo County, Colorado",48926,381,24004,302,9528,985,0,189,9528,985,307,344,1124,571,2117,686,3443,702,2051,536,486,296,14476,1022,9115,880,5361,1028,2911,699,1536,649,497,300,150,127,267,225,0,189,24922,277,6881,1157,0,189,6881,1157,237,198,1799,596,1116,492,2202,756,1353,543,174,204,18041,1149,12269,1351,5772,1127,3466,909,1483,559,632,418,153,173,0,189,38,64
0500000US08123,08123,"Weld County, Colorado",48704,418,25154,297,11833,1219,0,189,11833,1219,173,213,1591,643,2810,906,4772,981,1691,541,796,528,13321,1239,5031,830,8290,1217,3813,1143,2780,1166,920,448,706,384,71,125,0,189,23550,345,7372,1471,0,189,7372,1471,493,320,1855,794,1547,543,2384,774,887,508,206,229,16178,1377,10329,1339,5849,1164,2934,788,1915,736,826,493,174,204,0,189,0,189
0500000US09001,09001,"Fairfield County, Connecticut",121497,571,61746,487,31447,2710,0,193,31447,2710,573,456,4350,1251,8109,1592,7646,1877,6288,1237,4481,1088,30299,2856,11398,1781,18901,2241,6813,1192,5395,1502,2573,898,3610,1213,378,356,132,126,59751,413,18827,2116,0,193,18827,2116,620,559,4051,1133,4250,1366,5448,1193,2485,727,1973,662,40924,2132,19617,1859,21307,2229,10639,1793,5958,1124,2396,684,1208,515,630,398,476,256
0500000US09003,09003,"Hartford County, Connecticut",102037,526,48812,426,18945,1812,0,193,18945,1812,363,436,2258,845,3669,1061,6649,1386,2759,758,3247,923,29867,1882,17010,1859,12857,1777,4767,1050,3979,1028,2031,928,1439,786,447,330,194,194,53225,386,16346,1705,0,193,16346,1705,122,144,3143,919,3357,1095,5617,1008,2226,934,1881,876,36879,1654,21577,1732,15302,1621,7472,1067,3786,947,2388,823,863,444,707,606,86,111
0500000US09009,09009,"New Haven County, Connecticut",94720,690,46674,504,18512,1961,0,193,18512,1961,20,35,3391,1138,3516,1139,5418,1098,3576,883,2591,912,28162,2057,14477,1814,13685,1915,5482,1127,4499,1246,2227,882,1157,641,97,95,223,203,48046,466,15933,2091,0,193,15933,2091,221,195,3453,1055,4042,1077,4794,901,2639,1018,784,494,32113,2159,17575,1764,14538,1753,6356,1015,5618,1382,1179,570,1107,658,88,141,190,178
0500000US09011,09011,"New London County, Connecticut",17686,252,9249,300,4134,930,0,193,4134,930,74,125,492,468,651,373,958,529,1063,718,896,564,5115,979,2443,649,2672,811,1164,610,713,483,508,475,179,169,108,166,0,193,8437,234,3332,832,0,193,3332,832,277,374,879,536,1107,597,762,582,175,209,132,169,5105,793,2986,800,2119,591,1032,412,673,439,211,189,136,160,67,111,0,193
0500000US10003,10003,"New Castle County, Delaware",33850,309,17628,209,8675,1193,0,182,8675,1193,141,229,1335,501,2116,815,2714,755,1254,576,1115,489,8953,1152,3889,922,5064,1258,2423,792,1528,676,279,245,474,301,185,140,175,219,16222,265,6342,833,0,182,6342,833,0,182,905,466,1892,836,2133,742,676,425,736,467,9880,870,4978,1111,4902,884,2043,558,1901,568,677,398,199,200,82,139,0,182
0500000US11001,11001,"District of Columbia, District of Columbia",48645,258,25271,214,13542,1545,0,197,13542,1545,593,479,2219,941,2322,738,3307,1200,1739,608,3362,1016,11729,1568,4277,1034,7452,1488,1916,708,2663,867,1092,546,815,562,305,283,661,544,23374,267,9584,1118,0,197,9584,1118,138,230,1272,658,1957,648,1831,597,1912,763,2474,607,13790,1146,6893,1144,6897,1337,2650,870,2057,837,838,586,800,453,370,243,182,235
0500000US12001,12001,"Alachua County, Florida",18362,185,9009,206,2418,713,0,211,2418,713,0,211,213,240,537,616,644,439,422,266,602,427,6591,753,2855,949,3736,1095,2335,888,862,518,56,97,483,648,0,211,0,211,9353,125,2178,668,0,211,2178,668,0,211,521,367,683,474,328,253,389,272,257,217,7175,707,3692,830,3483,742,2563,671,478,338,208,314,213,205,5,9,16,26
0500000US12009,12009,"Brevard County, Florida",34891,440,16760,304,9018,1030,0,211,9018,1030,73,129,1814,636,1362,550,2631,1081,1601,818,1537,717,7742,1043,5388,1146,2354,1000,1273,875,457,344,224,252,400,445,0,211,0,211,18131,278,6238,1267,0,211,6238,1267,38,66,1737,1017,1731,858,1735,628,798,485,199,228,11893,1238,6970,1118,4923,1155,2052,958,2129,967,274,212,375,251,93,111,0,211
0500000US12011,12011,"Broward County, Florida",378551,1301,182011,760,93260,4005,0,211,93260,4005,1902,982,11551,2921,18610,2293,29423,3376,15660,2451,16114,2154,88751,3968,41084,2929,47667,3644,19046,2543,15820,2669,5291,1320,5052,1359,1600,685,858,519,196540,934,77884,3697,0,211,77884,3697,2239,1292,12782,1912,17660,2258,25320,2704,12408,2428,7475,1741,118656,3792,65802,3465,52854,3279,24633,2304,15229,1965,6792,1668,4492,1098,1345,653,363,303
0500000US12021,12021,"Collier County, Florida",62655,608,32990,480,16259,2021,0,211,16259,2021,496,384,4171,1452,5074,1490,4053,1362,1020,496,1445,1272,16731,2058,7625,1419,9106,2150,4875,1646,2416,1543,1180,679,606,363,29,51,0,211,29665,366,8953,1670,0,211,8953,1670,394,457,3129,978,3049,1045,1361,746,784,555,236,237,20712,1708,12066,1503,8646,1850,4581,1054,2496,1163,886,561,479,416,204,277,0,211
0500000US12031,12031,"Duval County, Florida",52450,398,26299,383,12731,1619,0,211,12731,1619,0,211,1599,852,2763,1024,3447,1181,2164,938,2758,942,13568,1687,6256,1805,7312,1604,3100,1094,1403,667,1371,1229,1273,813,45,77,120,138,26151,232,9349,1602,0,211,9349,1602,0,211,2108,981,1673,668,4362,1176,586,369,620,376,16802,1627,10889,1478,5913,1542,3313,1155,2146,1196,197,178,196,186,0,211,61,104
0500000US12033,12033,"Escambia County, Florida",11526,217,6631,203,3349,688,0,211,3349,688,205,178,661,533,739,502,1441,571,122,122,181,211,3282,743,1299,493,1983,585,692,556,682,546,423,327,186,142,0,211,0,211,4895,71,1196,512,0,211,1196,512,0,211,580,447,463,291,90,152,63,110,0,211,3699,502,2238,471,1461,521,885,455,294,232,220,270,0,211,0,211,62,106
0500000US12053,12053,"Hernando County, Florida",14260,204,6659,151,1794,613,0,211,1794,613,112,161,195,189,278,252,819,480,390,359,0,211,4865,620,3313,674,1552,657,423,267,431,309,416,283,213,273,69,113,0,211,7601,232,1876,725,0,211,1876,725,102,173,191,197,645,375,645,507,243,189,50,92,5725,754,4661,859,1064,522,794,438,202,178,24,47,44,74,0,211,0,211
0500000US12057,12057,"Hillsborough County, Florida",240615,1021,117822,796,55933,3159,0,211,55933,3159,1104,676,11454,1817,14590,2647,17367,2283,5238,1208,6180,1356,61889,3299,30462,2499,31427,3243,15183,2612,10461,2296,2446,1077,1608,758,859,515,870,411,122793,715,39410,2855,0,211,39410,2855,1845,888,9052,1487,11005,2133,12340,1590,4051,888,1117,463,83383,2960,53514,3114,29869,2399,16758,2150,8543,1508,2861,999,1092,439,572,314,43,72
0500000US12069,12069,"Lake County, Florida",27355,377,13600,206,7141,1523,0,211,7141,1523,9,22,1673,1368,1638,987,2401,1091,783,544,637,561,6459,1520,4328,1264,2131,797,839,493,807,556,382,358,103,115,0,211,0,211,13755,359,3926,1205,0,211,3926,1205,0,211,843,742,1574,869,1352,835,55,79,102,120,9829,1340,7430,1536,2399,1102,835,538,949,527,0,211,615,685,0,211,0,211
0500000US12071,12071,"Lee County, Florida",86861,789,44459,589,16407,1804,0,211,16407,1804,958,676,2083,789,6410,1471,4588,1062,1846,767,522,285,28052,1918,13683,2462,14369,1966,5591,1755,5984,1457,1490,630,1014,638,85,142,205,219,42402,519,12971,1650,0,211,12971,1650,317,208,3269,1184,5785,1390,2525,819,739,504,336,319,29431,1745,17371,1933,12060,1957,5539,1521,4953,1763,1167,591,305,274,96,110,0,211
0500000US12073,12073,"Leon County, Florida",15016,336,7426,536,2049,655,0,211,2049,655,96,170,297,276,325,288,545,409,597,444,189,189,5377,732,1920,670,3457,609,2243,676,807,379,305,259,102,134,0,211,0,211,7590,480,1654,479,0,211,1654,479,178,247,194,207,79,135,815,428,217,215,171,163,5936,628,2478,685,3458,758,2666,716,488,412,75,130,58,114,101,164,70,119
0500000US12081,12081,"Manatee County, Florida",33889,299,17870,166,10395,1454,0,211,10395,1454,206,205,2677,1109,3466,1105,2631,867,560,349,855,516,7475,1495,3141,1043,4334,1317,2217,846,1253,610,301,253,231,340,136,225,196,309,16019,225,4309,1240,0,211,4309,1240,400,511,1180,612,1944,822,325,247,284,261,176,184,11710,1340,6124,1303,5586,1658,3316,1062,1968,1484,302,269,0,211,0,211,0,211
0500000US12083,12083,"Marion County, Florida",27581,627,13828,336,5507,1059,0,211,5507,1059,489,615,1048,790,1154,802,1023,781,935,645,858,623,8321,1095,4893,1048,3428,1105,1865,892,1209,774,236,327,118,201,0,211,0,211,13753,345,3775,1193,0,211,3775,1193,53,94,1324,618,1331,787,481,361,469,432,117,196,9978,1274,7349,1640,2629,984,1671,746,770,516,155,189,0,211,33,63,0,211
0500000US12086,12086,"Miami-Dade County, Florida",1375174,1817,654979,1300,328957,6635,0,211,328957,6635,8925,1897,71335,5004,67087,5033,88548,5586,48859,4094,44203,3382,326022,6510,200438,6033,125584,5908,53706,4602,42187,4039,13496,2205,10064,1412,3110,1039,3021,964,720195,1355,258787,7029,0,211,258787,7029,7304,1799,64511,4620,57644,4052,78219,4946,30382,2466,20727,2977,461408,7292,325287,8035,136121,6240,64888,4402,42644,3810,11992,2017,10250,1400,4275,1449,2072,708
0500000US12087,12087,"Monroe County, Florida",12613,192,6660,182,3421,702,0,211,3421,702,43,73,746,540,1125,583,959,512,360,239,188,140,3239,698,1972,631,1267,356,619,298,297,192,81,111,270,222,0,211,0,211,5953,190,1904,502,0,211,1904,502,27,46,539,336,947,462,146,129,75,99,170,131,4049,539,2702,465,1347,473,890,418,232,227,0,211,121,113,104,127,0,211
0500000US12091,12091,"Okaloosa County, Florida",10631,128,5546,278,3167,690,0,211,3167,690,0,211,435,432,513,362,1285,591,584,401,350,285,2379,706,936,366,1443,635,784,545,436,359,180,177,43,71,0,211,0,211,5085,251,1320,534,0,211,1320,534,196,288,318,278,163,121,263,188,204,207,176,165,3765,634,1683,600,2082,742,1219,561,613,453,46,76,0,211,204,266,0,211
0500000US12095,12095,"Orange County, Florida",256216,1315,124535,1049,58988,3665,0,211,58988,3665,2158,991,13211,2498,14067,2229,16771,2263,6602,1456,6179,1630,65547,3773,35097,3060,30450,3379,12673,2127,10060,2105,3072,1127,2580,1053,1081,644,984,680,131681,740,43825,3408,0,211,43825,3408,939,509,9512,1624,13182,2563,13823,2340,5196,1578,1173,689,87856,3338,53356,3503,34500,3184,18901,2704,9821,2210,2631,928,2389,1008,217,195,541,356
0500000US12097,12097,"Osceola County, Florida",101162,802,48843,641,22650,2453,0,211,22650,2453,675,567,6189,1695,5793,1656,8016,1736,1461,893,516,404,26193,2636,14668,2353,11525,2097,5445,1581,3726,1243,1567,793,551,469,0,211,236,277,52319,647,16455,2120,0,211,16455,2120,245,317,4570,1703,5983,1421,3836,1366,805,434,1016,842,35864,2176,23171,2843,12693,2041,7133,1788,3259,1117,1112,581,638,469,551,580,0,211
0500000US12099,12099,"Palm Beach County, Florida",204515,905,103094,683,50678,2879,0,211,50678,2879,842,515,12439,2562,13158,2671,13421,1769,5135,1376,5683,1142,52416,2914,21828,1820,30588,2724,13659,2045,10363,1740,3665,1180,1777,761,582,387,542,358,101421,607,31879,2562,0,211,31879,2562,1094,505,8080,1594,7624,1308,9214,1433,3977,1058,1890,647,69542,2629,38547,2931,30995,2725,14678,1963,10327,1867,3386,1045,1846,698,257,196,501,510
0500000US12101,12101,"Pasco County, Florida",42125,554,20616,460,9193,1185,0,211,9193,1185,68,83,1714,820,2118,801,2644,914,1488,626,1161,528,11423,1296,6514,1205,4909,932,2538,787,1279,505,557,336,286,275,48,84,201,242,21509,409,7485,1224,0,211,7485,1224,69,85,1507,653,2435,950,1951,646,921,384,602,537,14024,1387,9366,1320,4658,1100,2625,822,1513,729,327,252,145,145,48,80,0,211
0500000US12103,12103,"Pinellas County, Florida",57757,668,28619,442,14746,1632,0,211,14746,1632,94,148,2761,1168,4042,1391,3942,983,2212,768,1695,674,13873,1854,6444,1244,7429,1443,3727,1091,2183,1078,930,546,446,346,88,104,55,93,29138,364,9725,1604,0,211,9725,1604,188,210,2108,909,2592,716,3511,886,707,325,619,412,19413,1587,11044,1431,8369,1383,4173,1057,2448,745,968,562,661,372,0,211,119,145
0500000US12105,12105,"Polk County, Florida",79019,552,40758,370,18506,1711,0,211,18506,1711,347,310,3236,1158,4523,1492,6627,1522,2477,962,1296,584,22252,1696,12735,1531,9517,1541,4350,1044,3280,1067,870,477,853,571,80,133,84,134,38261,460,12389,1910,0,211,12389,1910,384,239,2758,959,3713,1074,3325,957,1602,1093,607,592,25872,1867,17219,1244,8653,1258,4913,1158,2201,800,922,556,617,442,0,211,0,211
0500000US12111,12111,"St. Lucie County, Florida",34348,690,17386,555,8511,1450,0,211,8511,1450,265,445,2000,1292,3255,1894,2032,1094,588,452,371,434,8875,1624,4871,1401,4004,1413,1285,891,1860,902,507,473,352,334,0,211,0,211,16962,532,4464,1121,0,211,4464,1121,81,126,1514,575,1511,698,950,641,251,229,157,186,12498,1221,9375,1465,3123,1243,1796,1072,911,624,334,441,82,143,0,211,0,211
0500000US12115,12115,"Sarasota County, Florida",24090,283,12080,256,5912,798,0,211,5912,798,0,211,1739,648,1694,613,1905,596,258,211,316,304,6168,837,2472,612,3696,741,900,449,1314,605,1217,508,265,262,0,211,0,211,12010,424,3822,960,0,211,3822,960,107,127,630,388,1287,647,1496,583,302,229,0,211,8188,953,4069,771,4119,812,1829,701,1205,633,840,426,245,241,0,211,0,211
0500000US12117,12117,"Seminole County, Florida",59422,452,28423,284,10638,1436,0,211,10638,1436,58,95,2046,791,3002,1244,2842,799,1187,497,1503,697,17785,1448,9454,1520,8331,1207,3524,957,3268,1225,1280,954,172,176,0,211,87,150,30999,357,11628,1429,0,211,11628,1429,363,333,3283,1065,2792,998,3976,889,731,421,483,385,19371,1434,11227,1298,8144,1426,3467,1103,2761,1006,1189,687,514,434,213,184,0,211
0500000US12127,12127,"Volusia County, Florida",43284,446,20915,354,8475,1451,0,211,8475,1451,75,125,800,526,3110,1325,2832,1061,1059,609,599,449,12440,1513,8750,1211,3690,1312,1457,864,1590,755,398,259,148,148,97,160,0,211,22369,231,7188,1317,0,211,7188,1317,163,201,1427,793,2777,1209,2001,872,670,399,150,178,15181,1341,11177,1325,4004,1164,1836,726,989,501,727,616,286,305,0,211,166,186
0500000US13067,13067,"Cobb County, Georgia",59512,539,31460,448,16241,1983,0,208,16241,1983,578,460,4857,1362,4831,1656,3053,991,1219,584,1703,811,15219,1987,3033,950,12186,2137,3674,1217,7095,1906,1097,610,73,125,247,269,0,208,28052,274,8126,1590,0,208,8126,1590,44,71,3011,1221,1722,921,1801,740,1259,508,289,239,19926,1660,9563,1704,10363,1751,6522,1649,2742,808,469,383,442,407,107,128,81,136
0500000US13089,13089,"DeKalb County, Georgia",46118,328,26321,323,15157,1776,0,208,15157,1776,612,539,4407,1277,5452,1663,2398,1028,1304,642,984,506,11164,1804,2132,654,9032,1654,2437,1205,3690,994,1836,928,852,534,217,263,0,208,19797,119,4811,966,0,208,4811,966,158,187,1793,756,745,467,712,376,794,396,609,347,14986,981,7932,1010,7054,981,3434,964,2425,827,443,364,752,555,0,208,0,208
0500000US13121,13121,"Fulton County, Georgia",53122,547,29049,569,18383,1291,0,208,18383,1291,1302,696,5110,1708,4863,1685,3452,1207,1346,792,2310,756,10666,1338,4163,916,6503,1335,2350,899,2381,1075,532,432,980,609,154,226,106,133,24073,471,7833,1337,0,208,7833,1337,826,850,1988,789,1690,703,593,407,1557,783,1179,840,16240,1459,9766,1719,6474,1349,4237,1074,1474,703,475,303,217,184,71,119,0,208
0500000US13135,13135,"Gwinnett County, Georgia",114396,831,61177,810,34300,3124,0,208,34300,3124,1488,1049,6302,2037,10375,2614,8239,2024,5606,1754,2290,1171,26877,3264,11477,2546,15400,3141,7346,2495,4794,1349,1545,707,808,554,389,350,518,558,53219,707,16367,2445,0,208,16367,2445,280,348,5102,1360,3827,1549,3821,1398,2328,848,1009,598,36852,2568,23955,3059,12897,3084,5819,1754,4523,1762,1859,1015,605,526,56,96,35,60
0500000US13139,13139,"Hall County, Georgia",30903,498,17072,562,8697,1348,0,208,8697,1348,271,262,2538,1228,2878,1280,2502,1020,335,321,173,169,8375,1660,2702,1038,5673,1486,741,467,3576,1496,1020,845,290,328,46,79,0,208,13831,457,3388,975,0,208,3388,975,311,447,1366,625,1428,696,70,117,170,205,43,81,10443,1146,7132,1346,3311,927,2505,908,463,368,226,234,117,147,0,208,0,208
0500000US13313,13313,"Whitfield County, Georgia",21435,394,11508,476,5638,857,0,208,5638,857,0,208,1917,878,1976,726,1518,775,64,108,163,159,5870,980,3608,1136,2262,803,1346,782,450,441,107,113,278,279,81,154,0,208,9927,395,3812,962,0,208,3812,962,68,116,1718,646,1292,645,611,484,42,71,81,138,6115,1040,4615,964,1500,676,1036,601,198,184,123,122,143,175,0,208,0,208
0500000US15001,15001,"Hawaii County, Hawaii",14953,340,7743,367,3175,908,0,177,3175,908,0,177,378,409,712,510,1477,740,409,374,199,136,4568,1015,2984,887,1584,678,919,574,433,232,177,232,55,92,0,177,0,177,7210,230,2078,698,0,177,2078,698,12,22,442,306,648,426,660,405,231,195,85,112,5132,658,2629,647,2503,791,570,385,1420,662,447,418,32,47,0,177,34,58
0500000US15003,15003,"Honolulu County, Hawaii",58021,449,30148,312,16056,1302,0,177,16056,1302,331,208,1791,680,3341,798,3971,812,3509,740,3113,758,14092,1299,5572,937,8520,1208,4116,894,1073,621,801,428,1408,620,816,681,306,329,27873,301,11101,1292,0,177,11101,1292,109,107,1005,506,2541,757,4156,995,2222,655,1068,539,16772,1289,8559,1172,8213,1409,4530,995,1934,801,964,496,307,189,278,272,200,253
0500000US15009,15009,"Maui County, Hawaii",11017,266,5667,221,1945,622,0,177,1945,622,115,196,29,46,499,445,761,481,374,275,167,216,3722,670,1659,479,2063,544,1090,491,496,274,278,230,96,144,0,177,103,130,5350,178,2098,625,0,177,2098,625,82,131,254,227,687,435,719,391,308,252,48,49,3252,644,1909,448,1343,534,598,327,335,278,142,153,110,135,60,106,98,158
0500000US16001,16001,"Ada County, Idaho",20237,343,10967,361,4593,644,0,187,4593,644,61,102,915,479,616,407,1698,778,664,374,639,367,6374,681,3657,972,2717,1044,1636,721,616,461,223,249,111,130,67,120,64,105,9270,149,2562,812,0,187,2562,812,73,124,714,566,763,451,687,510,260,371,65,110,6708,857,2635,750,4073,918,2699,971,1273,779,0,187,0,187,101,163,0,187
0500000US16027,16027,"Canyon County, Idaho",29465,451,14993,905,7326,1249,0,187,7326,1249,0,187,1113,838,2996,904,2456,1108,640,629,121,145,7667,1596,3584,1288,4083,1251,1916,817,571,605,978,560,618,559,0,187,0,187,14472,984,2704,664,0,187,2704,664,121,198,867,482,1032,446,134,152,448,359,102,132,11768,1386,4680,1332,7088,2203,4437,2182,1154,704,1341,1020,156,277,0,187,0,187
0500000US17031,17031,"Cook County, Illinois",901649,1533,462940,1125,244250,5716,0,179,244250,5716,3665,1145,46744,4186,61944,4189,77061,4416,35148,3147,19688,2169,218690,5693,105713,4545,112977,5275,50066,4022,32608,2893,14247,2312,12442,1782,2335,737,1279,497,438709,1188,147037,4433,0,179,147037,4433,3443,889,34173,3054,40640,3073,40086,3329,18154,2112,10541,1266,291672,4236,182448,4460,109224,3764,52715,2956,35390,2478,11145,1561,6133,962,2945,877,896,430
0500000US17043,17043,"DuPage County, Illinois",86823,491,45413,407,24693,1791,0,179,24693,1791,426,359,4143,1174,5716,1498,6602,1296,3985,1050,3821,880,20720,1895,8282,1225,12438,1570,4908,1085,3961,1042,1824,741,1402,517,136,169,207,200,41410,349,16403,1665,0,179,16403,1665,109,95,3470,1020,4778,1076,4004,930,2531,707,1511,502,25007,1592,14214,1465,10793,1418,5791,964,3284,1002,764,446,744,476,210,161,0,179
0500000US17089,17089,"Kane County, Illinois",106790,747,55379,684,25814,2154,0,179,25814,2154,382,466,4892,1374,8545,1519,7445,1510,3204,970,1346,601,29565,2277,9694,1505,19871,2562,6549,1213,6587,1633,3813,1382,1582,722,564,489,776,723,51411,419,18939,1793,0,179,18939,1793,576,389,5682,1542,6690,1204,3904,1119,1614,654,473,364,32472,1879,19798,1620,12674,1652,6832,1333,4477,1219,970,431,79,95,316,390,0,179
0500000US17097,17097,"Lake County, Illinois",95026,743,49779,516,24718,1806,0,179,24718,1806,388,314,5135,1444,6101,1521,7574,1503,3883,1164,1637,699,25061,1944,8669,1322,16392,2064,6415,1626,5445,1147,2314,850,1604,634,212,194,402,380,45247,515,16418,1612,0,179,16418,1612,238,202,5415,1088,5205,1228,3390,890,1384,640,786,457,28829,1473,16130,1455,12699,1487,6529,1127,4037,1173,1427,691,538,334,51,83,117,115
0500000US17111,17111,"McHenry County, Illinois",23742,359,12643,270,8031,952,0,179,8031,952,0,179,1737,795,1892,753,2098,825,1110,618,1194,632,4612,979,1544,504,3068,838,1243,586,762,537,564,472,328,256,171,282,0,179,11099,234,3611,913,0,179,3611,913,0,179,810,656,1317,601,934,451,274,217,276,204,7488,959,4039,784,3449,825,1348,521,1203,533,426,419,259,227,184,306,29,52
0500000US17161,17161,"Rock Island County, Illinois",11495,130,5854,166,2824,485,0,179,2824,485,41,74,195,184,748,358,996,367,525,267,319,400,3030,518,1377,308,1653,543,757,410,330,189,154,137,385,446,27,49,0,179,5641,168,1715,478,0,179,1715,478,0,179,552,324,487,296,570,264,36,59,70,88,3926,507,2170,480,1756,465,989,378,433,344,177,141,89,98,68,123,0,179
0500000US17197,17197,"Will County, Illinois",72713,593,37988,420,19901,1437,0,179,19901,1437,175,237,2083,981,4776,1180,6289,1260,4803,1213,1775,676,18087,1487,8810,1292,9277,1274,3748,1025,2750,910,933,497,1590,860,225,207,31,51,34725,526,12762,1326,0,179,12762,1326,161,197,1647,553,4078,1107,3346,884,2497,974,1033,590,21963,1474,12350,1572,9613,1182,5369,939,2452,701,1032,461,251,231,509,447,0,179
0500000US17201,17201,"Winnebago County, Illinois",20790,453,11066,404,5875,650,0,179,5875,650,237,258,1131,445,1729,620,1652,763,831,420,295,224,5191,779,2391,667,2800,670,1709,573,605,345,159,214,327,231,0,179,0,179,9724,153,3099,589,0,179,3099,589,0,179,875,454,1170,556,696,442,278,206,80,102,6625,646,3947,881,2678,723,1452,468,753,544,319,239,48,80,106,152,0,179
0500000US18039,18039,"Elkhart County, Indiana",17941,133,9664,100,6034,565,0,184,6034,565,92,160,819,451,2859,542,2018,551,246,224,0,184,3630,562,1257,549,2373,738,1476,540,358,332,111,111,195,195,233,360,0,184,8277,90,2260,505,0,184,2260,505,0,184,794,345,536,321,622,306,250,280,58,99,6017,510,3293,505,2724,595,1748,654,830,384,119,171,27,54,0,184,0,184
0500000US18089,18089,"Lake County, Indiana",59093,515,29861,422,15149,1374,0,184,15149,1374,20,40,1991,745,3323,988,4188,1034,3096,919,2531,814,14712,1481,7493,987,7219,1293,2820,810,2445,832,920,458,659,425,333,252,42,69,29232,340,7287,1310,0,184,7287,1310,100,122,1258,574,1467,536,2976,1061,608,330,878,497,21945,1406,12732,1274,9213,1246,4574,850,2703,744,1207,575,643,502,86,98,0,184
0500000US18097,18097,"Marion County, Indiana",55856,613,30704,489,16024,1630,0,184,16024,1630,445,478,4733,1185,5200,1427,3550,1402,1244,520,852,559,14680,1799,3950,904,10730,1616,4470,1364,3690,1035,1364,709,592,402,365,414,249,298,25152,322,7952,1269,0,184,7952,1269,210,242,2687,941,2284,848,1779,743,882,393,110,126,17200,1328,8830,1306,8370,1737,4163,987,2933,1199,883,687,205,206,186,264,0,184
