GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
0500000US19013,19013,"Black Hawk County, Iowa",20227,1578,4862,722,1717,638,4292,833,4291,927,5065,906
0500000US19049,19049,"Dallas County, Iowa",24823,2017,6786,1407,2402,651,7158,1359,3470,899,5007,997
0500000US19061,19061,"Dubuque County, Iowa",18227,1683,5750,1007,1688,637,4400,698,3132,650,3257,646
0500000US19103,19103,"Johnson County, Iowa",40428,2128,16293,2038,4327,871,5981,1140,4214,1059,9613,1558
0500000US19113,19113,"Linn County, Iowa",48602,3105,15567,2003,4981,1226,10091,1790,7461,1240,10502,1609
0500000US19153,19153,"Polk County, Iowa",102000,4957,27343,3272,8037,1390,25537,2588,15574,2087,25509,2423
0500000US19155,19155,"Pottawattamie County, Iowa",13021,1440,3961,765,1187,357,2815,621,2868,597,2190,606
0500000US19163,19163,"Scott County, Iowa",32753,2753,8701,1244,3669,896,8558,1787,6493,1136,5332,1138
0500000US19169,19169,"Story County, Iowa",22526,1925,9337,1470,1602,713,2621,709,2731,691,6235,1213
0500000US19193,19193,"Woodbury County, Iowa",13287,1528,2664,733,1657,431,3242,784,3283,871,2441,697
0500000US20015,20015,"Butler County, Kansas",12047,1456,2701,713,1745,627,2907,781,2297,600,2397,731
0500000US20045,20045,"Douglas County, Kansas",30532,2255,10166,1521,2398,857,3617,862,4319,1090,10032,1805
0500000US20091,20091,"Johnson County, Kansas",194005,5233,56496,3208,19436,1969,46923,3056,28349,2343,42801,3216
0500000US20103,20103,"Leavenworth County, Kansas",15867,1671,5090,983,1265,614,2788,839,2709,849,4015,825
0500000US20161,20161,"Riley County, Kansas",15574,1431,6015,1206,1131,497,2091,658,3210,910,3127,893
0500000US20173,20173,"Sedgwick County, Kansas",90131,3193,24291,1906,8738,1283,21213,2081,17874,1859,18015,1931
0500000US20177,20177,"Shawnee County, Kansas",33221,2179,8535,1343,3288,972,6759,1150,7039,1185,7600,1474
0500000US20209,20209,"Wyandotte County, Kansas",12669,1341,4332,977,1342,376,2570,691,1270,458,3155,694
0500000US21015,21015,"Boone County, Kentucky",23128,2802,5666,1475,2396,802,7481,1587,2769,653,4816,1445
0500000US21029,21029,"Bullitt County, Kentucky",8304,1277,2197,607,1305,477,2042,648,1619,650,1141,582
0500000US21037,21037,"Campbell County, Kentucky",21681,1700,5621,1042,2021,628,5752,1097,2737,813,5550,962
0500000US21047,21047,"Christian County, Kentucky",5622,1191,1804,715,302,256,891,340,1630,784,995,512
0500000US21059,21059,"Daviess County, Kentucky",14406,1668,4224,960,1985,510,3196,980,2527,689,2474,829
0500000US21067,21067,"Fayette County, Kentucky",78401,3725,25730,2435,8581,1636,15993,1949,9181,1302,18916,2332
0500000US21093,21093,"Hardin County, Kentucky",13402,1653,3223,943,1081,632,3649,917,2133,639,3316,935
0500000US21111,21111,"Jefferson County, Kentucky",141932,4413,40125,2652,15532,1766,30483,2264,17748,1792,38044,2845
0500000US21117,21117,"Kenton County, Kentucky",32746,2540,9497,1519,3363,878,8787,1477,4165,1024,6934,1403
0500000US21145,21145,"McCracken County, Kentucky",8861,1717,2590,1082,1500,557,1723,715,1164,539,1884,701
0500000US21151,21151,"Madison County, Kentucky",14738,1685,3402,925,2448,663,2220,739,2628,666,4040,973
0500000US21185,21185,"Oldham County, Kentucky",17048,1461,5567,781,1941,708,3676,771,1840,664,4024,782
0500000US21227,21227,"Warren County, Kentucky",22824,2535,6548,1486,2923,1082,3447,770,3469,972,6437,1411
0500000US22005,22005,"Ascension Parish, Louisiana",15266,2089,4297,1282,2695,1052,2752,1242,2400,764,3122,1053
0500000US22015,22015,"Bossier Parish, Louisiana",16210,1910,4566,1221,2662,707,2778,900,2513,858,3691,1056
0500000US22017,22017,"Caddo Parish, Louisiana",25371,2480,7108,1302,3179,869,5896,1534,3351,873,5837,1148
0500000US22019,22019,"Calcasieu Parish, Louisiana",20056,2152,5667,1106,2951,924,3736,898,3699,1008,4003,1013
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",67103,3796,22529,2322,7187,1330,14683,1912,8529,1586,14175,2114
0500000US22045,22045,"Iberia Parish, Louisiana",5308,1199,1264,481,786,546,719,335,1407,514,1132,481
0500000US22051,22051,"Jefferson Parish, Louisiana",60293,3108,18028,2059,7015,1395,14395,1561,7406,1338,13449,1828
0500000US22055,22055,"Lafayette Parish, Louisiana",44946,3730,10837,1838,5847,1260,12007,2153,7339,1386,8916,1698
0500000US22057,22057,"Lafourche Parish, Louisiana",10734,1617,2923,930,1501,438,1785,717,3064,791,1461,585
0500000US22063,22063,"Livingston Parish, Louisiana",14722,2453,3994,1411,2085,1002,2004,1207,2907,942,3732,1261
0500000US22071,22071,"Orleans Parish, Louisiana",69666,2240,23998,1966,5070,854,11836,1512,5992,911,22770,1814
0500000US22073,22073,"Ouachita Parish, Louisiana",16944,2047,4212,1282,2264,935,3860,994,3493,956,3115,1011
0500000US22079,22079,"Rapides Parish, Louisiana",13367,1744,3200,847,1895,683,2282,686,3458,1042,2532,791
0500000US22097,22097,"St. Landry Parish, Louisiana",5387,1245,1138,617,640,393,795,499,1903,697,911,416
0500000US22103,22103,"St. Tammany Parish, Louisiana",48851,4067,12885,1786,6495,1800,10599,1566,7557,1397,11315,1885
0500000US22105,22105,"Tangipahoa Parish, Louisiana",13922,1971,2710,1075,2457,1000,3338,942,2526,864,2891,1224
0500000US22109,22109,"Terrebonne Parish, Louisiana",9215,1854,1717,585,1929,917,2372,988,1273,560,1924,704
0500000US23001,23001,"Androscoggin County, Maine",15843,1804,4535,1237,2363,701,2476,791,2668,734,3801,864
0500000US23003,23003,"Aroostook County, Maine",9695,1510,2231,592,1498,516,2034,695,2139,516,1793,514
0500000US23005,23005,"Cumberland County, Maine",91516,4198,31025,2925,8301,1240,13904,2338,11576,1851,26710,2335
0500000US23011,23011,"Kennebec County, Maine",22086,2203,6742,1032,2295,653,3681,863,3976,878,5392,1180
0500000US23019,23019,"Penobscot County, Maine",25811,2314,8103,1233,3586,787,2865,718,4771,1005,6486,1579
0500000US23031,23031,"York County, Maine",43465,3514,12529,1713,5320,1327,7541,1396,6372,1342,11703,1834
0500000US24001,24001,"Allegany County, Maryland",8770,1303,2448,569,713,331,1229,595,2315,626,2065,569
0500000US24003,24003,"Anne Arundel County, Maryland",132483,5213,51768,3512,8666,1242,25905,2567,12398,1401,33746,2982
0500000US24005,24005,"Baltimore County, Maryland",146333,4138,50430,3012,14113,1664,30524,2711,17288,1959,33978,2505
0500000US24009,24009,"Calvert County, Maryland",15723,1918,5155,1207,1330,605,3077,803,1896,661,4265,981
0500000US24013,24013,"Carroll County, Maryland",35919,2430,14281,1689,3230,819,6147,1111,4448,912,7813,1208
0500000US24015,24015,"Cecil County, Maryland",15274,1831,4826,1077,1454,522,3673,986,2209,706,3112,877
0500000US24017,24017,"Charles County, Maryland",13670,1543,5319,1093,999,401,2506,771,2010,661,2836,647
0500000US24021,24021,"Frederick County, Maryland",59685,2791,22782,1843,5251,861,9585,1201,8534,1322,13533,1669
0500000US24025,24025,"Harford County, Maryland",52349,3161,19039,2517,4525,934,11751,1751,7795,1216,9239,1420
0500000US24027,24027,"Howard County, Maryland",81316,2996,37778,2350,5230,957,14534,1617,7971,1331,15803,1930
0500000US24031,24031,"Montgomery County, Maryland",268474,4587,127267,4740,17347,1615,36209,2347,21029,1915,66622,2963
0500000US24033,24033,"Prince George's County, Maryland",43796,2723,19222,2032,3232,746,6238,1043,3192,645,11912,1650
0500000US24037,24037,"St. Mary's County, Maryland",16726,2252,7645,1402,681,416,3149,1041,2022,746,3229,1017
0500000US24043,24043,"Washington County, Maryland",18438,2061,6003,1179,2010,744,3131,747,3637,858,3657,842
0500000US24045,24045,"Wicomico County, Maryland",11898,1570,3870,876,976,380,1398,473,2559,732,3095,1128
0500000US24510,24510,"Baltimore city, Maryland",77434,3210,32065,2362,6972,1111,10271,1218,3890,862,24236,1968
0500000US25001,25001,"Barnstable County, Massachusetts",68673,2931,24079,1878,5298,1074,11024,1507,10447,1555,17825,1864
0500000US25003,25003,"Berkshire County, Massachusetts",30100,2227,10412,1303,3099,840,4169,829,3758,753,8662,1353
0500000US25005,25005,"Bristol County, Massachusetts",102792,4580,32810,2470,11051,1413,20195,2155,13300,1620,25436,2518
0500000US25009,25009,"Essex County, Massachusetts",186509,5663,64752,3564,15759,1859,37454,2797,18768,2009,49776,3539
0500000US25011,25011,"Franklin County, Massachusetts",18034,1615,6244,934,1903,615,1561,454,2323,593,6003,1005
0500000US25013,25013,"Hampden County, Massachusetts",74355,4413,23918,2355,7689,1335,14282,1779,11385,1874,17081,2313
0500000US25015,25015,"Hampshire County, Massachusetts",42776,2831,17785,1877,3924,985,4151,927,3893,910,13023,1879
0500000US25017,25017,"Middlesex County, Massachusetts",495883,8596,220210,6352,38688,2751,78829,4556,37505,2840,120651,4594
0500000US25021,25021,"Norfolk County, Massachusetts",209358,4985,79073,3826,15932,1855,43888,3153,18317,1904,52148,3579
0500000US25023,25023,"Plymouth County, Massachusetts",117934,5220,38641,3270,10280,1448,26363,3011,12813,1707,29837,2797
0500000US25025,25025,"Suffolk County, Massachusetts",186389,4522,72166,3144,13555,1929,36109,2710,10038,1453,54521,3800
0500000US25027,25027,"Worcester County, Massachusetts",173334,5465,67726,3647,14441,1832,31875,2541,21340,2054,37952,2783
0500000US26005,26005,"Allegan County, Michigan",16566,1511,4202,962,1637,567,3112,641,3449,696,4166,854
0500000US26017,26017,"Bay County, Michigan",12903,1666,3158,749,1864,706,3512,775,2073,654,2296,628
0500000US26021,26021,"Berrien County, Michigan",25848,1719,6716,947,2316,520,5609,925,4262,834,6945,997
0500000US26025,26025,"Calhoun County, Michigan",15340,1703,3320,757,2016,604,4250,1166,2792,639,2962,633
0500000US26037,26037,"Clinton County, Michigan",16798,1421,6549,1099,1913,488,2932,644,2620,620,2784,709
0500000US26045,26045,"Eaton County, Michigan",16692,1702,4057,895,1712,485,3822,728,3184,678,3917,862
0500000US26049,26049,"Genesee County, Michigan",46919,3486,11041,1514,6200,1186,10209,1538,11183,1692,8286,1307
0500000US26055,26055,"Grand Traverse County, Michigan",21096,2112,6566,1041,2501,748,3059,805,3377,742,5593,1146
0500000US26065,26065,"Ingham County, Michigan",53383,2456,18547,1723,4354,762,8618,1228,8795,1503,13069,1714
0500000US26073,26073,"Isabella County, Michigan",10327,939,3393,601,862,297,1739,453,1689,465,2644,546
0500000US26075,26075,"Jackson County, Michigan",22085,1919,6995,987,2433,906,4366,851,4479,884,3812,939
0500000US26077,26077,"Kalamazoo County, Michigan",54788,2896,18539,1774,5921,1036,10688,1520,7411,999,12229,1660
0500000US26081,26081,"Kent County, Michigan",132669,4844,33926,2439,14908,1989,32040,2691,17102,1694,34693,3026
0500000US26087,26087,"Lapeer County, Michigan",10415,1303,3146,712,1153,393,1931,543,2010,591,2175,623
0500000US26091,26091,"Lenawee County, Michigan",14355,1462,3673,762,2152,538,2118,547,2802,516,3610,788
0500000US26093,26093,"Livingston County, Michigan",43501,2499,14391,1360,4628,698,9765,1309,6234,1087,8483,1033
0500000US26099,26099,"Macomb County, Michigan",127085,5336,37808,2974,15806,1740,35991,2754,15255,1639,22225,2031
0500000US26103,26103,"Marquette County, Michigan",14039,1229,4029,784,1384,306,2461,580,2372,516,3793,736
0500000US26111,26111,"Midland County, Michigan",18223,1687,8053,1302,1745,523,3254,764,2577,675,2594,650
0500000US26115,26115,"Monroe County, Michigan",19003,2143,5133,905,2489,662,3925,883,3578,780,3878,1028
0500000US26121,26121,"Muskegon County, Michigan",17755,1727,4091,785,2170,565,4341,838,3355,806,3798,900
0500000US26125,26125,"Oakland County, Michigan",309940,5856,111236,4099,27088,2085,72972,3053,33420,2221,65224,3201
0500000US26139,26139,"Ottawa County, Michigan",52988,3419,14321,1640,5579,905,14247,1600,9261,1194,9580,1520
0500000US26145,26145,"Saginaw County, Michigan",25808,1894,7324,1254,3691,775,5475,918,5699,838,3619,709
0500000US26147,26147,"St. Clair County, Michigan",17379,1571,5288,982,1819,573,3113,693,3623,713,3536,734
0500000US26155,26155,"Shiawassee County, Michigan",7545,990,2246,596,1051,311,1632,540,1182,476,1434,507
0500000US26159,26159,"Van Buren County, Michigan",9673,1074,2679,635,1024,423,1944,618,1868,511,2158,565
0500000US26161,26161,"Washtenaw County, Michigan",100253,3115,42757,2455,10688,1423,14755,1589,11039,1296,21014,1658
0500000US26163,26163,"Wayne County, Michigan",184605,5226,62142,3457,19430,1567,41067,2296,23663,2313,38303,2318
0500000US27003,27003,"Anoka County, Minnesota",56914,2924,16742,1529,6772,1029,12896,1449,9107,1701,11397,1701
0500000US27013,27013,"Blue Earth County, Minnesota",12093,1121,3223,516,1455,518,2157,472,2730,663,2528,748
0500000US27019,27019,"Carver County, Minnesota",29716,1609,7905,993,3623,751,7836,960,3858,872,6494,1028
0500000US27037,27037,"Dakota County, Minnesota",103319,3833,32529,2277,9334,1375,24997,2273,14082,1808,22377,1977
0500000US27053,27053,"Hennepin County, Minnesota",357331,6379,121368,4905,26335,2043,76105,3666,36495,2506,97028,4639
0500000US27109,27109,"Olmsted County, Minnesota",38709,2268,15342,1772,6826,1140,4814,956,4500,836,7227,1178
0500000US27123,27123,"Ramsey County, Minnesota",125075,4278,47190,2929,10038,1288,19071,2297,13594,1493,35182,2262
0500000US27131,27131,"Rice County, Minnesota",10585,1032,3270,579,978,395,1616,476,1872,483,2849,642
0500000US27137,27137,"St. Louis County, Minnesota",36080,2244,12971,1346,4718,829,6048,1014,5603,952,6740,887
0500000US27139,27139,"Scott County, Minnesota",33206,1904,9596,1259,3602,748,8941,1106,4627,1060,6440,1162
0500000US27141,27141,"Sherburne County, Minnesota",14911,1866,3991,1006,2222,747,2671,757,2359,767,3668,1014
0500000US27145,27145,"Stearns County, Minnesota",23223,1800,5074,776,2703,688,5031,1068,3894,787,6521,1158
0500000US27163,27163,"Washington County, Minnesota",63434,2986,20872,1809,7402,1381,13314,1678,8402,1136,13444,1882
0500000US27171,27171,"Wright County, Minnesota",24894,2333,6918,1131,2107,677,5135,1114,3886,1011,6848,1323
0500000US28033,28033,"DeSoto County, Mississippi",21272,2244,3438,930,2219,727,6234,1434,3525,1054,5856,1261
0500000US28035,28035,"Forrest County, Mississippi",9211,1544,2789,743,1100,515,1661,654,2142,810,1519,626
0500000US28047,28047,"Harrison County, Mississippi",20771,2282,4966,1149,3686,979,3636,924,3939,984,4544,1316
0500000US28049,28049,"Hinds County, Mississippi",20608,1580,5587,1021,2335,612,4335,850,3305,738,5046,1008
0500000US28059,28059,"Jackson County, Mississippi",17354,2356,5604,1336,1843,692,4097,1218,3421,1020,2389,894
0500000US28067,28067,"Jones County, Mississippi",7471,1395,1914,572,635,504,1543,609,2520,997,859,458
0500000US28075,28075,"Lauderdale County, Mississippi",7988,1456,1953,745,1086,573,1478,626,1806,732,1665,732
0500000US28081,28081,"Lee County, Mississippi",11241,1704,3068,767,1503,518,2539,876,2060,706,2071,751
0500000US28089,28089,"Madison County, Mississippi",24430,2034,6482,1254,3402,944,6008,1108,3542,763,4996,995
0500000US28121,28121,"Rankin County, Mississippi",25939,2723,6439,1245,3723,981,7207,1591,3737,928,4833,1087
0500000US29019,29019,"Boone County, Missouri",39988,2596,15715,2019,3107,867,6034,1342,5895,1285,9237,1550
0500000US29021,29021,"Buchanan County, Missouri",13121,1652,3717,899,1745,661,2662,769,3190,791,1807,626
0500000US29031,29031,"Cape Girardeau County, Missouri",14447,1683,3037,915,1962,648,2188,603,4107,999,3153,795
0500000US29037,29037,"Cass County, Missouri",15604,1641,4707,823,1114,385,3299,744,3832,925,2652,728
0500000US29043,29043,"Christian County, Missouri",14110,1904,4124,944,1143,522,2591,733,3063,724,3189,977
0500000US29047,29047,"Clay County, Missouri",48338,3823,12554,1797,4639,964,11945,1997,7385,1293,11815,1900
0500000US29051,29051,"Cole County, Missouri",15695,1644,2985,732,979,403,4863,1062,2794,839,4074,958
0500000US29071,29071,"Franklin County, Missouri",16128,2169,5043,1147,1496,568,2939,787,3755,1034,2895,941
0500000US29077,29077,"Greene County, Missouri",53420,2877,14132,1777,6132,1078,10720,1452,8883,1204,13553,1636
0500000US29095,29095,"Jackson County, Missouri",120492,4376,33948,2465,12952,1582,25701,2138,17524,1687,30367,2728
0500000US29097,29097,"Jasper County, Missouri",15037,1829,4422,1223,1829,681,2750,724,2228,666,3808,1142
0500000US29099,29099,"Jefferson County, Missouri",27573,2535,7338,1415,3243,851,6797,1681,5726,1129,4469,1034
0500000US29165,29165,"Platte County, Missouri",25302,2227,7015,1247,2612,724,7407,1553,3680,925,4588,1121
0500000US29183,29183,"St. Charles County, Missouri",93164,3939,25384,2439,9013,1409,26608,2190,15116,2022,17043,2020
0500000US29187,29187,"St. Francois County, Missouri",6183,1234,1152,516,368,382,970,467,1600,592,2093,893
0500000US29189,29189,"St. Louis County, Missouri",243624,5455,78100,3862,21837,2130,59357,3281,33962,2645,50368,3669
0500000US29510,29510,"St. Louis city, Missouri",54893,3087,18188,2079,4703,951,9040,1455,4365,1088,18597,2484
0500000US30013,30013,"Cascade County, Montana",12186,1320,3328,862,1747,561,2060,587,3023,755,2028,556
0500000US30029,30029,"Flathead County, Montana",20378,2476,7121,1511,2117,703,3427,1117,3276,926,4437,1127
0500000US30031,30031,"Gallatin County, Montana",31605,2267,13366,1537,2515,797,5195,1131,4596,1115,5933,943
0500000US30049,30049,"Lewis and Clark County, Montana",17322,1872,5915,1110,1972,698,3350,959,1799,718,4286,983
0500000US30063,30063,"Missoula County, Montana",29409,2202,12970,1670,2814,980,3263,787,2926,1026,7436,1438
0500000US30111,30111,"Yellowstone County, Montana",31950,2699,9914,1545,5230,1114,6213,1073,4333,990,6260,1532
0500000US31055,31055,"Douglas County, Nebraska",121844,3903,31079,2011,15832,1741,29107,2320,17792,2063,28034,2311
0500000US31109,31109,"Lancaster County, Nebraska",70821,2579,19098,1647,6782,1030,15364,1554,13596,1509,15981,1763
0500000US31153,31153,"Sarpy County, Nebraska",41229,2113,12297,1416,3937,705,9546,1127,7089,1167,8360,1081
0500000US32003,32003,"Clark County, Nevada",226620,7759,68192,4162,19536,2362,51558,3800,33192,3242,54142,3328
0500000US32031,32031,"Washoe County, Nevada",78283,4325,27213,2657,7291,1335,16312,2409,8829,1480,18638,2262
0500000US33005,33005,"Cheshire County, New Hampshire",17153,1842,5807,1055,1226,417,2747,777,2965,658,4408,847
0500000US33009,33009,"Grafton County, New Hampshire",24586,1818,10496,1358,2207,736,2490,723,3249,749,6144,1250
0500000US33011,33011,"Hillsborough County, New Hampshire",97295,3657,32325,3018,9230,1604,21868,2110,10851,1461,23021,2320
0500000US33013,33013,"Merrimack County, New Hampshire",35816,1960,14022,1526,3760,873,4877,961,3963,865,9194,1438
0500000US33015,33015,"Rockingham County, New Hampshire",84291,3714,30214,2210,6230,1081,17500,2049,9557,1279,20790,2189
0500000US33017,33017,"Strafford County, New Hampshire",27457,1999,10846,1588,2070,591,5541,1051,2106,685,6894,1158
0500000US34001,34001,"Atlantic County, New Jersey",39584,3139,11185,1274,5442,1127,7851,1499,7289,1166,7817,1457
0500000US34003,34003,"Bergen County, New Jersey",224428,5576,79014,4299,14989,2050,54359,3978,27129,2492,48937,3117
0500000US34005,34005,"Burlington County, New Jersey",88609,3584,28550,2468,9276,1500,18584,1737,13784,1570,18415,2234
0500000US34007,34007,"Camden County, New Jersey",83031,3924,26282,2285,8744,1261,16449,1808,11576,1651,19980,1928
0500000US34009,34009,"Cape May County, New Jersey",21519,1833,5857,893,1618,490,4493,896,4205,851,5346,975
0500000US34011,34011,"Cumberland County, New Jersey",11647,1855,3209,788,1349,512,2515,801,2311,658,2263,880
0500000US34013,34013,"Essex County, New Jersey",113943,3877,37749,2753,7358,1498,23113,2305,12630,1502,33093,2397
0500000US34015,34015,"Gloucester County, New Jersey",52224,3126,15969,1862,5700,1254,10254,1420,9902,1401,10399,1450
0500000US34017,34017,"Hudson County, New Jersey",110494,4082,36630,3066,7844,1360,27113,2633,9490,1548,29417,2455
0500000US34019,34019,"Hunterdon County, New Jersey",42555,2595,18103,2159,2833,970,8794,1320,4623,964,8202,1236
0500000US34021,34021,"Mercer County, New Jersey",71505,2718,28162,2373,3934,799,13082,1562,7633,1161,18694,2066
0500000US34023,34023,"Middlesex County, New Jersey",118071,4719,42469,3001,8106,1429,25332,2117,15878,1608,26286,2283
0500000US34025,34025,"Monmouth County, New Jersey",165918,5273,52925,3519,13679,2044,39963,3346,24275,2596,35076,2522
0500000US34027,34027,"Morris County, New Jersey",150516,4979,54360,3438,8486,1214,37059,2548,18855,1920,31756,2715
0500000US34029,34029,"Ocean County, New Jersey",108671,4689,31752,2720,8288,1565,22281,2211,20606,2175,25744,2325
0500000US34031,34031,"Passaic County, New Jersey",74610,4576,24683,2219,5367,1201,15937,2132,11611,1971,17012,1977
0500000US34033,34033,"Salem County, New Jersey",7294,1040,1966,490,834,408,1052,412,1901,469,1541,470
0500000US34035,34035,"Somerset County, New Jersey",77872,3375,29580,2225,4859,1369,17283,2050,9846,1349,16304,1929
0500000US34037,34037,"Sussex County, New Jersey",32176,2020,11056,1328,2272,601,7504,1205,4754,878,6590,1002
0500000US34039,34039,"Union County, New Jersey",90189,3355,29567,1929,5849,1152,21999,2082,11013,1666,21761,2113
0500000US34041,34041,"Warren County, New Jersey",20941,2090,6997,1281,2103,668,3850,890,3399,840,4592,964
0500000US35001,35001,"Bernalillo County, New Mexico",127430,4549,48948,3401,12028,1720,19594,2064,16789,1815,30071,2878
0500000US35005,35005,"Chaves County, New Mexico",8796,1352,1132,457,615,322,1647,639,2508,707,2894,849
0500000US35013,35013,"Doña Ana County, New Mexico",29669,2220,10351,1653,2456,849,4786,1094,5712,1372,6364,1214
0500000US35025,35025,"Lea County, New Mexico",5270,1094,2059,676,356,270,1245,689,1263,512,347,192
0500000US35031,35031,"McKinley County, New Mexico",2501,788,690,377,587,393,445,342,528,343,251,278
0500000US35035,35035,"Otero County, New Mexico",6719,1431,2702,826,799,407,858,497,903,517,1457,665
0500000US35043,35043,"Sandoval County, New Mexico",27170,2528,7556,1270,3185,1470,5631,1099,4223,979,6575,1213
0500000US35045,35045,"San Juan County, New Mexico",9172,1210,2748,764,769,390,1221,478,2205,673,2229,653
0500000US35049,35049,"Santa Fe County, New Mexico",40411,2147,14180,1382,2260,649,3777,838,4971,890,15223,1762
0500000US35061,35061,"Valencia County, New Mexico",7791,1439,2721,637,768,397,1082,539,1703,733,1517,707
0500000US36001,36001,"Albany County, New York",73955,3811,25662,2097,7213,1187,12178,1779,9725,1286,19177,1985
0500000US36005,36005,"Bronx County, New York",50290,3368,17860,2058,3480,1084,8397,1464,5814,1198,14739,1659
0500000US36007,36007,"Broome County, New York",35056,2715,14146,1683,3250,737,4768,963,6053,1022,6839,1051
0500000US36009,36009,"Cattaraugus County, New York",9521,1304,2804,676,1086,310,1697,549,1788,386,2146,533
0500000US36011,36011,"Cayuga County, New York",12674,1169,4075,731,999,281,2184,632,3070,633,2346,514
0500000US36013,36013,"Chautauqua County, New York",18557,1787,5788,968,1760,496,2640,636,5442,1093,2927,573
0500000US36015,36015,"Chemung County, New York",14865,1722,4508,989,1326,463,2842,960,3232,834,2957,665
0500000US36019,36019,"Clinton County, New York",11185,1658,3965,817,915,361,1724,717,2203,741,2378,688
0500000US36027,36027,"Dutchess County, New York",60883,3522,21448,2324,4626,1040,10254,1484,8672,1469,15883,1519
0500000US36029,36029,"Erie County, New York",187071,5732,55148,3364,19983,2095,37224,2675,29754,2305,44962,2941
0500000US36045,36045,"Jefferson County, New York",13440,1424,4142,823,1741,554,2179,552,3195,811,2183,520
0500000US36047,36047,"Kings County, New York",398061,6963,131748,4642,29066,2592,51312,3035,28599,2240,157336,6065
0500000US36051,36051,"Livingston County, New York",10503,1077,3800,696,1647,583,1617,466,1790,605,1649,462
0500000US36053,36053,"Madison County, New York",13573,1549,4709,1078,1177,534,2180,606,2492,708,3015,758
0500000US36055,36055,"Monroe County, New York",169734,5012,60549,3154,16420,1927,29049,2349,22802,2101,40914,3305
0500000US36059,36059,"Nassau County, New York",311340,7116,96952,4234,25512,2228,72789,3758,43458,3001,72629,3809
0500000US36061,36061,"New York County, New York",560292,8201,199375,8436,23572,2933,98266,6010,20721,3104,218358,7852
0500000US36063,36063,"Niagara County, New York",34161,2452,10415,1707,3929,1083,6836,1099,6545,976,6436,1108
0500000US36065,36065,"Oneida County, New York",39344,2436,12512,1445,5253,1068,6926,1343,7258,1282,7395,1154
0500000US36067,36067,"Onondaga County, New York",99442,3909,33937,2250,9170,1214,17872,1818,16471,1767,21992,2348
0500000US36069,36069,"Ontario County, New York",24573,1964,7340,1062,1786,640,5043,1019,4379,932,6025,1504
0500000US36071,36071,"Orange County, New York",55084,3514,18370,1936,4758,1111,9976,1320,8834,1572,13146,1654
0500000US36075,36075,"Oswego County, New York",13860,1442,3846,932,1120,471,1573,459,4231,841,3090,756
0500000US36079,36079,"Putnam County, New York",27777,2031,8339,1435,2076,596,5741,1167,4371,1091,7250,1380
0500000US36081,36081,"Queens County, New York",247325,6686,81791,4747,20435,1938,47311,3510,24034,2226,73754,4550
0500000US36083,36083,"Rensselaer County, New York",33606,2491,13897,1997,2631,713,4305,902,4896,1081,7877,1296
0500000US36085,36085,"Richmond County, New York",81101,4150,25032,2316,9066,1502,18571,2378,11812,1582,16620,1844
0500000US36087,36087,"Rockland County, New York",60681,3435,17792,1809,6693,1083,12599,1858,8084,1205,15513,1910
0500000US36089,36089,"St. Lawrence County, New York",15928,1779,5122,899,1570,442,2182,701,3286,647,3768,890
0500000US36091,36091,"Saratoga County, New York",60701,2864,21148,2046,4921,1067,11694,1684,9400,1180,13538,1622
0500000US36093,36093,"Schenectady County, New York",27415,2436,11126,1583,2455,877,3542,945,4234,1164,6058,1229
0500000US36101,36101,"Steuben County, New York",14175,1364,4802,755,1587,426,2092,577,3356,673,2338,549
0500000US36103,36103,"Suffolk County, New York",307266,8187,96099,4881,26980,2253,62105,3940,52639,3762,69443,4260
0500000US36105,36105,"Sullivan County, New York",10466,1274,3442,852,1153,436,2070,689,1463,459,2338,669
0500000US36109,36109,"Tompkins County, New York",26798,2140,12861,1550,1881,622,2067,705,2424,636,7565,1480
0500000US36111,36111,"Ulster County, New York",38613,2910,13223,1695,2523,710,4454,902,6732,1311,11681,2059
0500000US36113,36113,"Warren County, New York",13970,1443,5002,1084,1360,563,1708,488,2900,629,3000,731
0500000US36117,36117,"Wayne County, New York",13318,1720,4379,979,1632,420,1561,515,2532,726,3214,771
0500000US36119,36119,"Westchester County, New York",240882,4791,82619,3877,14535,1717,51452,3219,23740,2379,68536,2930
0500000US37001,37001,"Alamance County, North Carolina",21206,1894,6369,1034,2561,845,3752,889,3395,902,5129,882
0500000US37019,37019,"Brunswick County, North Carolina",25707,2573,7787,1439,2699,853,5541,1071,5225,1194,4455,835
0500000US37021,37021,"Buncombe County, North Carolina",66630,3775,21579,1883,6949,1272,10711,1852,8201,1692,19190,1977
0500000US37023,37023,"Burke County, North Carolina",10046,1436,2743,706,1618,626,1394,524,1939,652,2352,735
0500000US37025,37025,"Cabarrus County, North Carolina",32981,2379,8610,1536,3219,865,7388,1176,5025,1201,8739,1418
0500000US37027,37027,"Caldwell County, North Carolina",7444,1471,1612,652,374,313,1570,548,2169,776,1719,640
0500000US37031,37031,"Carteret County, North Carolina",12256,1435,5374,880,997,366,1939,452,2018,508,1928,490
0500000US37035,37035,"Catawba County, North Carolina",20316,2450,4987,1216,2914,966,3155,663,5142,1271,4118,1025
