GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49
0500000US19197,19197,"Wright County, Iowa",12855,82,6352,95,1359,80,183,77,180,76,3,7,51,42,51,42,0,99,329,86,329,86,0,99,286,77,277,76,9,14,450,76,450,76,0,99,26,28,16,17,10,20,34,30,23,25,11,15,4993,84,6503,105,1486,120,135,55,127,55,8,12,110,62,110,62,0,99,314,79,314,79,0,99,269,82,269,82,0,99,337,57,337,57,0,99,219,74,149,68,70,45,102,52,49,39,53,38,5017,144
0500000US20001,20001,"Allen County, Kansas",13015,84,6408,137,1780,222,185,94,174,93,11,10,41,27,41,27,0,109,363,75,343,72,20,20,412,69,389,68,23,19,431,58,404,57,27,21,296,202,281,201,15,20,52,51,52,51,0,109,4628,134,6607,133,1731,244,110,51,82,49,28,28,112,44,108,43,4,6,322,82,311,80,11,17,318,75,306,73,12,20,344,52,342,52,2,6,487,223,399,153,88,81,38,34,38,34,0,109,4876,169
0500000US20003,20003,"Anderson County, Kansas",7803,79,3901,70,981,125,69,42,64,42,5,9,103,42,103,42,0,109,243,45,234,46,9,9,215,56,213,56,2,4,245,73,238,73,7,10,106,75,106,75,0,109,0,109,0,109,0,109,2920,118,3902,73,900,82,127,82,38,31,89,77,13,18,13,18,0,109,201,71,185,72,16,18,210,54,208,54,2,4,227,58,215,62,12,18,113,65,112,65,1,3,9,13,9,13,0,109,3002,99
0500000US20005,20005,"Atchison County, Kansas",16218,131,7864,159,2600,296,220,157,127,98,93,95,115,79,83,68,32,40,434,106,369,105,65,45,455,113,432,113,23,21,448,125,386,130,62,49,887,367,300,155,587,331,41,35,21,23,20,24,5264,288,8354,181,2282,242,121,63,69,50,52,40,104,66,104,66,0,109,460,123,363,125,97,76,387,101,360,98,27,28,620,153,554,143,66,61,481,207,327,150,154,203,109,88,90,82,19,29,6072,258
0500000US20007,20007,"Barber County, Kansas",4730,35,2386,46,465,72,40,31,40,31,0,109,28,16,28,16,0,109,116,46,109,47,7,7,132,38,132,38,0,109,104,38,100,36,4,6,42,24,42,24,0,109,3,6,3,6,0,109,1921,79,2344,41,566,51,54,28,54,28,0,109,25,15,25,15,0,109,101,32,101,32,0,109,113,38,113,38,0,109,164,29,149,28,15,12,89,33,79,33,10,12,20,21,20,21,0,109,1778,60
0500000US20009,20009,"Barton County, Kansas",26308,133,12826,103,3184,178,256,95,244,96,12,17,254,97,224,95,30,28,641,127,613,126,28,27,808,130,795,132,13,14,790,114,780,111,10,16,414,125,379,120,35,45,21,23,7,9,14,23,9642,178,13482,144,3775,228,235,88,196,83,39,38,273,113,262,112,11,20,512,135,477,135,35,32,749,123,694,118,55,42,1014,152,1014,152,0,109,812,186,719,175,93,57,180,70,142,66,38,29,9707,223
0500000US20011,20011,"Bourbon County, Kansas",14342,105,7071,132,2095,149,102,63,99,63,3,5,85,73,71,71,14,22,534,92,469,87,65,49,408,95,397,92,11,18,584,75,536,81,48,36,351,106,283,107,68,54,31,22,24,20,7,13,4976,189,7271,130,1961,131,128,63,91,54,37,34,74,42,54,34,20,29,367,85,364,84,3,6,393,81,347,65,46,51,473,70,423,75,50,55,440,106,371,97,69,47,86,49,86,49,0,109,5310,178
0500000US20013,20013,"Brown County, Kansas",9574,44,4619,64,1107,59,29,17,24,15,5,5,65,36,65,36,0,109,235,58,235,58,0,109,339,63,311,74,28,30,321,40,315,39,6,8,115,51,115,51,0,109,3,4,0,109,3,4,3512,78,4955,65,1147,80,62,30,62,30,0,109,73,51,73,51,0,109,227,51,213,55,14,14,333,65,324,64,9,9,316,69,302,71,14,14,113,44,93,36,20,25,23,26,21,22,2,4,3808,61
0500000US20015,20015,"Butler County, Kansas",62340,204,31142,219,9487,389,670,146,438,119,232,95,554,141,511,138,43,37,1949,237,1793,241,156,92,2077,279,1967,284,110,62,2323,164,2130,170,193,94,1642,292,1358,256,284,140,272,120,159,88,113,63,21655,345,31198,246,9265,331,629,104,363,101,266,89,353,105,305,100,48,38,1760,190,1652,188,108,64,2089,198,1957,204,132,72,2229,165,2124,173,105,53,1790,239,1593,236,197,79,415,116,311,95,104,63,21933,387
0500000US20017,20017,"Chase County, Kansas",2727,25,1418,37,420,53,11,12,6,10,5,9,0,109,0,109,0,109,119,32,119,32,0,109,79,30,79,30,0,109,158,62,152,63,6,8,26,23,16,22,10,12,27,20,27,20,0,109,998,45,1309,37,274,45,10,10,6,8,4,7,45,25,45,25,0,109,82,31,82,31,0,109,45,27,45,27,0,109,33,24,33,24,0,109,43,31,43,31,0,109,16,17,16,17,0,109,1035,46
0500000US20019,20019,"Chautauqua County, Kansas",3604,34,1808,42,363,37,15,16,6,9,9,14,31,18,31,18,0,109,65,24,65,24,0,109,97,28,92,27,5,5,145,36,145,36,0,109,10,11,10,11,0,109,0,109,0,109,0,109,1445,40,1796,39,333,33,11,10,11,10,0,109,26,22,26,22,0,109,33,22,24,17,9,13,99,30,96,31,3,5,132,33,122,32,10,10,21,16,18,15,3,5,11,11,0,109,11,11,1463,51
0500000US20021,20021,"Cherokee County, Kansas",20973,117,10304,125,2494,137,153,69,141,66,12,18,315,123,315,123,0,109,681,137,615,132,66,81,594,162,583,164,11,17,517,82,505,83,12,19,234,81,220,79,14,20,0,109,0,109,0,109,7810,124,10669,126,2472,142,121,65,100,61,21,27,257,111,208,91,49,70,639,144,619,149,20,21,541,107,530,106,11,18,579,87,579,87,0,109,302,82,276,78,26,28,33,29,33,29,0,109,8197,164
0500000US20023,20023,"Cheyenne County, Kansas",2731,18,1331,35,315,36,11,15,11,15,0,109,4,7,4,7,0,109,83,35,83,35,0,109,93,39,90,39,3,4,100,22,97,23,3,4,24,20,14,11,10,14,0,109,0,109,0,109,1016,38,1400,39,311,58,21,20,21,20,0,109,15,19,15,19,0,109,72,42,72,42,0,109,80,33,80,33,0,109,80,26,80,26,0,109,28,26,13,14,15,20,15,14,15,14,0,109,1089,55
0500000US20025,20025,"Clark County, Kansas",2174,161,1094,111,319,66,21,18,10,12,11,13,41,26,41,26,0,109,55,29,51,29,4,4,100,35,90,35,10,10,85,35,85,35,0,109,7,9,7,9,0,109,10,14,10,14,0,109,775,78,1080,114,282,80,18,22,17,21,1,4,23,20,19,20,4,4,79,27,75,27,4,7,64,34,57,33,7,5,65,38,65,38,0,109,29,27,29,27,0,109,4,6,0,109,4,6,798,78
0500000US20027,20027,"Clay County, Kansas",8240,76,4109,69,920,82,165,65,126,61,39,35,24,24,24,24,0,109,261,63,230,68,31,31,194,64,194,64,0,109,189,41,189,41,0,109,74,45,50,37,24,27,13,21,13,21,0,109,3189,62,4131,64,912,101,117,62,115,62,2,4,46,31,46,31,0,109,191,55,191,55,0,109,162,57,159,58,3,4,276,64,268,68,8,15,58,35,58,35,0,109,62,47,43,40,19,23,3219,95
0500000US20029,20029,"Cloud County, Kansas",9167,68,4491,58,1177,113,79,42,71,42,8,13,75,39,75,39,0,109,258,66,242,68,16,19,179,60,165,63,14,19,292,76,292,76,0,109,265,172,265,172,0,109,29,19,21,18,8,13,3314,100,4676,50,1263,161,97,42,67,38,30,29,73,58,71,58,2,4,125,56,119,56,6,7,332,60,313,59,19,20,207,27,207,27,0,109,399,162,378,148,21,25,30,27,30,27,0,109,3413,157
0500000US20031,20031,"Coffey County, Kansas",8291,43,4117,51,1008,46,100,35,83,32,17,15,58,30,58,30,0,109,200,43,195,42,5,9,262,54,237,46,25,27,309,40,300,41,9,12,58,34,57,33,1,2,21,18,21,18,0,109,3109,48,4174,43,1118,85,45,18,34,16,11,9,41,21,37,20,4,6,288,43,264,50,24,26,218,43,218,43,0,109,295,53,260,58,35,48,158,53,140,51,18,15,73,38,45,25,28,30,3056,74
0500000US20033,20033,"Comanche County, Kansas",1835,157,851,97,177,61,15,16,15,16,0,109,0,109,0,109,0,109,44,24,44,24,0,109,64,38,64,38,0,109,36,24,36,24,0,109,18,18,9,11,9,14,0,109,0,109,0,109,674,82,984,119,219,65,18,22,18,22,0,109,2,3,2,3,0,109,74,41,74,41,0,109,50,25,50,25,0,109,48,26,43,23,5,7,21,21,21,21,0,109,6,6,6,6,0,109,765,98
0500000US20035,20035,"Cowley County, Kansas",34504,167,17246,148,4646,296,204,81,158,71,46,38,245,91,245,91,0,109,1033,161,972,165,61,44,1127,162,1059,160,68,46,1136,152,1058,151,78,61,805,174,593,119,212,152,96,55,83,51,13,21,12600,302,17258,165,4842,275,215,91,199,88,16,18,250,89,250,89,0,109,787,122,734,119,53,39,1029,142,1010,142,19,18,1186,147,1099,158,87,58,1225,241,766,167,459,221,150,82,59,41,91,68,12416,277
0500000US20037,20037,"Crawford County, Kansas",37614,149,18664,193,6865,373,326,107,222,93,104,54,273,115,265,115,8,13,923,152,788,138,135,67,924,142,825,138,99,57,998,123,872,138,126,79,3154,288,3127,283,27,25,267,109,208,103,59,54,11799,349,18950,176,5997,336,381,98,267,92,114,53,323,118,280,121,43,38,1024,144,837,147,187,96,799,130,719,126,80,41,729,99,645,113,84,54,2445,312,2257,324,188,148,296,103,250,88,46,44,12953,339
0500000US20039,20039,"Decatur County, Kansas",2969,27,1507,51,210,31,27,19,22,18,5,10,0,109,0,109,0,109,64,27,64,27,0,109,62,38,62,38,0,109,56,26,56,26,0,109,1,3,1,3,0,109,0,109,0,109,0,109,1297,52,1462,42,259,55,17,20,17,20,0,109,63,31,63,31,0,109,30,18,30,18,0,109,24,16,24,16,0,109,44,25,44,25,0,109,23,23,23,23,0,109,58,31,51,30,7,11,1203,72
0500000US20041,20041,"Dickinson County, Kansas",18942,88,9299,105,2245,149,120,57,61,37,59,41,203,99,182,98,21,30,533,98,409,109,124,70,570,105,510,108,60,44,602,66,551,72,51,37,200,90,165,88,35,27,17,20,5,7,12,20,7054,154,9643,107,2352,148,139,68,59,48,80,54,43,28,28,18,15,24,437,91,399,85,38,37,661,114,649,114,12,18,681,82,616,92,65,60,311,96,276,99,35,29,80,47,66,42,14,15,7291,132
0500000US20043,20043,"Doniphan County, Kansas",7693,46,3908,63,1107,113,48,19,41,19,7,9,16,11,16,11,0,109,177,38,168,38,9,9,296,49,272,40,24,23,229,37,205,36,24,17,323,144,306,148,17,19,18,12,15,11,3,4,2801,86,3785,54,929,70,96,42,68,31,28,28,17,17,17,17,0,109,184,49,184,49,0,109,244,45,244,45,0,109,212,33,206,32,6,8,154,42,138,40,16,13,22,11,17,10,5,6,2856,60
0500000US20045,20045,"Douglas County, Kansas",105483,261,52656,215,22343,563,936,195,366,133,570,167,595,134,462,127,133,69,2252,229,1763,228,489,122,2384,222,2045,228,339,103,2130,248,1979,239,151,75,11714,678,10992,735,722,242,2332,336,2129,314,203,130,30313,513,52827,193,22518,472,1098,190,530,151,568,144,682,138,619,122,63,63,2045,241,1724,210,321,99,2077,271,1841,279,236,99,2209,184,2123,190,86,50,11796,552,10718,648,1078,316,2611,368,2283,367,328,117,30309,480
0500000US20047,20047,"Edwards County, Kansas",2972,19,1522,42,365,62,35,17,35,17,0,109,10,9,10,9,0,109,86,27,84,27,2,3,82,27,78,26,4,7,99,28,91,24,8,12,31,22,31,22,0,109,22,18,6,8,16,15,1157,64,1450,41,307,42,10,9,10,9,0,109,28,16,28,16,0,109,110,23,110,23,0,109,39,19,33,19,6,7,76,29,65,24,11,12,30,20,22,18,8,9,14,11,14,11,0,109,1143,44
0500000US20049,20049,"Elk County, Kansas",2797,16,1388,38,282,47,16,13,15,13,1,2,33,18,33,18,0,109,50,19,50,19,0,109,60,26,51,23,9,9,79,29,75,30,4,6,41,33,41,33,0,109,3,6,3,6,0,109,1106,39,1409,36,288,54,28,28,28,28,0,109,24,20,24,20,0,109,38,19,35,17,3,4,73,26,73,26,0,109,66,38,66,38,0,109,40,26,40,26,0,109,19,21,19,21,0,109,1121,39
0500000US20051,20051,"Ellis County, Kansas",26917,145,13391,146,4550,319,192,74,141,64,51,41,122,86,122,86,0,109,573,111,406,104,167,77,655,103,608,95,47,32,639,99,580,93,59,53,2169,279,2133,278,36,35,200,104,148,76,52,58,8841,307,13526,129,4730,265,174,75,129,56,45,39,170,79,170,79,0,109,590,106,483,108,107,60,584,135,516,130,68,40,589,131,546,98,43,66,2233,301,2182,298,51,41,390,131,354,136,36,35,8796,259
0500000US20053,20053,"Ellsworth County, Kansas",6317,29,3421,87,642,61,64,26,50,26,14,16,19,19,19,19,0,109,136,40,136,40,0,109,158,39,158,39,0,109,176,36,159,28,17,21,84,40,84,40,0,109,5,8,5,8,0,109,2779,102,2896,86,660,73,52,35,13,10,39,34,50,30,50,30,0,109,100,34,100,34,0,109,135,40,135,40,0,109,187,58,152,37,35,45,122,50,108,49,14,17,14,16,14,16,0,109,2236,76
0500000US20055,20055,"Finney County, Kansas",33864,222,16821,262,5124,277,393,149,371,151,22,29,294,118,247,110,47,51,1205,182,1146,173,59,52,1404,232,1248,236,156,89,1181,155,1174,157,7,12,552,181,473,173,79,51,95,65,45,34,50,54,11697,306,17043,197,5517,256,294,110,274,105,20,23,249,117,236,117,13,20,1143,211,1018,195,125,81,1405,197,1305,198,100,56,1424,149,1421,149,3,6,767,196,709,200,58,58,235,99,180,93,55,47,11526,293
0500000US20057,20057,"Ford County, Kansas",30720,224,15804,252,4564,239,268,120,264,120,4,6,367,134,367,134,0,109,1358,178,1324,185,34,39,865,202,830,208,35,30,1160,107,1132,112,28,28,482,168,432,148,50,77,64,45,17,21,47,43,11240,286,14916,262,4379,263,357,138,311,141,46,46,319,135,306,135,13,22,1002,162,973,159,29,30,1034,185,1013,185,21,17,958,137,935,137,23,27,561,185,450,148,111,97,148,75,122,73,26,28,10537,320
0500000US20059,20059,"Franklin County, Kansas",24809,185,12184,180,3623,278,213,100,99,62,114,80,166,67,166,67,0,109,829,136,768,150,61,62,832,141,802,139,30,29,914,134,909,134,5,7,520,219,335,114,185,205,149,115,79,77,70,61,8561,241,12625,143,3498,365,258,103,187,98,71,41,150,82,150,82,0,109,787,152,692,161,95,65,560,136,548,136,12,18,718,131,684,125,34,41,938,379,515,149,423,374,87,56,76,53,11,14,9127,330
0500000US20061,20061,"Geary County, Kansas",28706,142,14453,183,4623,222,405,93,340,91,65,35,560,165,560,165,0,109,1099,162,1098,162,1,4,649,144,634,142,15,20,1066,121,1057,118,9,16,691,143,522,131,169,75,153,82,143,80,10,17,9830,204,14253,176,4140,296,338,130,300,122,38,40,227,109,206,109,21,28,1015,202,987,204,28,35,878,175,852,175,26,33,647,106,633,105,14,16,857,205,796,189,61,52,178,88,155,80,23,25,10113,297
0500000US20063,20063,"Gove County, Kansas",2637,20,1296,17,256,28,21,12,21,12,0,109,25,17,25,17,0,109,65,21,65,21,0,109,53,18,53,18,0,109,88,19,86,19,2,2,2,4,2,4,0,109,2,2,0,109,2,2,1040,29,1341,16,267,29,36,13,30,13,6,10,18,13,18,13,0,109,38,15,38,15,0,109,92,18,92,18,0,109,66,11,66,11,0,109,9,10,9,10,0,109,8,10,6,8,2,4,1074,33
0500000US20065,20065,"Graham County, Kansas",2538,48,1299,64,277,54,32,27,25,25,7,9,3,5,3,5,0,109,53,21,53,21,0,109,34,16,31,16,3,5,115,31,111,30,4,6,37,26,28,22,9,12,3,5,3,5,0,109,1022,55,1239,62,253,54,0,109,0,109,0,109,16,14,16,14,0,109,40,15,40,15,0,109,58,19,58,19,0,109,102,37,102,37,0,109,35,18,35,18,0,109,2,5,0,109,2,5,986,60
0500000US20067,20067,"Grant County, Kansas",7300,89,3757,121,1031,144,125,79,112,79,13,21,87,68,87,68,0,109,392,111,342,92,50,75,144,98,100,74,44,70,232,114,232,114,0,109,51,37,51,37,0,109,0,109,0,109,0,109,2726,113,3543,104,1054,171,11,20,0,109,11,20,119,79,95,70,24,37,234,103,224,101,10,20,271,94,233,84,38,53,242,117,242,117,0,109,145,88,109,64,36,55,32,39,32,39,0,109,2489,139
0500000US20069,20069,"Gray County, Kansas",5570,52,2725,30,727,62,20,14,20,14,0,109,58,28,45,24,13,16,157,30,102,31,55,29,213,50,176,51,37,22,218,48,215,49,3,4,51,34,31,19,20,24,10,11,7,9,3,4,1998,64,2845,48,877,56,60,32,60,32,0,109,41,26,41,26,0,109,194,40,164,41,30,23,199,53,137,46,62,48,215,28,200,32,15,16,96,44,96,44,0,109,72,39,46,27,26,27,1968,68
0500000US20071,20071,"Greeley County, Kansas",1256,115,602,80,172,65,10,11,10,11,0,109,0,109,0,109,0,109,52,43,52,43,0,109,43,24,43,24,0,109,64,29,64,29,0,109,3,5,3,5,0,109,0,109,0,109,0,109,430,47,654,65,155,49,4,6,4,6,0,109,4,6,4,6,0,109,13,10,10,10,3,5,34,17,31,16,3,5,58,31,58,31,0,109,40,27,40,27,0,109,2,5,2,5,0,109,499,61
0500000US20073,20073,"Greenwood County, Kansas",6599,63,3268,60,727,68,43,21,40,19,3,7,36,32,36,32,0,109,141,58,131,55,10,13,222,63,210,62,12,13,205,36,205,36,0,109,58,32,53,32,5,10,22,24,22,24,0,109,2541,59,3331,55,704,74,47,30,47,30,0,109,88,43,88,43,0,109,174,35,174,35,0,109,120,45,120,45,0,109,180,38,180,38,0,109,83,51,83,51,0,109,12,10,12,10,0,109,2627,82
0500000US20075,20075,"Hamilton County, Kansas",2482,47,1203,81,309,55,17,14,3,4,14,14,41,26,41,26,0,109,74,33,74,33,0,109,94,34,94,34,0,109,74,27,74,27,0,109,5,9,5,9,0,109,4,6,0,109,4,6,894,73,1279,81,322,65,28,22,28,22,0,109,14,12,14,12,0,109,58,38,58,38,0,109,104,56,104,56,0,109,80,32,80,32,0,109,29,25,29,25,0,109,9,12,9,12,0,109,957,84
0500000US20077,20077,"Harper County, Kansas",5772,44,2813,44,588,54,42,21,32,20,10,11,37,18,37,18,0,109,168,35,168,35,0,109,157,34,154,34,3,7,153,39,144,42,9,10,22,18,6,10,16,14,9,7,4,5,5,6,2225,56,2959,38,638,54,27,20,9,8,18,17,61,35,61,35,0,109,157,52,142,52,15,24,141,46,136,46,5,8,167,34,158,35,9,12,60,30,60,30,0,109,25,21,25,21,0,109,2321,57
0500000US20079,20079,"Harvey County, Kansas",32765,176,15754,141,4511,241,239,92,121,67,118,74,187,91,187,91,0,109,1029,156,885,162,144,87,1053,158,976,169,77,57,1009,105,943,110,66,57,818,227,366,129,452,278,176,73,159,72,17,20,11243,238,17011,164,4769,250,334,104,222,105,112,61,224,88,204,82,20,28,859,144,721,154,138,85,1098,166,965,179,133,62,1123,135,996,149,127,86,972,214,697,188,275,144,159,71,103,59,56,43,12242,239
0500000US20081,20081,"Haskell County, Kansas",4005,30,2005,55,554,66,49,22,49,22,0,109,31,23,25,23,6,8,180,40,167,43,13,19,121,49,111,47,10,14,142,45,120,46,22,19,31,35,31,35,0,109,0,109,0,109,0,109,1451,60,2000,53,625,78,12,10,12,10,0,109,37,21,37,21,0,109,132,31,132,31,0,109,126,36,115,38,11,12,190,77,190,77,0,109,93,62,86,60,7,9,35,30,8,11,27,27,1375,74
0500000US20083,20083,"Hodgeman County, Kansas",1883,27,940,51,237,51,16,14,8,10,8,10,16,11,16,11,0,109,52,26,52,26,0,109,44,22,44,22,0,109,106,37,103,37,3,4,3,4,3,4,0,109,0,109,0,109,0,109,703,47,943,57,255,55,7,8,7,8,0,109,0,109,0,109,0,109,64,30,64,30,0,109,65,23,65,23,0,109,65,18,63,19,2,3,51,24,47,22,4,5,3,5,3,5,0,109,688,52
0500000US20085,20085,"Jackson County, Kansas",12830,73,6338,86,1826,82,186,71,183,71,3,5,121,47,121,47,0,109,340,78,324,73,16,19,522,109,468,94,54,48,461,62,428,58,33,24,172,64,153,63,19,17,24,25,13,14,11,18,4512,84,6492,51,1783,110,135,47,100,44,35,25,125,61,125,61,0,109,417,87,370,85,47,49,347,82,332,82,15,14,390,56,302,69,88,89,250,72,207,70,43,27,119,62,81,43,38,41,4709,109
0500000US20087,20087,"Jefferson County, Kansas",18328,91,9240,94,2315,144,152,55,88,54,64,39,117,47,93,40,24,31,534,90,491,99,43,41,543,92,530,93,13,12,678,69,659,69,19,21,244,134,231,133,13,11,47,51,44,51,3,6,6925,165,9088,111,2373,141,148,61,112,51,36,33,124,50,95,46,29,32,399,71,362,80,37,32,555,84,520,88,35,32,678,65,669,66,9,13,384,97,336,93,48,30,85,61,57,52,28,30,6715,156
0500000US20089,20089,"Jewell County, Kansas",3074,16,1543,21,303,32,16,15,10,13,6,7,18,13,18,13,0,109,63,23,57,23,6,7,95,27,76,27,19,19,84,18,77,18,7,8,21,16,21,16,0,109,6,7,2,3,4,6,1240,29,1531,19,292,34,0,109,0,109,0,109,5,7,5,7,0,109,71,17,55,21,16,15,79,25,79,25,0,109,75,18,75,18,0,109,42,17,42,17,0,109,20,14,12,10,8,10,1239,38
0500000US20091,20091,"Johnson County, Kansas",508840,447,248071,369,73746,871,6807,440,2723,338,4084,364,4544,431,3690,417,854,191,16423,597,13899,553,2524,343,15223,557,12975,530,2248,286,15471,446,13475,472,1996,202,11539,687,9577,634,1962,337,3739,347,2397,286,1342,214,174325,848,260769,360,73430,1071,5528,399,2113,269,3415,338,3715,363,3024,310,691,164,15517,622,13257,657,2260,311,15373,632,12994,577,2379,314,14856,353,12667,414,2189,245,13199,803,10365,736,2834,374,5242,461,3577,369,1665,257,187339,1021
0500000US20093,20093,"Kearny County, Kansas",3782,37,1816,54,532,92,12,14,7,11,5,9,42,27,42,27,0,109,140,68,140,68,0,109,169,64,169,64,0,109,135,49,125,49,10,14,21,18,21,18,0,109,13,20,13,20,0,109,1284,108,1966,56,621,68,37,30,19,29,18,19,40,22,40,22,0,109,132,45,132,45,0,109,173,47,173,47,0,109,112,44,112,44,0,109,86,46,86,46,0,109,41,33,41,33,0,109,1345,82
0500000US20095,20095,"Kingman County, Kansas",7732,59,3757,76,836,97,41,31,24,23,17,18,50,27,40,29,10,15,260,58,140,61,120,54,168,45,121,53,47,59,265,73,265,73,0,109,39,34,36,30,3,6,13,22,13,22,0,109,2921,75,3975,100,914,120,55,43,40,42,15,14,31,27,9,12,22,24,247,65,209,70,38,36,224,63,164,46,60,41,191,72,191,72,0,109,123,70,111,65,12,21,43,41,12,11,31,40,3061,125
0500000US20097,20097,"Kiowa County, Kansas",2593,38,1190,115,303,71,10,10,10,10,0,109,9,10,9,10,0,109,72,31,56,26,16,20,75,35,65,32,10,16,83,46,74,47,9,15,42,29,16,15,26,23,12,13,0,109,12,13,887,80,1403,126,510,311,34,21,30,21,4,6,40,19,31,16,9,12,43,21,23,16,20,18,64,23,53,21,11,15,62,32,58,30,4,7,253,348,16,32,237,377,14,14,6,6,8,13,893,204
0500000US20099,20099,"Labette County, Kansas",20937,99,10211,129,2682,212,153,71,134,70,19,20,88,45,88,45,0,109,725,108,598,130,127,87,582,101,525,98,57,45,706,113,559,93,147,126,398,126,362,123,36,40,30,24,19,18,11,16,7529,225,10726,107,2846,187,149,77,69,57,80,47,229,94,191,91,38,30,525,111,415,115,110,54,561,100,484,96,77,54,629,88,580,89,49,62,606,127,589,127,17,18,147,71,109,62,38,40,7880,180
0500000US20101,20101,"Lane County, Kansas",1690,177,808,110,162,51,2,3,2,3,0,109,5,6,5,6,0,109,39,29,39,29,0,109,65,28,65,28,0,109,40,26,40,26,0,109,8,10,8,10,0,109,3,5,3,5,0,109,646,86,882,113,211,70,20,19,20,19,0,109,7,11,7,11,0,109,60,33,60,33,0,109,35,16,35,16,0,109,40,25,40,25,0,109,46,43,10,13,36,38,3,3,3,3,0,109,671,93
0500000US20103,20103,"Leavenworth County, Kansas",71762,209,38225,225,10275,346,710,154,372,127,338,118,505,122,449,114,56,39,2102,217,1933,212,169,100,2348,230,1976,254,372,162,2322,187,2081,211,241,107,1437,224,1152,204,285,108,851,191,508,144,343,121,27950,340,33537,184,9800,358,855,196,377,117,478,139,531,127,372,113,159,83,2108,210,1743,220,365,127,1677,238,1510,206,167,91,2248,199,1971,224,277,115,1855,262,1465,247,390,121,526,167,433,149,93,73,23737,360
0500000US20105,20105,"Lincoln County, Kansas",3182,20,1562,32,352,44,36,21,28,18,8,11,13,11,9,10,4,6,103,25,99,25,4,10,81,24,67,21,14,14,76,36,76,36,0,109,38,24,34,24,4,7,5,7,5,7,0,109,1210,43,1620,35,409,45,18,16,18,16,0,109,23,13,23,13,0,109,90,26,76,24,14,15,83,22,83,22,0,109,100,29,100,29,0,109,64,26,53,25,11,9,31,20,29,20,2,5,1211,44
0500000US20107,20107,"Linn County, Kansas",9382,59,4697,47,1020,89,24,24,16,22,8,11,96,42,96,42,0,109,198,63,189,64,9,10,299,64,280,60,19,29,301,73,295,73,6,10,47,34,27,25,20,22,55,46,49,45,6,9,3677,86,4685,48,958,62,76,32,51,29,25,22,55,32,55,32,0,109,244,65,234,63,10,17,262,82,262,82,0,109,248,43,248,43,0,109,41,27,38,27,3,6,32,26,12,14,20,22,3727,60
0500000US20109,20109,"Logan County, Kansas",2678,29,1335,30,349,63,18,18,9,11,9,12,3,5,3,5,0,109,97,25,75,23,22,15,78,26,69,24,9,14,117,58,117,58,0,109,36,34,36,34,0,109,0,109,0,109,0,109,986,67,1343,27,321,40,36,27,28,22,8,13,16,14,16,14,0,109,74,18,52,21,22,19,66,19,62,20,4,7,64,12,62,13,2,4,55,33,39,28,16,20,10,10,10,10,0,109,1022,36
0500000US20111,20111,"Lyon County, Kansas",33358,147,16419,202,5257,302,270,118,245,116,25,22,206,102,206,102,0,109,811,151,713,149,98,79,916,143,901,150,15,23,962,142,959,142,3,5,1935,320,1842,290,93,75,157,84,157,84,0,109,11162,317,16939,179,5971,293,285,94,227,84,58,33,330,117,319,118,11,17,882,147,806,167,76,60,824,150,671,127,153,127,705,101,621,138,84,97,2609,251,2547,248,62,45,336,115,336,115,0,109,10968,270
0500000US20113,20113,"McPherson County, Kansas",28264,101,13848,125,3798,290,202,94,164,85,38,34,179,69,137,61,42,37,661,133,557,128,104,62,980,132,791,122,189,86,773,111,739,112,34,28,928,295,361,233,567,267,75,47,14,19,61,46,10050,290,14416,126,3934,246,267,86,213,82,54,46,107,51,88,47,19,21,763,117,640,112,123,74,760,113,595,108,165,66,672,120,639,105,33,36,1206,287,689,273,517,259,159,84,115,63,44,50,10482,238
