GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
0500000US10003,10003,"New Castle County, Delaware",50644,*****,25977,*****,8959,*****,8735,237,224,237,61,103,163,216,17018,*****,10458,1547,6560,1546,1760,764,4800,1496,24667,*****,8662,*****,8390,249,272,248,146,146,126,195,16005,*****,10317,1278,5688,1278,1798,765,3890,1076
0500000US10005,10005,"Sussex County, Delaware",19082,*****,10441,439,3819,282,3484,255,335,271,0,189,335,271,6622,344,2060,723,4562,839,929,322,3633,861,8641,439,3703,282,3703,282,0,189,0,189,0,189,4938,345,2210,810,2728,718,751,488,1977,578
0500000US11001,11001,"District of Columbia, District of Columbia",65560,*****,33408,370,7669,370,6797,577,872,507,308,262,564,445,25739,*****,9226,1307,16513,1307,5544,1087,10969,1504,32152,370,8077,370,6796,561,1281,574,921,518,360,238,24075,*****,10324,1519,13751,1518,4890,1053,8861,1535
0500000US12001,12001,"Alachua County, Florida",22567,*****,10899,478,2149,478,2149,478,0,218,0,218,0,218,8750,*****,6404,796,2346,796,965,497,1381,660,11668,478,2311,478,2311,478,0,218,0,218,0,218,9357,*****,6249,894,3108,894,2114,824,994,534
0500000US12005,12005,"Bay County, Florida",9408,*****,4571,662,1348,649,1185,617,163,258,0,218,163,258,3223,207,2071,597,1152,553,200,188,952,607,4837,662,1701,648,1701,648,0,218,0,218,0,218,3136,207,1868,585,1268,581,364,360,904,607
0500000US12009,12009,"Brevard County, Florida",49704,*****,24400,*****,7557,*****,7269,252,288,252,137,171,151,182,16843,*****,11543,1463,5300,1463,3193,1112,2107,1116,25304,*****,7003,*****,6414,572,589,572,257,303,332,512,18301,*****,11799,1578,6502,1578,4219,1276,2283,933
0500000US12011,12011,"Broward County, Florida",495450,*****,241427,*****,61117,*****,55544,1567,5573,1567,1187,736,4386,1533,180310,*****,70290,4634,110020,4633,59903,5214,50117,5457,254023,*****,58579,*****,51203,1898,7376,1898,1450,686,5926,1750,195444,*****,73100,4536,122344,4536,70626,4001,51718,4221
0500000US12015,12015,"Charlotte County, Florida",10792,*****,4825,321,958,321,903,321,55,104,0,218,55,104,3867,*****,2601,549,1266,549,545,373,721,490,5967,321,1971,321,1875,378,96,160,0,218,96,160,3996,*****,1926,752,2070,752,997,392,1073,816
0500000US12019,12019,"Clay County, Florida",17146,*****,9397,778,3550,548,3317,549,233,237,0,218,233,237,5847,536,3124,885,2723,1075,1216,833,1507,1049,7749,778,2011,548,1691,487,320,362,0,218,320,362,5738,535,3647,710,2091,843,1751,798,340,334
0500000US12021,12021,"Collier County, Florida",89213,*****,46782,*****,14250,*****,12062,861,2188,861,54,92,2134,847,32532,*****,11953,2241,20579,2242,6946,1406,13633,2422,42431,*****,13412,*****,11925,706,1487,706,241,405,1246,623,29019,*****,11762,1909,17257,1908,7693,1657,9564,1907
0500000US12031,12031,"Duval County, Florida",73662,*****,37349,*****,11330,*****,10460,649,870,650,0,218,870,650,26019,*****,15244,2917,10775,2917,3915,1154,6860,2628,36313,*****,10628,*****,10453,230,175,230,0,218,175,230,25685,*****,17157,1437,8528,1437,5016,1231,3512,1086
0500000US12033,12033,"Escambia County, Florida",16026,*****,9647,627,3026,627,3026,627,0,218,0,218,0,218,6621,*****,5469,546,1152,546,581,354,571,403,6379,627,1288,627,1282,627,6,12,6,12,0,218,5091,*****,3981,509,1110,509,441,321,669,426
0500000US12053,12053,"Hernando County, Florida",19430,*****,9778,468,3065,467,2727,562,338,400,0,218,338,400,6713,*****,4541,771,2172,771,963,477,1209,770,9652,467,2466,468,2295,536,171,238,0,218,171,238,7186,*****,5218,658,1968,658,924,467,1044,489
0500000US12055,12055,"Highlands County, Florida",17731,*****,10061,705,3456,705,3155,743,301,444,0,218,301,444,6605,*****,2919,977,3686,976,1356,547,2330,962,7670,705,2082,705,2082,705,0,218,0,218,0,218,5588,*****,3318,568,2270,569,772,446,1498,477
0500000US12057,12057,"Hillsborough County, Florida",335884,*****,166734,*****,50575,*****,47159,1283,3416,1283,465,376,2951,1221,116159,*****,63979,4289,52180,4290,21316,2779,30864,3645,169150,*****,48064,*****,45090,1047,2974,1047,656,434,2318,884,121086,*****,68570,3352,52516,3352,25283,2656,27233,2585
0500000US12061,12061,"Indian River County, Florida",16576,*****,8386,593,2564,594,2119,584,445,277,77,119,368,276,5822,*****,2725,879,3097,879,1673,875,1424,699,8190,593,2858,594,2691,578,167,168,36,72,131,158,5332,*****,2481,590,2851,590,1565,684,1286,775
0500000US12069,12069,"Lake County, Florida",41060,*****,19881,724,6328,724,5965,838,363,435,0,218,363,435,13553,*****,8922,1171,4631,1172,2006,964,2625,865,21179,724,7170,724,7170,724,0,218,0,218,0,218,14009,*****,9108,1415,4901,1414,2093,953,2808,1297
0500000US12071,12071,"Lee County, Florida",126363,*****,65121,*****,20661,*****,18268,886,2393,885,679,496,1714,855,44460,*****,19351,3183,25109,3183,5661,1295,19448,3520,61242,*****,19270,*****,17264,866,2006,866,87,93,1919,871,41972,*****,16433,2499,25539,2500,8863,1559,16676,2887
0500000US12073,12073,"Leon County, Florida",16907,*****,8241,195,1860,194,1640,358,220,351,220,351,0,218,6381,*****,4358,759,2023,759,725,330,1298,809,8666,194,1602,194,1557,206,45,68,6,13,39,67,7064,*****,4773,679,2291,679,1017,396,1274,611
0500000US12081,12081,"Manatee County, Florida",52330,*****,27085,*****,10075,*****,9288,447,787,448,116,151,671,437,17010,*****,5486,1898,11524,1898,2723,870,8801,1755,25245,*****,9496,*****,8293,769,1203,769,134,190,1069,721,15749,*****,6436,1369,9313,1369,3714,1677,5599,1342
0500000US12083,12083,"Marion County, Florida",39297,*****,20833,383,7321,383,7015,405,306,268,0,218,306,268,13512,*****,9555,1205,3957,1206,2348,942,1609,823,18464,383,4920,383,4661,439,259,276,84,148,175,232,13544,*****,10406,1118,3138,1118,1102,612,2036,1241
0500000US12085,12085,"Martin County, Florida",19647,*****,10187,697,3428,554,2821,498,607,328,61,91,546,349,6759,327,1634,691,5125,673,863,535,4262,778,9460,697,3277,555,2938,613,339,296,68,92,271,277,6183,327,3484,718,2699,628,891,615,1808,610
0500000US12086,12086,"Miami-Dade County, Florida",1717147,*****,829865,*****,171224,*****,141634,3042,29590,3042,7290,1715,22300,2752,658641,*****,160700,7612,497941,7612,262310,7286,235631,8024,887282,*****,163569,*****,136041,2852,27528,2852,5707,1183,21821,2539,723713,*****,153851,6634,569862,6634,332270,7472,237592,7958
0500000US12087,12087,"Monroe County, Florida",16542,*****,8435,418,1784,418,1634,422,150,186,51,93,99,166,6651,*****,2923,894,3728,894,1715,829,2013,1001,8107,418,2105,418,1863,499,242,355,0,218,242,355,6002,*****,2142,820,3860,819,1226,511,2634,1014
0500000US12091,12091,"Okaloosa County, Florida",16133,*****,8347,494,2423,399,2423,399,0,218,0,218,0,218,5924,325,4476,718,1448,615,863,508,585,387,7786,494,2780,399,2342,539,438,460,178,260,260,336,5006,325,2529,678,2477,651,1371,620,1106,554
0500000US12095,12095,"Orange County, Florida",351489,*****,173525,*****,49277,*****,46344,1298,2933,1298,536,534,2397,1189,124248,*****,79063,4581,45185,4581,18279,2973,26906,4180,177964,*****,46474,*****,44460,979,2014,979,371,394,1643,918,131490,*****,84450,4302,47040,4302,21633,3288,25407,3538
0500000US12097,12097,"Osceola County, Florida",145219,*****,71063,*****,21627,*****,21019,567,608,567,30,53,578,565,49436,*****,33959,2813,15477,2813,7676,1645,7801,2334,74156,*****,20616,*****,20293,337,323,337,38,64,285,327,53540,*****,38977,3164,14563,3164,6669,2011,7894,2326
0500000US12099,12099,"Palm Beach County, Florida",277901,*****,140263,*****,39198,*****,34859,1275,4339,1274,133,112,4206,1255,101065,*****,32547,3772,68518,3772,24158,2777,44360,4190,137638,*****,37505,*****,33771,977,3734,977,440,234,3294,945,100133,*****,36170,3304,63963,3305,28736,2544,35227,3042
0500000US12101,12101,"Pasco County, Florida",61723,*****,30549,*****,9985,*****,9389,465,596,464,0,218,596,464,20564,*****,13903,1699,6661,1699,3249,913,3412,1507,31174,*****,9627,*****,9586,67,41,67,0,218,41,67,21547,*****,14033,1444,7514,1444,4499,1005,3015,1027
0500000US12103,12103,"Pinellas County, Florida",80022,*****,39554,*****,12052,*****,11229,522,823,521,165,199,658,494,27502,*****,15484,1989,12018,1988,4048,1046,7970,2011,40468,*****,11594,*****,10353,722,1241,722,383,359,858,724,28874,*****,17581,1638,11293,1639,5852,1038,5441,1108
0500000US12105,12105,"Polk County, Florida",118572,*****,60803,*****,21210,*****,20335,593,875,593,0,218,875,593,39593,*****,21411,2687,18182,2687,4989,1152,13193,2445,57769,*****,20126,*****,19098,805,1028,805,90,147,938,787,37643,*****,22462,2054,15181,2053,4774,1204,10407,1839
0500000US12107,12107,"Putnam County, Florida",6823,*****,3997,585,1833,512,1833,512,0,218,0,218,0,218,2164,253,1078,438,1086,473,248,248,838,410,2826,585,749,513,722,506,27,50,0,218,27,50,2077,254,858,518,1219,545,164,186,1055,526
0500000US12109,12109,"St. Johns County, Florida",12217,*****,6951,799,1914,764,1914,764,0,218,0,218,0,218,5037,263,3781,688,1256,596,1070,581,186,235,5266,799,1643,764,1643,764,0,218,0,218,0,218,3623,263,2236,690,1387,600,1277,595,110,186
0500000US12111,12111,"St. Lucie County, Florida",49258,*****,24410,1097,7592,1097,7219,1245,373,639,373,639,0,218,16818,*****,9069,2209,7749,2209,3836,1548,3913,1833,24848,1097,8188,1096,7876,1180,312,454,0,218,312,454,16660,*****,8672,1488,7988,1489,4461,1329,3527,1380
0500000US12115,12115,"Sarasota County, Florida",33393,*****,17179,382,5437,382,4543,739,894,702,740,691,154,249,11742,*****,5170,1132,6572,1132,2803,1004,3769,1276,16214,382,4575,382,4284,354,291,339,0,218,291,339,11639,*****,4947,1116,6692,1116,3132,987,3560,1198
0500000US12117,12117,"Seminole County, Florida",81311,*****,39395,*****,11153,*****,10795,376,358,377,122,214,236,288,28242,*****,18822,1743,9420,1743,4715,1391,4705,1455,41916,*****,10898,*****,10176,672,722,671,447,545,275,256,31018,*****,23212,1648,7806,1648,6248,1406,1558,838
0500000US12119,12119,"Sumter County, Florida",6080,*****,3920,501,750,87,750,87,0,218,0,218,0,218,3170,481,2128,598,1042,399,40,42,1002,406,2160,500,482,87,402,154,80,130,0,218,80,130,1678,481,1193,484,485,342,110,152,375,317
0500000US12127,12127,"Volusia County, Florida",59941,*****,29808,*****,9265,*****,8940,284,325,284,267,273,58,96,20543,*****,14671,1478,5872,1478,3624,1209,2248,1006,30133,*****,8698,*****,8698,2,0,218,0,218,0,218,21435,*****,14925,1328,6510,1328,4477,1203,2033,754
0500000US13013,13013,"Barrow County, Georgia",6587,*****,3871,264,1809,213,1809,213,0,214,0,214,0,214,2062,150,709,502,1353,516,516,459,837,520,2716,264,795,213,795,213,0,214,0,214,0,214,1921,149,584,302,1337,337,367,242,970,343
0500000US13045,13045,"Carroll County, Georgia",7284,*****,3452,762,1117,762,918,635,199,298,0,214,199,298,2335,2,578,563,1757,563,0,214,1757,563,3832,762,1597,762,1398,967,199,298,0,214,199,298,2235,4,1053,484,1182,484,627,459,555,524
0500000US13051,13051,"Chatham County, Georgia",16521,*****,8466,761,2354,672,2211,634,143,211,0,214,143,211,6112,338,2707,918,3405,950,885,764,2520,866,8055,761,2904,672,2904,672,0,214,0,214,0,214,5151,338,3251,612,1900,566,323,225,1577,495
0500000US13057,13057,"Cherokee County, Georgia",22651,*****,12360,509,4700,421,4171,544,529,462,81,146,448,439,7660,295,1653,1118,6007,1111,1177,519,4830,833,10291,509,3848,421,3573,486,275,267,93,166,182,206,6443,295,2325,922,4118,979,765,381,3353,1006
0500000US13059,13059,"Clarke County, Georgia",12955,*****,6833,746,2551,715,2445,766,106,140,0,214,106,140,4282,286,1814,609,2468,688,218,155,2250,688,6122,746,2012,715,1816,675,196,169,45,73,151,128,4110,287,1153,410,2957,515,519,443,2438,652
0500000US13063,13063,"Clayton County, Georgia",34825,*****,18733,*****,7106,*****,6373,433,733,433,0,214,733,433,11627,*****,3193,1029,8434,1029,1529,832,6905,1318,16092,*****,6733,*****,5964,409,769,409,0,214,769,409,9359,*****,2954,872,6405,872,1082,663,5323,1099
0500000US13067,13067,"Cobb County, Georgia",90667,*****,47337,*****,17302,*****,16009,681,1293,681,387,471,906,651,30035,*****,9672,2073,20363,2073,3361,895,17002,2421,43330,*****,16367,*****,15228,694,1139,694,288,277,851,615,26963,*****,10374,1569,16589,1569,5210,1311,11379,1679
0500000US13077,13077,"Coweta County, Georgia",9020,*****,4615,425,1375,165,1305,211,70,125,70,125,0,214,3240,364,706,433,2534,528,608,393,1926,461,4405,425,1634,165,1239,383,395,362,72,120,323,317,2771,365,802,377,1969,588,177,184,1792,603
0500000US13089,13089,"DeKalb County, Georgia",65120,*****,35241,393,11567,393,10807,571,760,516,55,97,705,499,23674,*****,4398,1059,19276,1058,2144,704,17132,1164,29879,393,11815,393,10698,718,1117,732,191,307,926,595,18064,*****,5401,1055,12663,1055,1586,553,11077,1147
0500000US13097,13097,"Douglas County, Georgia",12102,*****,6150,1092,2147,912,1959,883,188,267,63,128,125,230,4003,593,1191,768,2812,548,717,531,2095,634,5952,1092,2737,912,2737,912,0,214,0,214,0,214,3215,592,1495,751,1720,828,383,333,1337,904
0500000US13113,13113,"Fayette County, Georgia",7469,*****,3785,289,1516,169,862,444,654,479,0,214,654,479,2269,202,764,401,1505,418,719,478,786,363,3684,289,1227,169,984,283,243,218,20,45,223,219,2457,202,985,400,1472,396,732,463,740,391
0500000US13115,13115,"Floyd County, Georgia",9666,*****,5701,823,2180,583,2078,606,102,180,0,214,102,180,3521,428,1197,733,2324,717,679,535,1645,812,3965,824,1689,583,1282,581,407,328,0,214,407,328,2276,429,418,486,1858,488,506,344,1352,674
0500000US13117,13117,"Forsyth County, Georgia",18817,*****,9841,463,3396,416,2525,559,871,358,249,355,622,397,6445,224,1792,788,4653,826,992,613,3661,885,8976,463,3592,416,3014,519,578,425,194,233,384,390,5384,224,1602,589,3782,543,989,518,2793,600
0500000US13121,13121,"Fulton County, Georgia",75465,*****,40136,*****,13727,*****,11915,928,1812,927,237,321,1575,926,26409,*****,8856,1721,17553,1721,4297,1717,13256,2185,35329,*****,12741,*****,12544,226,197,226,0,214,197,226,22588,*****,8526,1551,14062,1550,4261,1017,9801,1798
0500000US13135,13135,"Gwinnett County, Georgia",175703,*****,92376,*****,32982,*****,28867,1356,4115,1356,980,968,3135,935,59394,*****,12912,2443,46482,2444,8521,1741,37961,2850,83327,*****,31420,*****,29238,881,2182,881,566,556,1616,763,51907,*****,14532,2509,37375,2509,8671,1727,28704,2705
0500000US13139,13139,"Hall County, Georgia",50983,*****,28802,869,12377,869,11652,1041,725,665,0,214,725,665,16425,*****,4399,1166,12026,1165,1067,579,10959,1282,22181,869,8283,869,7608,798,675,522,0,214,675,522,13898,*****,3958,937,9940,938,1625,618,8315,1048
0500000US13151,13151,"Henry County, Georgia",13282,*****,6896,700,3017,541,3017,541,0,214,0,214,0,214,3879,397,2529,740,1350,635,335,329,1015,644,6386,700,1983,541,1983,541,0,214,0,214,0,214,4403,396,2576,1048,1827,1011,909,874,918,693
0500000US13153,13153,"Houston County, Georgia",9552,*****,5161,474,1916,321,1875,368,41,106,0,214,41,106,3245,256,1505,896,1740,879,1013,638,727,833,4391,474,1635,321,1458,430,177,315,0,214,177,315,2756,256,1174,715,1582,594,169,220,1413,660
0500000US13179,13179,"Liberty County, Georgia",7430,*****,3656,255,1145,217,1145,217,0,214,0,214,0,214,2511,93,1931,336,580,345,433,287,147,222,3774,255,1346,217,1346,217,0,214,0,214,0,214,2428,93,1455,418,973,389,832,361,141,166
0500000US13215,13215,"Muscogee County, Georgia",14839,*****,7892,418,2864,374,2826,362,38,68,38,68,0,214,5028,261,3348,688,1680,724,43,76,1637,726,6947,418,1975,374,1937,398,38,69,38,69,0,214,4972,260,3297,620,1675,697,848,612,827,672
0500000US13245,13245,"Richmond County, Georgia",9163,*****,4755,414,1135,362,989,448,146,213,0,214,146,213,3620,236,2381,717,1239,742,163,253,1076,829,4408,414,1490,362,1339,382,151,198,0,214,151,198,2918,236,2098,563,820,403,292,233,528,439
0500000US13247,13247,"Rockdale County, Georgia",8751,*****,4711,822,1697,749,1412,761,285,356,121,212,164,302,3014,295,1018,525,1996,549,429,263,1567,548,4040,822,1780,749,1576,742,204,339,0,214,204,339,2260,295,1048,530,1212,560,256,249,956,579
0500000US13297,13297,"Walton County, Georgia",3294,*****,1534,282,517,307,517,307,0,214,0,214,0,214,1017,123,541,354,476,334,85,112,391,316,1760,282,863,308,678,329,185,208,0,214,185,208,897,123,462,136,435,199,272,223,163,219
0500000US13313,13313,"Whitfield County, Georgia",33886,*****,17401,494,6621,495,5958,700,663,617,0,214,663,617,10780,*****,3130,1161,7650,1161,1516,672,6134,1307,16485,494,6887,495,6138,1018,749,826,0,214,749,826,9598,*****,2604,955,6994,955,888,539,6106,1068
0500000US15001,15001,"Hawaii County, Hawaii",23301,*****,11980,286,4948,286,4948,286,0,185,0,185,0,185,7032,*****,6354,386,678,386,349,292,329,271,11321,286,4177,286,4177,286,0,185,0,185,0,185,7144,*****,6395,532,749,532,338,235,411,495
0500000US15003,15003,"Honolulu County, Hawaii",90379,*****,47445,*****,16821,*****,16693,135,128,135,64,104,64,82,30624,*****,26510,1106,4114,1106,2660,715,1454,1016,42934,*****,15812,*****,15735,101,77,101,56,95,21,37,27122,*****,23840,1103,3282,1102,2351,1116,931,499
0500000US15009,15009,"Maui County, Hawaii",17081,28,9048,385,3480,386,3480,386,0,185,0,185,0,185,5568,29,4151,649,1417,643,516,474,901,569,8033,386,2759,386,2759,386,0,185,0,185,0,185,5274,4,4532,447,742,447,626,414,116,119
0500000US16001,16001,"Ada County, Idaho",31320,*****,16952,832,6622,832,6462,853,160,169,0,193,160,169,10330,*****,7638,875,2692,875,1202,716,1490,641,14368,832,4951,832,4951,832,0,193,0,193,0,193,9417,*****,6945,913,2472,914,1095,563,1377,817
0500000US16019,16019,"Bonneville County, Idaho",13358,*****,6233,521,2335,513,1761,778,574,481,49,87,525,482,3898,134,1801,587,2097,596,542,525,1555,607,7125,521,3551,513,3551,513,0,193,0,193,0,193,3574,134,1791,439,1783,460,429,371,1354,529
0500000US16027,16027,"Canyon County, Idaho",48564,*****,24709,*****,10190,*****,9884,441,306,441,266,436,40,73,14519,*****,8192,1317,6327,1317,1780,559,4547,1197,23855,*****,10076,*****,9868,320,208,320,0,193,208,320,13779,*****,8532,1141,5247,1140,1524,674,3723,1025
0500000US16083,16083,"Twin Falls County, Idaho",11752,*****,6476,339,2678,339,2313,389,365,252,31,60,334,243,3798,*****,1538,637,2260,637,318,238,1942,676,5276,339,2036,339,1998,339,38,60,15,33,23,46,3240,*****,2148,438,1092,438,113,130,979,418
0500000US17019,17019,"Champaign County, Illinois",11499,*****,6391,402,2052,384,1884,412,168,210,111,193,57,104,4339,112,2440,674,1899,672,305,321,1594,773,5108,402,1394,384,1241,367,153,167,55,78,98,137,3714,112,2301,409,1413,404,561,444,852,393
0500000US17031,17031,"Cook County, Illinois",1294186,*****,663831,*****,215340,*****,201967,1842,13373,1842,2025,808,11348,1819,448491,*****,199320,6873,249171,6872,81167,4318,168004,6719,630355,*****,206955,*****,195781,1732,11174,1731,2026,783,9148,1633,423400,*****,198422,6168,224978,6168,78118,4292,146860,5941
0500000US17037,17037,"DeKalb County, Illinois",11148,*****,5550,528,2137,455,2066,485,71,94,31,53,40,72,3413,223,2016,444,1397,406,242,254,1155,399,5598,528,1956,455,1956,455,0,185,0,185,0,185,3642,223,1994,555,1648,601,382,466,1266,473
0500000US17043,17043,"DuPage County, Illinois",129775,*****,66960,*****,23513,*****,22175,600,1338,600,108,130,1230,579,43447,*****,19571,2134,23876,2134,7986,1468,15890,2228,62815,*****,23078,*****,22022,485,1056,485,112,110,944,457,39737,*****,17642,1612,22095,1612,8093,1205,14002,1694
0500000US17089,17089,"Kane County, Illinois",163492,*****,84737,*****,31435,*****,28745,1058,2690,1058,446,426,2244,981,53302,*****,17914,2158,35388,2157,8320,1484,27068,2497,78755,*****,30145,*****,28578,667,1567,666,135,128,1432,652,48610,*****,18952,2179,29658,2179,7314,1295,22344,2329
0500000US17091,17091,"Kankakee County, Illinois",10657,*****,5800,358,2096,338,2087,341,9,18,9,18,0,185,3704,152,1139,632,2565,584,356,328,2209,633,4857,358,2081,338,1839,426,242,324,22,37,220,329,2776,151,1869,286,907,347,244,203,663,312
0500000US17093,17093,"Kendall County, Illinois",19596,*****,9331,987,3610,882,3610,882,0,185,0,185,0,185,5721,313,4080,941,1641,964,733,671,908,800,10265,987,4010,881,3929,882,81,113,0,185,81,113,6255,313,3660,1015,2595,1082,422,591,2173,1199
0500000US17097,17097,"Lake County, Illinois",145195,*****,75103,*****,27592,*****,26265,599,1327,599,398,338,929,560,47511,*****,14415,1515,33096,1514,10609,1655,22487,2193,70092,*****,26363,*****,24545,682,1818,682,473,308,1345,622,43729,*****,16486,1722,27243,1722,8701,1294,18542,1975
0500000US17099,17099,"LaSalle County, Illinois",9730,*****,5059,455,1778,455,1741,465,37,64,0,185,37,64,3281,*****,2236,350,1045,350,394,240,651,406,4671,456,1925,456,1841,447,84,147,0,185,84,147,2746,*****,1961,373,785,373,283,223,502,323
0500000US17111,17111,"McHenry County, Illinois",37121,*****,19422,*****,7316,*****,6879,362,437,362,130,161,307,325,12106,*****,5999,724,6107,724,2452,851,3655,1136,17699,*****,6949,*****,6558,365,391,365,133,228,258,285,10750,*****,4987,988,5763,988,1978,1147,3785,1129
0500000US17119,17119,"Madison County, Illinois",8077,*****,4344,434,1596,388,1544,374,52,87,0,185,52,87,2748,153,1809,422,939,393,375,337,564,287,3733,434,1310,389,1196,455,114,199,0,185,114,199,2423,153,1741,402,682,362,91,112,591,366
0500000US17143,17143,"Peoria County, Illinois",8265,*****,4212,284,1748,244,1532,264,216,146,0,185,216,146,2464,159,1497,398,967,479,137,119,830,430,4053,284,1314,244,1205,276,109,117,0,185,109,117,2739,159,1583,436,1156,357,507,302,649,341
0500000US17161,17161,"Rock Island County, Illinois",18045,*****,9122,182,3319,182,3000,323,319,263,90,142,229,226,5803,*****,3127,611,2676,611,518,312,2158,629,8923,182,3407,182,3113,332,294,254,0,185,294,254,5516,*****,3197,530,2319,530,1070,407,1249,495
0500000US17163,17163,"St. Clair County, Illinois",9780,*****,5178,334,1975,176,1787,244,188,187,56,86,132,167,3203,265,2242,428,961,395,376,286,585,330,4602,334,1587,176,1587,176,0,185,0,185,0,185,3015,265,1931,329,1084,324,526,306,558,309
0500000US17179,17179,"Tazewell County, Illinois",2981,*****,1340,353,274,228,274,228,0,185,0,185,0,185,1066,167,402,150,664,179,347,161,317,231,1641,353,736,228,736,228,0,185,0,185,0,185,905,167,711,186,194,146,194,146,0,185
0500000US17197,17197,"Will County, Illinois",111281,*****,57405,*****,21260,*****,20614,351,646,351,157,141,489,344,36145,*****,16025,1425,20120,1424,6159,1063,13961,1552,53876,*****,20374,*****,19542,560,832,560,104,133,728,547,33502,*****,15846,1750,17656,1750,7854,1166,9802,1537
0500000US17201,17201,"Winnebago County, Illinois",34140,*****,17562,*****,7046,*****,6811,219,235,219,0,185,235,219,10516,*****,4413,929,6103,929,1233,529,4870,926,16578,*****,6777,*****,6732,80,45,80,0,185,45,80,9801,*****,4547,882,5254,882,1785,703,3469,845
0500000US18003,18003,"Allen County, Indiana",25187,*****,12939,302,5286,302,5162,338,124,164,0,190,124,164,7653,*****,3893,603,3760,604,970,427,2790,572,12248,303,5144,302,4774,323,370,302,0,190,370,302,7104,*****,3924,702,3180,702,900,460,2280,565
0500000US18019,18019,"Clark County, Indiana",5738,*****,3061,584,1204,601,1204,601,0,190,0,190,0,190,1857,67,669,387,1188,372,330,290,858,472,2677,584,1021,601,1021,601,0,190,0,190,0,190,1656,66,1111,529,545,516,70,141,475,482
0500000US18039,18039,"Elkhart County, Indiana",29806,*****,15472,747,6748,657,6226,885,522,630,0,190,522,630,8724,338,3028,975,5696,980,1122,551,4574,990,14334,747,6062,657,5685,703,377,308,0,190,377,308,8272,338,3205,821,5067,748,1116,714,3951,963
0500000US18043,18043,"Floyd County, Indiana",2226,*****,1090,223,514,133,380,230,134,123,0,190,134,123,576,231,345,288,231,216,0,190,231,216,1136,223,395,133,94,137,301,207,0,190,301,207,741,231,400,317,341,198,33,55,308,207
0500000US18057,18057,"Hamilton County, Indiana",11010,*****,4872,239,1896,239,1782,296,114,164,0,190,114,164,2976,4,1354,570,1622,570,761,395,861,498,6138,239,2450,240,2278,295,172,235,110,149,62,101,3688,2,1657,684,2031,684,919,357,1112,534
0500000US18063,18063,"Hendricks County, Indiana",5283,*****,2273,520,614,396,614,396,0,190,0,190,0,190,1659,254,722,431,937,412,288,286,649,425,3010,520,1385,396,1385,396,0,190,0,190,0,190,1625,254,647,291,978,399,476,381,502,348
0500000US18085,18085,"Kosciusko County, Indiana",6100,*****,3531,307,1622,197,1575,236,47,81,0,190,47,81,1909,237,567,364,1342,313,195,193,1147,352,2569,307,962,196,920,185,42,65,0,190,42,65,1607,237,721,203,886,264,104,120,782,283
0500000US18089,18089,"Lake County, Indiana",87242,*****,44028,*****,14854,*****,14682,210,172,210,172,210,0,190,29174,*****,20147,1953,9027,1953,4664,1450,4363,1244,43214,*****,14525,*****,14072,344,453,344,269,271,184,210,28689,*****,21859,1460,6830,1460,3191,912,3639,1118
0500000US18091,18091,"LaPorte County, Indiana",6569,*****,3277,286,1074,208,1025,205,49,51,0,190,49,51,2203,169,1099,384,1104,311,167,177,937,340,3292,286,1374,208,1217,254,157,175,0,190,157,175,1918,169,776,459,1142,446,29,53,1113,444
0500000US18097,18097,"Marion County, Indiana",90425,*****,48577,*****,18610,*****,16972,709,1638,709,417,423,1221,615,29967,*****,8357,1925,21610,1925,1893,695,19717,2055,41848,*****,17662,*****,15632,688,2030,688,320,285,1710,686,24186,*****,6510,1240,17676,1240,3536,801,14140,1338
0500000US18127,18127,"Porter County, Indiana",15293,*****,7307,306,2418,307,2418,307,0,190,0,190,0,190,4889,*****,3751,513,1138,513,431,270,707,409,7986,307,2978,306,2978,306,0,190,0,190,0,190,5008,*****,4007,681,1001,682,174,189,827,575
0500000US18141,18141,"St. Joseph County, Indiana",21106,*****,10626,311,4199,311,3287,748,912,728,0,190,912,728,6427,*****,2996,722,3431,722,686,323,2745,689,10480,311,4388,311,4274,339,114,133,0,190,114,133,6092,*****,3590,498,2502,498,494,316,2008,519
0500000US18157,18157,"Tippecanoe County, Indiana",14285,*****,7413,600,2900,528,2810,485,90,139,59,109,31,63,4513,256,2606,772,1907,783,2,5,1905,783,6872,600,2546,528,2357,632,189,210,9,16,180,207,4326,256,1766,703,2560,641,288,247,2272,697
0500000US19153,19153,"Polk County, Iowa",36023,*****,19516,433,7964,317,7019,870,945,732,0,157,945,732,11552,362,4244,1211,7308,1096,1887,738,5421,1207,16507,433,6939,317,6287,564,652,535,0,157,652,535,9568,362,3512,954,6056,1018,1140,551,4916,1068
